nome;codigo;nome 2;REG. #;BORN;FRAME (yrl);BW (lbs);WW (lbs);YW (lbs);SCROTAL (cm yrl);CED EPD;CED ACC;CED RANK %;BW EPD;BW ACC;BW RANK %;WW EPD;WW ACC;WW RANK %;YW EPD;YW ACC;YW RANK %;MILK EPD;MILK ACC;MILK RANK %;CW EPD;CW ACC;CW RANK %;REA EPD;REA ACC;REA RANK %;MARB EPD;MARB ACC;MARB RANK %;FT EPD;FT ACC;FT RANK %
RESILIENT;0200GV00704;DDGR RESILIENT 275D;AMGV1355159;05/03/2016;6.4;94;731;1351;;6;0.47;95;1.6;0.57;65;84;0.52;2;126;0.52;2;21;0.42;60;23;0.42;10;1.02;0.41;3;0.08;0.435;30;-0.08;0.31;75
