nome_touro,nome_touro_alta,codigo_touro,raca,data_preco,preco_ajustado_reais,data_prova,fonte_prova_url,TPI,NM$,CM$,Leite,Proteína,Proteína%,Gordura,Gordura%,CGP,Pconf,PTAT,JUI,FLC,Tconf,PL,DPR,SCS,SCE,DCE,NMT,DSB,CCR,HCR,aAa,DMS
DARE 2.547 898 92 1.31 1.16 1.10 2.2% ROBOTREADY SILVER DAY,DARE,200HO10653,HOLANDÊS PRETO E BRANCO,2023-09-01,29.35,2023-08-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO10653,2539,499,507,899,32,0.01,63,0.1,95,93,1.32,1.17,1.05,88,2.1,-2.0,2.78,2.2,2.4,6.7,6.2,-1.9,0.1,,
"LAUDERDALE 2.448 377 93 0.62 1.18 -0,1 2.1% A2A2 DRAFTPICK BOMBERO",LAUDERDALE,200HO10814,LEITE IMPORTADO,2023-09-01,40.64,2023-08-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO10814,2448,456,469,377,29,0.06,39,0.09,68,94,0.62,1.18,0.34,90,2.6,-0.1,2.83,2.1,2.2,6.5,5.4,0.6,0.3,,
TRAMWAY 2.399 -264 94 0.82 1.09 1.37 1.9% A2A2 MODESTY LOTTOMAX,TRAMWAY,200HO10822,LEITE IMPORTADO,2023-09-01,40.64,2023-08-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO10822,2451,448,463,-46,23,0.09,28,0.11,51,95,0.85,1.23,1.12,85,3.4,1.7,2.96,2.0,3.0,5.5,6.1,2.3,0.9,,
KIPPER 2.083 757 95 2.76 1.91 0.17 3.1% SHOWTIME / IMMUNITY+ HIGH OCTANE 5G,KIPPER,200HO10827,LEITE IMPORTADO,2023-09-01,36.13,2023-08-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO10827,2064,-187,-190,752,18,-0.02,8,-0.07,26,94,2.69,1.87,0.08,90,-2.6,-3.3,3.01,3.1,2.8,7.8,6.6,-3.6,-2.3,,
CAYDEN 2.621 186 94 1.21 1.21 1.09 2.1% ROBOTREADY AFTERBURNER COMMANDER,CAYDEN,200HO10831,HOLANDÊS PRETO E BRANCO,2023-09-01,40.64,2023-08-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO10831,2621,575,604,186,45,0.14,42,0.12,87,94,1.21,1.21,1.09,90,2.5,0.4,2.68,2.1,2.1,5.9,5.0,0.2,1.2,,
"TOPNOTCH 2.449 582 99 0.92 1.58 -0,53 2.1% SEMEXX / IMMUNITY+ JEDI LOTTOMAX",TOPNOTCH,200HO10864,LEITE IMPORTADO,2023-09-01,74.52,2023-08-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO10864,2449,442,456,582,33,0.05,14,-0.03,47,99,0.92,1.58,-0.53,97,4.5,1.2,2.75,2.1,1.8,6.6,4.4,2.9,-1.8,,
SECURE 2.557 655 96 1.01 0.96 0.03 2.3% MONTANA SILVER,SECURE,200HO10934,LEITE IMPORTADO,2023-09-01,74.52,2023-08-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO10934,2560,506,514,640,27,0.02,74,0.17,101,96,1.05,0.98,0.06,88,1.8,0.3,2.84,2.4,2.8,5.8,5.1,1.6,2.0,,
POSITIVE 2.781 1.154 99 1.53 2.01 0.16 2.2% A2A2 / FERTILITY DUKE RUBICON,POSITIVE,200HO10955,LEITE IMPORTADO,2023-09-01,242.74,2023-08-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO10955,2781,738,749,1154,55,0.07,116,0.25,171,99,1.53,2.01,0.16,99,0.1,-3.5,3.02,2.2,1.8,5.4,5.5,-3.5,-0.9,,
BLUFF 2.666 2.098 98 1.49 2.25 0.20 1.7% SEMEXX EUCLID MONTROSS,BLUFF,200HO10969,HOLANDÊS PRETO E BRANCO,2023-09-01,86.93,2023-08-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO10969,2666,608,601,2098,42,-0.08,39,-0.14,81,98,1.49,2.25,0.2,93,4.2,0.2,2.79,1.7,1.6,5.3,4.8,0.8,0.8,,
CINNAMON 2.575 299 91 0.20 1.82 0.18 2.3% IMMUNITY+ ALLTIME YODER,CINNAMON,200HO10981,HOLANDÊS PRETO E BRANCO,2023-09-01,40.64,2023-08-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO10981,2575,511,525,299,24,0.05,35,0.08,59,90,0.2,1.82,0.18,84,3.2,2.7,2.73,2.3,2.6,5.7,4.5,4.4,4.6,,
"GRADUAL 2.167 215 97 0.57 0.96 -0,84 2.0% A2A2 JEDI GREENWAY",GRADUAL,200HO11013,LEITE IMPORTADO,2023-09-01,25.97,2023-08-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11013,2167,196,206,215,14,0.03,-6,-0.05,8,97,0.57,0.96,-0.84,94,2.2,1.0,2.75,2.0,2.0,6.6,5.1,1.7,-1.4,,
PROSPEROUS 2.711 1.526 98 1.86 1.87 0.23 2.3% IMMUNITY+ MAGNUS SUPERSHOT,PROSPEROUS,200HO11043,LEITE IMPORTADO,2023-09-01,120.8,2023-08-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11043,2711,622,639,1526,61,0.05,68,0.03,129,98,1.86,1.87,0.23,96,2.6,-3.7,2.55,2.3,2.6,6.4,7.7,-4.1,-1.6,,
PAVLOV 2.650 442 95 1.54 1.20 0.7 2.0% GRANITE RUBICON,PAVLOV,200HO11044,LEITE IMPORTADO,2023-09-01,51.93,2023-08-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11044,2650,595,603,442,35,0.07,77,0.21,112,95,1.54,1.2,0.25,91,1.6,0.7,3.2,2.0,2.0,5.9,4.1,1.7,2.5,,
"MAURICE 2.589 1.214 99 0.87 1.36 -0,8 1.7% A2A2 / SEMEXX EUGENIO PROFIT",MAURICE,200HO11058,LEITE IMPORTADO,2023-09-01,57.58,2023-08-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11058,2589,619,622,1214,40,0.01,56,0.03,96,99,0.87,1.36,0.19,98,2.2,-0.8,2.96,1.7,1.7,5.6,3.3,-0.3,0.6,,
MOOSE 2.606 495 92 1.48 1.17 0.0 2.4% ROBOTREADY / IMMUNITY+ EUGENIO PROFIT,MOOSE,200HO11059,LEITE IMPORTADO,2023-09-01,65.48,2023-08-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11059,2606,522,529,495,30,0.05,70,0.18,100,91,1.48,1.17,0.58,88,1.4,0.0,3.09,2.4,1.9,6.3,4.0,0.5,1.6,,
SWINGMAN-RED 2.435 597 98 1.50 1.09 0.44 1.8% IMMUNITY+ APPRENTICE DELTA,SWINGMAN-RED,200HO11091,LEITE IMPORTADO,2023-09-01,185.16,2023-08-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11091,2435,519,523,597,11,-0.03,28,0.02,39,98,1.5,1.09,0.44,98,5.5,-0.1,2.59,1.8,1.8,5.6,4.5,0.3,0.8,,
"HEISENBERG 2.574 503 93 0.62 1.06 -1,84 2.5% IMMUNITY+ FORTUNE JEDI",HEISENBERG,200HO11100,LEITE IMPORTADO,2023-09-01,51.93,2023-08-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11100,2574,546,565,503,29,0.05,41,0.08,70,91,0.62,1.06,-1.84,85,3.8,2.7,2.48,2.5,2.0,6.0,4.3,3.9,1.1,,
"RUSS-PP-RED 2.128 348 96 1.23 1.66 -0,20 3.1% MOCHO HOMOZIGOTO / A2A2 LOYOLA-P SUPERSHOT",RUSS-PP-RED,200HO11126,LEITE IMPORTADO,2023-09-01,74.52,2023-08-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11126,2147,71,82,348,27,0.06,0,-0.05,27,96,1.42,1.65,0.24,94,0.8,-2.7,2.96,3.1,2.9,6.2,6.4,-1.8,0.8,,
SPOTIFY 2.720 1.863 83 1.19 0.38 0.77 1.9% GENOMAX GRANITE PROFIT,SPOTIFY,200HO11146,LEITE IMPORTADO,2023-09-01,56.0,2023-08-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11146,2720,759,759,1863,58,0.0,72,0.0,130,83,1.19,0.38,0.77,82,3.4,-0.9,3.07,1.9,1.7,5.8,4.4,0.0,3.7,,
REDROCK 2.656 1.302 94 0.76 1.82 0.42 1.8% MODESTY DELTA,REDROCK,200HO11172,LEITE IMPORTADO,2023-09-01,24.84,2023-08-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11172,2650,778,776,1367,43,0.0,68,0.05,111,95,0.71,1.73,0.35,91,2.9,-0.8,3.13,1.8,2.0,4.8,4.8,0.1,-0.2,,
POPSTAR 2.697 1.359 99 1.19 1.62 0.19 2.1% ROBOTREADY / FERTILITY IMAX DELCO,POPSTAR,200HO11196,LEITE IMPORTADO,2023-09-01,57.58,2023-08-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11196,2696,715,719,1359,46,0.01,68,0.05,114,99,1.19,1.62,0.19,96,3.9,-0.6,2.93,2.1,2.3,5.9,5.6,0.6,1.3,,
MIGGY 2.527 627 88 0.68 1.26 1.8 2.1% FORTUNE MODESTY,MIGGY,200HO11216,LEITE IMPORTADO,2023-09-01,40.64,2023-08-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11216,2527,540,546,627,24,0.02,47,0.08,71,87,0.68,1.26,-1.04,83,3.7,1.8,2.85,2.1,1.9,5.8,4.9,2.4,-0.6,,
OPTION 2.615 555 94 0.63 0.94 1.3 2.4% FORTUNE DELTA,OPTION,200HO11231,LEITE IMPORTADO,2023-09-01,33.87,2023-08-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11231,2615,638,652,555,33,0.06,62,0.14,95,94,0.63,0.94,-0.99,86,3.4,1.3,2.76,2.4,2.1,6.7,5.3,2.4,0.4,,
"SHARKNADO 2.537 172 82 0.83 1.32 -1,02 1.9% GENOMAX FORTUNE SPRING",SHARKNADO,200HO11233,LEITE IMPORTADO,2023-09-01,65.48,2023-08-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11233,2546,537,554,216,23,0.06,52,0.15,75,82,0.65,1.19,-1.35,81,2.9,1.4,2.61,1.9,1.8,5.4,4.4,2.4,1.6,,
"PAVAROTTI 2.506 883 88 0.84 1.04 -1,2 2.4% GENOMAX / A2A2 / IMMUNITY+ FRAZZLED SILVER",PAVAROTTI,200HO11242,LEITE IMPORTADO,2023-09-01,51.93,2023-08-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11242,2506,550,561,883,36,0.03,46,0.04,82,87,0.84,1.04,-0.3,81,3.6,-1.2,2.72,2.4,2.4,5.8,6.5,-0.5,1.8,,
"TROUBADOUR 2.561 1.058 90 0.52 0.86 -1,56 1.7% A2A2 FORTUNE JEDI",TROUBADOUR,200HO11254,LEITE IMPORTADO,2023-09-01,65.48,2023-08-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11254,2561,601,613,1058,44,0.04,51,0.04,95,91,0.52,0.86,-1.56,84,2.7,0.6,2.76,1.7,1.6,5.8,4.1,1.4,-1.8,,
"FLETCHER 2.695 1.269 83 0.97 1.28 -0,28 2.2% GENOMAX IMAX JEDI",FLETCHER,200HO11257,LEITE IMPORTADO,2023-09-01,51.93,2023-08-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11257,2695,770,777,1269,52,0.04,74,0.09,126,83,0.97,1.28,-0.28,81,3.6,-1.4,2.99,2.2,2.0,5.8,5.7,0.3,1.0,,
"DISCJOCKEY 2.420 -662 99 1.69 2.58 -0,39 2.8% SHOWTIME / SEMEXX FORTUNE MONTEREY",DISCJOCKEY,200HO11287,HOLANDÊS PRETO E BRANCO,2023-09-01,90.32,2023-08-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11287,2420,184,207,-662,14,0.13,21,0.17,35,99,1.69,2.58,-0.39,98,1.7,1.4,2.81,2.8,2.6,6.4,6.1,2.6,1.4,,
MASTERS 2.672 997 97 0.81 1.35 0.9 1.6% GENOMAX / A2A2 GUARANTEE MODESTY,MASTERS,200HO11296,LEITE IMPORTADO,2023-09-01,56.0,2023-08-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11296,2672,774,785,997,37,0.02,53,0.05,90,97,0.81,1.35,-0.62,84,5.4,0.9,2.69,1.6,1.3,4.6,4.2,2.3,0.7,,
"EMERALD 2.632 1.361 99 0.67 1.52 -0,76 2.5% SEMEXX FORTUNE RUBICON",EMERALD,200HO11318,HOLANDÊS PRETO E BRANCO,2023-09-01,92.58,2023-08-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11318,2632,701,707,1361,44,0.01,37,-0.05,81,99,0.67,1.52,-0.76,98,4.4,1.0,2.81,2.5,1.8,5.4,3.6,2.0,1.0,,
MUSEUM 2.594 -22 81 0.95 1.55 2.8 2.0% GENOMAX / IMMUNITY+ FORTUNE JEDI,MUSEUM,200HO11331,LEITE IMPORTADO,2023-09-01,33.87,2023-08-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11331,2594,548,570,-22,26,0.1,42,0.15,68,81,0.95,1.55,-1.14,80,3.9,2.8,2.68,2.0,1.7,6.1,5.1,3.8,-0.1,,
MARTINI 2.368 -123 97 0.81 1.31 1.8 2.1% FORTUNE DELTA,MARTINI,200HO11334,LEITE IMPORTADO,2023-09-01,86.93,2023-08-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11334,2368,335,344,-123,9,0.05,34,0.14,43,97,0.81,1.31,-0.63,89,1.9,1.8,2.92,2.1,1.4,5.3,3.9,3.3,0.6,,
"FORTYNINER 2.664 1.278 83 1.16 0.84 -0,76 2.2% GENOMAX PROPHECY JEDI",FORTYNINER,200HO11347,LEITE IMPORTADO,2023-09-01,56.0,2023-08-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11347,2664,708,718,1278,53,0.05,66,0.06,119,83,1.16,0.84,-0.76,81,3.1,-1.0,2.9,2.2,2.1,5.9,5.2,0.8,2.3,,
"MONET 2.731 1.388 91 0.30 0.96 -1,0 2.2% GUARANTEE JEDI",MONET,200HO11360,LEITE IMPORTADO,2023-09-01,40.64,2023-08-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11360,2731,845,860,1388,52,0.03,72,0.06,124,90,0.3,0.96,-0.57,83,5.2,-1.0,2.56,2.2,2.1,5.3,4.5,0.5,-0.7,,
"ICEBREAKER 2.795 1.515 97 -0,35 -0,18 0.4 2.3% A2A2 GUARANTEE MODESTY",ICEBREAKER,200HO11380,LEITE IMPORTADO,2023-09-01,49.68,2023-08-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11380,2795,1026,1040,1515,68,0.07,92,0.11,160,97,-0.35,-0.18,-1.49,90,4.0,0.4,2.95,2.3,1.9,4.7,4.5,2.4,2.8,,
BLIZZARD 3.478 278 92 8 11 -1 98 SEMEXX / IMMUNITY+ TOPNOTCH DENVER,BLIZZARD,200HO11387,HOLANDÊS PRETO E BRANCO,2023-09-01,77.9,2023-08-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11387,2721,581,605,-20,28,0.1,82,0.3,110,99,1.55,2.44,-0.09,98,3.0,-0.1,2.64,2.3,1.6,6.5,4.4,1.3,-1.1,,
PANAMERA 2.775 1.023 94 0.57 0.68 0.6 2.6% ROBOTREADY OUTLAST YODER,PANAMERA,200HO11395,LEITE IMPORTADO,2023-09-01,65.48,2023-08-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11395,2775,764,779,1023,44,0.04,88,0.17,132,94,0.57,0.68,-0.04,88,3.9,0.6,2.66,2.6,2.1,5.4,4.7,1.1,0.5,,
"MALABAR 2.565 869 84 -0,12 0.63 1.5 1.8% GENOMAX FORTUNE JEDI",MALABAR,200HO11399,LEITE IMPORTADO,2023-09-01,56.0,2023-08-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11399,2565,624,638,869,41,0.05,47,0.05,88,84,-0.12,0.63,-1.65,80,4.0,1.5,2.71,1.8,1.8,5.7,4.4,3.4,0.0,,
IMMERSION 2.583 619 82 0.97 1.30 0.9 2.1% GENOMAX MAVERICK MODESTY,IMMERSION,200HO11415,LEITE IMPORTADO,2023-09-01,56.0,2023-08-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11415,2583,612,621,619,29,0.03,48,0.08,77,82,0.97,1.3,-0.14,81,3.8,0.9,2.87,2.1,2.1,5.6,4.9,2.8,2.2,,
TOPONYM 2.520 300 82 0.59 1.59 0.15 1.6% GENOMAX / SEMEXX / IMMUNITY+ TOPNOTCH MODESTY,TOPONYM,200HO11431,LEITE IMPORTADO,2023-09-01,65.48,2023-08-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11431,2520,513,525,300,21,0.04,7,-0.02,28,82,0.59,1.59,0.15,80,6.0,3.3,2.71,1.6,1.6,5.5,4.1,4.7,1.7,,
SHERPA 2.771 754 99 0.96 1.62 0.60 2.1% GRAZINGPRO / A2A2 / FERTILITY / IMMUNITY+ PERSEUS SPRING,SHERPA,200HO11458,LEITE IMPORTADO,2023-09-01,65.48,2023-08-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11458,2772,739,764,754,51,0.1,44,0.05,95,99,0.96,1.62,0.6,95,5.1,1.2,2.58,2.1,2.1,6.6,4.9,2.5,1.8,,
"JAMBOREE 2.729 1.434 82 1.67 1.99 -0,4 2.8% GENOMAX JEFRI DUKE",JAMBOREE,200HO11522,LEITE IMPORTADO,2023-09-01,40.64,2023-08-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11522,2729,597,612,1434,56,0.04,54,0.0,110,82,1.67,1.99,-0.58,80,3.3,-0.4,2.63,2.8,2.3,6.6,5.2,0.9,1.6,,
"RIGHTANGLE 2.601 917 94 1.26 2.11 -0,06 2.6% FERTILITY / IMMUNITY+ CHALLENGER DELTA",RIGHTANGLE,200HO11547,LEITE IMPORTADO,2023-09-01,57.58,2023-08-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11547,2601,586,594,917,30,0.01,54,0.06,84,94,1.26,2.11,-0.06,88,3.9,-0.1,2.69,2.6,2.4,6.6,5.3,0.3,-1.7,,
"FLAWLESS 2.709 854 82 0.92 1.50 -0,14 1.8% GENOMAX MARIUS MAGNUS",FLAWLESS,200HO11551,LEITE IMPORTADO,2023-09-01,51.93,2023-08-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11551,2709,756,776,854,48,0.07,77,0.15,125,82,0.92,1.5,-0.14,80,3.3,-1.6,2.62,1.8,2.0,6.0,5.4,-1.0,-1.7,,
"INTERVIEW 2.797 1.518 94 0.78 1.66 -1,8 1.5% ROBOTREADY MARIUS MODESTY",INTERVIEW,200HO11555,LEITE IMPORTADO,2023-09-01,65.48,2023-08-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11555,2797,865,879,1518,66,0.06,75,0.06,141,94,0.78,1.66,0.12,85,3.4,-1.8,2.87,1.5,1.8,5.3,4.9,-1.1,-1.6,,
"EINSTEIN 3.004 1.227 99 1.32 1.79 -0,68 2.4% A2A2 / IMMUNITY+ TOPNOTCH DUKE",EINSTEIN,200HO11586,HOLANDÊS PRETO E BRANCO,2023-09-01,133.22,2023-08-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11586,3004,936,957,1227,60,0.07,108,0.21,168,99,1.32,1.79,-0.68,98,5.1,0.1,2.62,2.4,2.0,6.4,4.6,1.4,0.8,,
"HEATPROOF 2.616 764 82 0.45 1.15 -0,72 2.2% = TOPNOTCH JEDI",HEATPROOF,200HO11609,LEITE IMPORTADO,2023-09-01,51.93,2023-08-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11609,2616,607,622,764,37,0.05,32,0.01,69,82,0.45,1.15,-0.72,81,5.8,3.1,2.64,2.2,2.1,5.7,4.7,4.9,0.9,,
MAINFRAME 2.458 253 94 1.41 2.14 0.6 2.0% A2A2 / IMMUNITY+ TOPNOTCH MODESTY,MAINFRAME,200HO11611,LEITE IMPORTADO,2023-09-01,83.55,2023-08-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11611,2458,453,460,253,13,0.02,35,0.09,48,94,1.41,2.14,-0.32,88,4.2,0.6,2.84,2.0,1.9,5.7,4.7,1.4,-0.9,,
"SHELBY 2.546 -39 98 0.79 1.69 -0,43 1.6% A2A2 MAVERICK DETOUR",SHELBY,200HO11616,LEITE IMPORTADO,2023-09-01,155.8,2023-08-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11616,2546,608,623,-39,17,0.07,48,0.18,65,98,0.79,1.69,-0.43,92,4.0,2.0,2.74,1.6,1.8,4.8,5.1,3.4,1.1,,
DARMOUTH 2.731 1.236 82 1.78 2.24 0.23 2.4% GENOMAX / IMMUNITY+ CHALLENGER DUKE,DARMOUTH,200HO11627,HOLANDÊS PRETO E BRANCO,2023-09-01,63.22,2023-08-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11627,2731,659,668,1236,41,0.01,63,0.05,104,82,1.78,2.24,0.23,81,3.9,-0.2,2.65,2.4,2.7,7.3,7.0,1.0,-1.2,,
