nome_touro,registro,ano_nasc,var_mocha,geracao,grau_sangue,raca2_marcador,pelagem,categoria,criador_codigo,fornecedor_semen_cod,reb_desm,nf_desm,pn_dep,pn_acuracia,pn_percentil,gnd_direto_dep,gnd_direto_acuracia,gnd_direto_percentil,gnd_materno_dep,gnd_materno_acuracia,gnd_materno_percentil,netos,conformacao_desm_dep,conformacao_desm_percentil,precocidade_desm_dep,precocidade_desm_percentil,musculatura_desm_dep,musculatura_desm_percentil,tamanho_desm_dep,tamanho_desm_percentil,pelame_desm_dep,pelame_desm_percentil,indice_desmama,indice_desmama_percentil,reb_sobreano,nf_sobreano,gds_dep,gds_acuracia,gds_percentil,gns_dep,gns_percentil,conformacao_sobr_dep,conformacao_sobr_percentil,precocidade_sobr_dep,precocidade_sobr_percentil,musculatura_sobr_dep,musculatura_sobr_percentil,tamanho_sobr_dep,tamanho_sobr_percentil,pelame_sobr_dep,pelame_sobr_percentil,perimetro_escrotal_dep,perimetro_escrotal_acuracia,perimetro_escrotal_percentil,indice_final,indice_final_percentil
SANTA INÉS BUCANERO 1,IA475,2003,,,,,,CR,23805,IA,7,124,"0,39","0,53",64,"0,75","0,68",59,"-0,15","0,21",63,55,"0,01",70,"-0,04",76,"0,09",41,"0,06",53,"0,04",82,,61,6,89,"0,70","0,54",53,"1,45",58,"-0,02",75,"-0,10",82,"0,05",55,"0,07",49,"0,16",99,"0,22","0,56",38,"1,78",66
HARMONIA RENOIR R14,248704,2016,M,,,,,PO,2376,,1,56,"-0,20","0,50",26,"-1,22","0,50",76,"-0,02","0,01",37,4,"-0,06",87,"-0,02",73,"-0,06",85,"0,06",52,"0,07",89,,82,1,17,"2,60","0,26",33,"1,38",59,"-0,01",73,"-0,01",70,"-0,06",83,"0,10",41,"-0,02",33,"0,43","0,13",22,"1,31",67
TOPASS ÍNDIO 8,228999,2006,M,,,,,PO,2444,,1,181,"0,64","0,55",82,"-2,51","0,58",86,"-5,08","0,27",99,145,"0,21",20,"0,01",66,"0,05",56,"-0,10",86,,,,64,1,117,"-1,62","0,44",79,"-4,14",84,"0,20",23,"-0,07",80,"0,02",60,"-0,11",86,,,"-0,48","0,39",92,"0,83",68
WOLF 6557,245853,2015,M,,,,,PC,12335,,2,39,"1,40","0,19",99,"-1,93","0,29",82,,,,,"0,03",65,"-0,08",83,"-0,12",96,"0,02",65,"-0,07",13,,79,2,29,"1,31","0,21",44,"-0,62",70,"0,05",59,"-0,06",77,"-0,12",93,"0,04",55,"-0,08",19,"0,16","0,20",45,"0,65",69
CANOA MIRIM 21,245881,2015,M,,,,,PO,21081,,1,24,"-0,04","0,26",31,"1,68","0,27",50,,,,,"0,12",34,"0,02",63,"0,02",63,"-0,05",81,,,,47,1,22,"-4,26","0,20",92,"-2,57",79,"0,13",33,"-0,00",68,"0,00",68,"-0,09",84,,,"0,02","0,25",61,"0,45",70
MAUÁ INVASOR DO PONTAL 3651,238465,2011,M,,,,,PO,2427,,2,124,"0,48","0,56",68,"0,11","0,61",66,"-3,62","0,19",99,154,"-0,03",80,"-0,04",78,"-0,07",86,"-0,00",71,"-0,02",36,,71,2,88,"1,33","0,45",43,"1,45",58,"-0,01",72,"-0,02",73,"-0,05",81,"-0,02",73,"-0,04",27,"-0,04","0,51",68,"0,25",70
DOM VITOR CARBONERO 115 CUBO,248651,2016,M,,,,,PO,16603,L,3,35,"0,20","0,47",46,"-0,73","0,46",72,"1,27","0,05",15,2,"-0,04",82,"-0,14",93,"-0,05",83,"-0,04",78,"-0,08",11,,78,2,19,"2,35","0,30",34,"1,62",57,"-0,04",82,"-0,17",96,"-0,03",76,"0,02",60,"-0,09",13,"0,02","0,27",62,"0,01",70
RECULUTA BALAZO T 214 BALAZO,248668,2015,,,,,,CR,15857,PC R,1,30,"-0,02","0,38",32,"-1,34","0,43",77,"0,37","0,01",29,14,"0,05",57,"0,01",69,"0,06",52,"0,02",64,"0,00",53,,72,1,11,"-0,49","0,23",70,"-1,83",77,"0,09",45,"0,06",52,"0,12",35,"0,05",52,"0,03",71,"-0,03","0,11",67,"-0,35",71
MAUÁ BIENVENIDO DO PONTAL 1809,225477,2004,M,,,,,PO,2427,,7,178,"0,17","0,72",44,"1,05","0,72",55,"0,20","0,30",33,82,"0,10",41,"0,07",50,"0,09",43,"0,08",45,"0,01",60,,52,6,104,"-3,94","0,56",91,"-2,89",79,"0,03",65,"-0,03",75,"0,06",52,"0,03",59,"0,02",60,"0,48","0,47",19,"-0,92",73
MURMULLOS FRANCISCO X0954 TE FRANCISCO,IA613,2011,M,,,,,IA,10379,,7,82,"-1,09","0,48",3,"0,17","0,56",65,"-1,13","0,04",88,21,"0,07",54,"0,10",43,"0,07",51,"0,06",50,"0,01",64,,60,7,57,"-1,47","0,40",78,"-1,31",72,"0,00",69,"0,02",64,"0,00",67,"0,01",64,"-0,06",20,"-0,03","0,43",67,"-1,41",73
SOUTH BUKALONG SHANNON 40 SHANNON,IA485,2004,M,,,,,IA,23805,,7,120,"0,69","0,65",83,"-0,22","0,65",68,"2,04","0,20",9,52,"0,05",60,"-0,09",85,"-0,16",97,"0,03",60,"0,06",87,,66,5,68,"-1,89","0,46",82,"-2,11",77,"0,06",57,"-0,05",77,"-0,13",95,"0,01",63,"0,13",97,"0,05","0,49",56,"-1,63",75
REMITALL SUPER DUTY 42S,IA487,2006,M,,,,,IA,23805,,7,103,"0,66","0,60",83,"-1,99","0,62",84,"0,52","0,11",26,40,"-0,04",83,"-0,11",87,"-0,04",79,"0,07",49,"-0,01",47,,85,6,69,"1,45","0,44",42,"-0,53",68,"0,02",67,"-0,08",82,"-0,01",70,"0,05",53,"-0,01",42,"-0,12","0,48",75,"-2,29",75
TAURINO HOMETOWN 2858,IA658,2014,,,,,,CR,23323,IA,1,38,"-1,34","0,44",1,"-0,57","0,46",71,"-0,13","0,00",52,3,"-0,08",91,"0,04",56,"-0,09",91,"-0,37",99,"0,03",73,,80,1,24,"-0,83","0,28",75,"-1,40",73,"-0,09",91,"0,04",59,"-0,11",92,"-0,34",99,"0,05",79,"1,02","0,25",4,"-3,27",78
SÃO FERNANDO TREND 8643,246413,2015,M,,,,,PO,2457,,1,41,"1,35","0,40",98,"-1,23","0,47",77,"-0,04","0,03",38,4,"-0,12",95,"-0,14",93,"-0,08",88,"0,10",39,"0,07",88,,88,1,18,"2,00","0,27",39,"0,77",63,"-0,09",91,"-0,10",85,"-0,06",84,"0,19",21,"0,11",95,"0,23","0,19",37,"-3,27",79
WLB GLOBAL 72M-50S GLOBAL,IA508,2006,M,,,,,IA,23805,,5,84,"0,31","0,50",57,"-0,91","0,56",73,"-1,51","0,13",91,29,"-0,03",80,"-0,02",74,"-0,03",77,"0,00",68,"-0,07",13,,78,4,53,"-0,94","0,35",77,"-1,85",77,"-0,03",78,"-0,09",82,"-0,05",81,"-0,01",68,"-0,08",17,"0,35","0,32",26,"-3,45",79
CSC 701 BOLDER 901,IA688,2019,M,,,,,IA,26729,X,2,41,"0,26","0,38",51,"0,90","0,37",57,,,,,"-0,14",96,"-0,20",98,"-0,09",90,"-0,11",87,"0,01",63,,77,1,17,"0,14","0,18",62,"1,05",62,"-0,12",95,"-0,19",97,"-0,09",90,"-0,10",85,"0,08",90,"0,32","0,15",28,"-4,02",80
CHUBUTENSE 243 MTG 3028TE LAGUNERO,IA645,2012,,,,,,CR,22908,IA K,8,26,"-0,18","0,38",27,"-2,79","0,40",89,"1,08","0,05",18,11,"0,10",40,"0,12",40,"0,09",43,"0,03",60,"-0,04",21,,77,8,19,"-3,99","0,27",91,"-6,78",92,"0,12",35,"0,16",28,"0,08",46,"-0,01",67,"-0,09",14,"0,36","0,23",25,"-4,32",81
TOPASS DETENTO 1,228974,2006,M,,,,,PO,2444,,1,47,"0,59","0,48",79,"-0,27","0,48",69,"1,53","0,15",13,31,"0,09",45,"0,24",20,"0,10",36,"0,13",31,,,,60,1,21,"-5,95","0,32",99,"-6,22",90,"0,09",45,"0,14",32,"0,07",50,"0,06",52,"0,08",88,"0,22","0,21",37,"-5,41",83
GUAICOS X9026 TE COMANDANTE,IA481,2003,,,,,,CR,23805,IA,10,307,"0,23","0,65",49,"-2,01","0,76",84,"-2,31","0,34",97,147,"0,01",70,"-0,10",85,"0,04",57,"-0,03",76,"0,02",69,,81,8,220,"-4,51","0,62",93,"-6,51",91,"-0,03",78,"-0,17",95,"-0,01",69,"-0,12",86,"0,07",85,"0,02","0,67",61,"-10,56",87
HARMONIA NOVO N13,245446,2014,M,,,,,PO,2376,,1,29,"-0,55","0,20",13,"-1,53","0,39",80,"0,53","0,01",25,7,"-0,11",94,"-0,21",98,"-0,22",99,"0,01",67,"-0,02",35,,90,1,12,"-2,72","0,22",85,"-4,25",85,"-0,10",91,"-0,19",96,"-0,22",98,"0,01",64,"-0,01",39,"-0,06","0,09",70,"-11,56",89
PASSO FUNDO D027,250065,2016,M,,,,,PC,16594,,1,20,"-0,32","0,29",21,"-2,67","0,31",88,"-0,13","0,00",52,17,"-0,15",97,"-0,15",94,"-0,12",96,"-0,11",88,"-0,05",17,,94,1,12,"-0,01","0,19",65,"-2,68",79,"-0,14",96,"-0,12",88,"-0,13",95,"-0,10",84,"-0,07",19,"-0,64","0,08",97,"-12,44",90
SÃO CARLOS H11,242062,2014,,,,,,CR,19614,PC,1,21,"0,39","0,29",64,"-1,55","0,30",80,"-0,14","0,05",63,3,"-0,16",97,"-0,25",99,"-0,12",96,"-0,15",93,"0,02",69,,92,1,20,"-1,79","0,23",81,"-3,34",80,"-0,19",98,"-0,27",99,"-0,17",97,"-0,17",92,"0,07",87,"0,16","0,26",45,"-12,55",91
WERT X1585 SUREÑO TE,IA490,2000,M,,,,,IA,23805,,11,384,"0,36","0,79",60,"-0,58","0,78",71,"2,69","0,38",5,166,"0,09",45,"0,12",39,"0,07",50,"0,04",57,"0,01",58,,64,10,297,"-8,20","0,67",99,"-8,78",95,"-0,01",73,"0,01",65,"-0,05",81,"-0,10",84,"0,04",73,"-0,25","0,70",81,"-12,83",91
TOPASS FREE WAY 2,192627,1988,M,,,,,PO,2444,,1,35,"-0,74","0,51",8,"-0,54","0,52",70,"-2,73","0,30",99,89,"-0,20",99,"-0,19",97,"-0,17",97,"-0,14",90,"0,14",99,,91,1,25,"-0,76","0,42",74,"-1,30",72,"-0,20",98,"-0,22",98,"-0,23",98,"-0,12",87,"0,16",99,"-0,81","0,31",99,"-13,87",93
TANK,220553,2001,M,,,,,PO,2444,,4,69,"-0,85","0,43",6,"-5,22","0,52",97,"0,41","0,19",28,58,"-0,03",79,"-0,24",99,"-0,16",97,"-0,31",99,,,,95,4,42,"-3,64","0,35",90,"-8,86",96,"0,02",67,"-0,18",96,"-0,17",97,"-0,33",98,,,"-0,41","0,32",88,"-14,62",94
SJ P022,251649,2017,M,,,,,PC,16888,,1,67,"0,76","0,50",86,"-1,94","0,49",83,,,,,"-0,06",88,"-0,19",97,"-0,20",99,"0,03",59,,,,87,1,45,"-4,39","0,32",92,"-6,33",91,"-0,08",90,"-0,23",99,"-0,28",99,"0,01",63,"0,12",96,"-0,68","0,24",97,"-15,21",94
GUAICOS X1804 ALABAMA FEDERAL TE TEMBLOR,IA639,2014,M,,,,,IA,22743,,3,38,"-2,41","0,41",1,"-6,07","0,43",98,"-0,16","0,00",64,22,"-0,07",89,"0,01",65,"0,03",61,"-0,25",97,"-0,08",10,,97,3,32,"-5,46","0,30",98,"-11,52",99,"-0,04",81,"0,06",54,"0,06",51,"-0,33",98,"-0,10",10,"0,23","0,23",36,"-18,38",95
NJW 78P TWENTYTWELVE 190Z ET,IA650,2012,M,,,,,IA,22944,,5,20,"-0,18","0,18",27,"-5,89","0,23",97,"-1,76","0,02",93,5,"-0,16",97,"-0,11",86,"-0,09",91,"-0,18",94,"-0,04",23,,98,5,16,"-3,68","0,15",90,"-9,57",96,"-0,19",97,"-0,10",84,"-0,09",88,"-0,16",91,"-0,06",21,"-0,24","0,18",80,"-22,06",97
TOPASS WCK 3N-89,222605,2002,M,,,,,PO,2444,,1,80,"0,28","0,52",54,"-4,54","0,54",97,"-0,16","0,26",64,69,"-0,11",93,"-0,20",98,"-0,15",97,"-0,22",97,,,,96,1,53,"-6,98","0,41",99,"-11,51",99,"-0,15",96,"-0,27",99,"-0,23",98,"-0,36",99,,,"-0,46","0,27",91,"-24,04",99
