nome_touro,registro,ano_nasc,var_mocha,pelagem,categoria,criador_codigo,fornecedor_semen_cod,reb_desm,nf_desm,pn_dep,pn_acuracia,pn_percentil,gnd_direto_dep,gnd_direto_acuracia,gnd_direto_percentil,gnd_materno_dep,gnd_materno_acuracia,gnd_materno_percentil,netos,conformacao_desm_dep,conformacao_desm_percentil,precocidade_desm_dep,precocidade_desm_percentil,musculatura_desm_dep,musculatura_desm_percentil,tamanho_desm_dep,tamanho_desm_percentil,pelame_desm_dep,pelame_desm_percentil,indice_desmama,indice_desmama_percentil,reb_sobreano,nf_sobreano,gds_dep,gds_acuracia,gds_percentil,gns_dep,gns_percentil,conformacao_sobr_dep,conformacao_sobr_percentil,precocidade_sobr_dep,precocidade_sobr_percentil,musculatura_sobr_dep,musculatura_sobr_percentil,tamanho_sobr_dep,tamanho_sobr_percentil,pelame_sobr_dep,pelame_sobr_percentil,perimetro_escrotal_dep,perimetro_escrotal_acuracia,perimetro_escrotal_percentil,indice_final,indice_final_percentil
6 MILE FULL THROTTLE 171T,IA1350,2007,,V,IA,16477,,8,115,"0,11","0,61",43,"1,99","0,64",69,"-0,96","0,22",80,60,"0,11",56,"0,03",75,"0,05",73,"0,07",51,"0,37",99,,65,7,97,"4,58","0,49",35,"6,57",53,"0,15",48,"0,14",39,"0,09",67,"0,17",26,"0,39",99,"-0,23","0,56",87,"9,42",57
BR NEW DAY 454,IA1028,2004,,P,IA,23805,M,3,58,"0,35","0,59",60,"5,06","0,59",39,"2,35","0,21",13,45,"0,15",40,"0,10",56,"0,10",57,"0,15",28,"-0,14",10,,39,3,53,"1,00","0,47",70,"6,06",55,"0,09",64,"0,01",77,"0,04",77,"0,09",45,"-0,15",12,"0,21","0,53",59,"9,35",58
GAP 3893,144563,2010,,V,PO,2555,,1,60,"0,32","0,51",58,"3,57","0,49",54,"-0,90","0,26",79,41,"0,13",48,"0,05",70,"0,13",47,"0,10",43,"-0,01",55,,52,1,13,"1,95","0,32",62,"5,52",58,"0,17",41,"0,04",71,"0,17",41,"0,11",40,"-0,02",51,"0,04","0,33",73,"9,35",58
TRES MARIAS 6301 ZORZAL TE ZORZAL,IA850,2001,,P,IA,23805,K,66,1071,"0,78","0,86",83,"4,90","0,87",41,"-4,73","0,71",99,1815,"0,14",44,"0,14",42,"0,12",49,"0,02",70,"0,08",88,,41,54,686,"1,07","0,81",69,"5,97",55,"0,10",63,"0,06",66,"0,07",70,"-0,04",82,"0,09",88,"0,30","0,83",52,"9,31",58
GAP 4591,168584,2013,,V,PO,2555,,2,138,"0,52","0,72",70,"6,29","0,72",28,"-1,09","0,39",82,55,"0,21",23,"0,21",26,"0,18",30,,,"0,06",80,,25,2,97,"-1,81","0,59",90,"4,48",64,"0,17",42,"0,09",55,"0,19",35,,,"0,06",78,"0,14","0,62",66,"9,24",58
HW85 GOLIAS BAMBA 15 DE FIELD DAY,149812,2010,,V,PO,18650,,1,70,"-0,17","0,63",26,"4,65","0,62",43,"0,47","0,23",49,30,"0,11",58,"0,00",81,"0,05",72,"0,08",49,"0,04",75,,47,1,32,"-1,22","0,43",86,"3,42",69,"0,14",49,"-0,01",82,"0,02",81,"0,11",41,"0,07",83,"1,38","0,41",3,"9,21",58
RITO SAV 2282 TELLECHEA,171138,2013,,P,PO,18551,,3,42,"1,19","0,54",94,"4,35","0,54",46,"-1,37","0,15",86,8,"0,16",38,"0,27",14,"0,17",32,"0,22",16,"-0,10",20,,44,3,22,"1,56","0,36",65,"5,90",56,"0,14",50,"0,22",20,"0,16",42,"0,16",28,"-0,11",20,"-0,16","0,41",84,"9,17",58
SANTA EULÁLIA ZORZAL 960,173378,2013,,P,PO,95,,1,25,"0,85","0,42",85,"2,73","0,42",62,"-2,74","0,17",97,3,"0,12",54,"0,22",22,"0,10",56,"0,07",53,,,,60,1,25,"2,49","0,33",57,"5,22",60,"0,15",46,"0,19",26,"0,12",56,"0,09",45,,,"0,24","0,38",56,"9,10",58
CONNEALY COMRADE 1385,IA1432,2011,,P,IA,4568,M,9,131,"-1,09","0,66",4,"5,00","0,69",39,"0,21","0,23",54,42,"0,15",42,"0,24",18,"0,16",37,"-0,00",76,"-0,05",36,,40,8,104,"0,67","0,56",73,"5,68",57,"0,10",61,"0,22",21,"0,10",62,"-0,08",90,"-0,06",36,"0,29","0,66",53,"9,10",58
OCC HEADLINER 661H LIDER,IA679,1998,,P,IA,23805,,42,779,"-0,27","0,84",22,"3,77","0,86",51,"0,88","0,69",40,1068,"0,24",16,"0,36",5,"0,33",5,"-0,01",78,"-0,03",44,,38,35,600,"-0,55","0,79",83,"3,22",70,"0,20",31,"0,38",4,"0,36",6,"-0,04",82,"-0,01",53,"0,02","0,82",74,"9,05",59
REDBAR NET WORTH F427 MATRIX,209475,2016,,P,PO,9271,,1,30,"-1,03","0,53",4,"3,51","0,53",55,,,,,"0,21",24,"0,24",18,"0,21",21,"0,02",69,"-0,06",33,,45,1,29,"0,21","0,44",77,"3,72",68,"0,19",35,"0,17",33,"0,22",27,"-0,00",73,"-0,06",36,"0,11","0,50",67,"9,03",59
BASCO COMPADRON 1257,212879,2017,,V,PO,4074,,1,46,"0,93","0,56",88,"2,52","0,55",65,,,,,"0,10",59,"0,19",30,"0,19",28,"-0,01",77,"-0,03",46,,62,1,24,"3,21","0,37",49,"5,73",57,"0,14",51,"0,14",39,"0,22",28,"0,03",65,"0,00",59,"0,16","0,48",64,"9,02",59
UMBU 2776 REDEMPTION,191304,2015,,V,PO,99,,1,54,"0,57","0,61",73,"-1,85","0,60",92,,,,,"0,16",40,"0,10",55,"0,13",45,"0,04",63,"0,07",86,,83,1,32,"3,23","0,44",49,"1,38",79,"0,23",25,"0,14",40,"0,20",32,"0,02",66,"0,13",93,"0,90","0,46",14,"8,91",59
BRAVE 2108 TELLECHEA,160131,2012,,P,PO,18551,,1,27,"0,05","0,49",39,"1,64","0,51",72,"1,23","0,18",32,12,"0,30",8,"0,42",2,"0,32",5,"0,02",67,"-0,19",4,,47,1,20,"-1,84","0,38",90,"-0,20",84,"0,30",10,"0,35",5,"0,33",8,"-0,02",78,"-0,17",8,"0,36","0,39",47,"8,91",59
SANTA SÉRGIA LUQUE PAGARE 3248,183517,2013,,V,PO,19692,,1,32,"0,14","0,46",46,"4,00","0,47",49,"-0,13","0,03",61,5,"0,14",44,"0,11",50,"0,18",31,"0,05",60,"-0,07",28,,47,1,25,"0,39","0,32",75,"4,39",65,"0,16",46,"0,10",53,"0,19",34,"0,07",50,"-0,06",35,"0,40","0,34",44,"8,84",59
TROTTERS STRONGHOLD 156,IA1483,2011,,V,IA,16477,,40,800,"1,29","0,84",96,"5,83","0,85",31,"-1,41","0,49",86,322,"0,18",32,"0,11",50,"0,07",67,"0,28",9,"0,06",81,,30,35,640,"1,81","0,76",63,"7,64",47,"0,10",63,"-0,02",84,"0,05",75,"0,22",17,"0,07",83,"-0,86","0,81",99,"8,83",59
CIA.AZUL KODAK TE 1278,142987,2010,,P,PO,8538,,3,31,"0,31","0,52",57,"4,87","0,53",41,"-1,89","0,24",91,20,"0,12",53,"-0,01",84,"-0,07",95,"0,12",38,"0,02",67,,44,3,26,"0,53","0,42",75,"5,40",59,"0,08",67,"-0,03",87,"-0,12",98,"0,07",51,"0,01",62,"0,53","0,39",35,"8,59",59
GAP 5085,178561,2014,,V,PO,2555,,2,29,"1,81","0,53",99,"2,48","0,52",65,"-0,31","0,19",70,8,"0,08",65,"0,27",14,"0,17",33,,,"-0,10",19,,65,2,18,"3,72","0,38",44,"6,20",54,"0,07",70,"0,29",10,"0,21",30,,,"-0,01",54,"0,33","0,42",49,"8,56",59
TRES MARIAS 4809 LESTER TE,75375,1995,,P,PO,5150,,26,559,"0,66","0,76",78,"1,89","0,83",69,"-0,79","0,57",78,531,"0,08",65,"0,04",73,"0,07",68,"0,06",55,"-0,10",19,,69,22,336,"3,61","0,72",45,"5,50",58,"0,16",43,"0,08",60,"0,11",58,"0,12",38,"-0,07",34,"0,01","0,72",75,"8,53",59
RUBETA 4444 QUEBRANTADOR QUEBRANTADOR,IA1116,2005,,V,IA,23805,K,53,789,"0,99","0,84",90,"2,13","0,86",68,"-3,52","0,60",99,529,"0,22",20,"0,19",30,"0,27",11,"0,06",56,"0,09",89,,53,44,620,"0,80","0,78",72,"2,93",72,"0,20",30,"0,16",33,"0,30",12,"0,03",63,"0,12",93,"-0,01","0,82",75,"8,50",59
CAPANE 23 CHUMBO B.NAME TE195,160536,2012,,P,PO,17732,,6,87,"0,94","0,56",88,"2,77","0,60",62,"1,65","0,18",24,14,"0,28",10,"0,47",1,"0,36",3,"-0,06",87,"-0,14",10,,42,6,54,"-0,99","0,45",85,"1,79",77,"0,24",22,"0,44",2,"0,37",4,"-0,07",89,"-0,14",14,"-0,09","0,48",81,"8,50",60
TÓLIO TE402 BRAND NAME TRAVELER ECLIPSE,181338,2014,,P,PO,14838,,4,44,"-0,01","0,59",35,"2,12","0,59",68,"2,10","0,20",16,3,"0,21",22,"0,19",30,"0,17",32,"0,16",26,"0,10",91,,54,4,31,"-0,36","0,46",81,"1,76",77,"0,17",41,"0,11",48,"0,18",38,"0,19",22,"0,11",91,"0,76","0,54",21,"8,45",60
GAP M157/15,393336,2015,,P,PC,2555,,1,94,"-0,39","0,67",17,"1,43","0,66",74,"-0,23","0,32",69,32,"0,15",41,"0,20",27,"0,11",55,,,"0,04",74,,65,1,68,"3,34","0,54",48,"4,77",62,"0,15",47,"0,15",38,"0,11",59,,,"-0,00",56,"-0,14","0,60",83,"8,41",60
UMBU 6266,352343,2012,,V,PC,99,,1,34,"0,29","0,48",56,"5,66","0,47",33,"-1,57","0,10",88,5,"0,12",51,"0,12",46,"0,15",39,"0,14",31,"0,10",91,,38,1,31,"0,38","0,36",75,"6,04",55,"0,12",56,"0,14",39,"0,15",45,"0,12",39,"0,14",94,"-0,05","0,33",79,"8,39",60
RED BJR AH BRANDED BEEF L107,IA861,2001,,V,IA,14890,,12,176,"-1,21","0,64",3,"2,49","0,70",65,"0,21","0,40",54,164,"0,05",75,"-0,02",86,"0,06",70,"0,27",9,"0,09",90,,69,8,143,"5,25","0,58",29,"7,74",47,"0,05",76,"-0,05",89,"0,05",76,"0,28",9,"0,15",96,"-0,11","0,64",82,"8,33",60
TRADIÇÃO 2013,372374,2013,,P,PC,3638,,1,80,"0,43","0,60",65,"5,54","0,62",34,"-0,94","0,34",80,42,"0,09",63,"0,20",27,"0,23",17,"0,10",42,"-0,03",45,,43,1,75,"1,27","0,53",68,"6,80",52,"0,07",70,"0,20",25,"0,25",21,"0,03",63,"-0,02",49,"0,10","0,47",69,"8,30",60
LAJUANITA EURO 313 TE DON CARLO,216316,2016,,P,PO,23219,R,6,84,"0,75","0,63",81,"2,26","0,63",66,,,,,"0,22",21,"0,03",74,"0,08",63,"-0,07",90,"0,08",87,,52,4,36,"0,29","0,40",76,"2,55",73,"0,16",43,"0,01",79,"0,07",72,"-0,11",93,"0,05",77,"0,36","0,47",48,"8,26",60
Performance Qualidade de carne Adaptação 44 ENVISION,IA1603,2013,,P,IA,16477,,3,47,"-0,70","0,55",8,"2,73","0,54",62,"2,75","0,14",10,6,"0,05",75,"0,09",57,"0,05",72,"0,10",43,"-0,16",8,,67,3,30,"4,11","0,41",40,"6,84",52,"0,08",67,"0,13",43,"0,04",77,"0,12",38,"-0,19",7,"0,08","0,45",70,"8,21",61
LJC MISSION STATEMENT P27,IA869,2004,,V,IA,23805,,20,588,"0,03","0,78",37,"-0,68","0,82",87,"1,83","0,54",20,355,"-0,04",92,"-0,12",97,"-0,11",98,"0,09",46,"0,14",97,,90,16,420,"6,32","0,72",20,"5,65",58,"0,12",57,"0,00",80,"0,03",79,"0,13",35,"0,20",99,"0,79","0,73",19,"8,20",61
SAV INTERNATIONAL 2020,IA1669,2012,,P,IA,21143,,18,156,"1,15","0,68",93,"1,69","0,70",71,"0,64","0,26",46,72,"0,12",55,"-0,07",93,"0,06",70,"0,04",62,"0,16",98,,67,16,116,"2,88","0,57",53,"4,57",64,"0,10",62,"-0,05",91,"0,07",71,"0,03",64,"0,17",97,"0,47","0,67",38,"8,19",61
SANTA AUGUSTA 1008 ROY ROGERS,347942,2011,,V,PC,16076,,2,32,"0,40","0,43",63,"4,35","0,44",46,"-1,68","0,13",90,14,"0,07",70,"0,03",76,"0,10",59,"0,02",70,"0,09",89,,54,2,17,"1,95","0,32",62,"6,30",54,"0,05",75,"-0,02",84,"0,11",60,"-0,02",78,"0,09",87,"0,50","0,28",37,"8,19",61
FAS FORTE 565,191091,2015,,P,PO,17720,,1,26,"2,47","0,39",99,"4,59","0,39",43,,,,,"0,14",45,"0,02",78,"0,11",56,"0,15",28,"-0,07",27,,44,1,13,"-0,25","0,29",81,"4,34",65,"0,17",42,"0,02",74,"0,11",61,"0,17",25,"-0,07",33,"0,15","0,37",64,"8,18",61
CONNEALY COURAGE 25L,IA1534,2012,,P,IA,4568,M,21,208,"-0,77","0,74",7,"3,64","0,74",53,"3,72","0,29",3,97,"0,12",52,"0,11",52,"0,15",39,"0,01",71,"-0,08",24,,53,18,169,"1,71","0,61",64,"5,34",60,"0,12",57,"0,10",51,"0,19",34,"-0,06",87,"-0,06",37,"0,04","0,69",73,"8,07",61
QUIRÍ Q051 IDEAL,372531,2012,,P,PC,92,P,7,159,"-0,00","0,69",35,"4,91","0,72",40,"1,87","0,29",19,50,"0,24",17,"0,18",32,"0,25",14,"0,14",30,"0,06",80,,30,6,107,"-3,30","0,57",95,"1,61",78,"0,16",43,"0,12",47,"0,16",44,"0,07",51,"0,04",71,"0,72","0,64",23,"8,05",61
WESTWIND RITO 8503-DJH-019,IA367,1990,,P,IA,23805,M,23,95,"0,01","0,65",36,"3,28","0,71",57,"3,81","0,52",3,307,"0,10",58,"0,09",57,"0,10",57,"0,09",48,"-0,08",25,,58,18,57,"3,11","0,62",50,"6,40",53,"0,10",60,"0,13",41,"0,09",65,"0,06",55,"-0,08",27,"-0,28","0,58",89,"8,03",61
TRADIÇÃO 2307 MARAGATO,407965,2016,,V,PC,3638,P,1,34,"1,05","0,49",91,"2,58","0,53",64,,,,,"0,25",15,"0,17",34,"0,21",23,"-0,00",75,"-0,01",53,,46,1,34,"0,37","0,44",76,"2,95",72,"0,28",15,"0,17",32,"0,26",20,,,"-0,02",49,"-0,87","0,53",99,"8,00",61
TRÊS LAGOAS TE146,184230,2014,,P,PO,18898,,1,21,"0,16","0,40",47,"1,67","0,47",71,,,,,"0,07",68,"0,03",74,"0,03",77,"0,02",70,"0,03",69,,71,1,13,"3,61","0,35",45,"5,29",60,"0,08",66,"0,07",63,"0,04",76,"0,10",44,"0,03",69,"0,44","0,40",42,"7,99",61
BR NEW FRONTIER 095,IA819,2000,,P,IA,23805,,16,137,"0,42","0,68",64,"2,83","0,71",61,"3,45","0,38",5,148,"0,07",70,"0,01",80,"-0,05",92,"0,17",24,"0,05",80,,64,11,106,"2,44","0,59",58,"5,27",60,"0,05",76,"-0,08",95,"-0,09",95,"0,18",23,"0,03",70,"0,79","0,59",19,"7,99",61
HXC JACKHAMMER 8800U,IA1229,2008,,V,IA,23805,,3,39,"-0,02","0,49",34,"3,71","0,52",52,"-1,31","0,07",85,13,"0,04",77,"0,18",32,"0,10",59,"0,02",68,"0,05",79,,61,3,29,"4,95","0,36",31,"8,65",42,"0,06",73,"0,16",35,"0,16",45,"0,05",56,"0,04",72,"-0,59","0,31",96,"7,98",61
BASCO QUATI LUCKY 1007 TE,195259,2015,,P,PO,4074,,1,47,"0,08","0,47",41,"0,59","0,53",80,,,,,"0,12",53,"0,08",60,"0,11",55,"0,01",71,"-0,07",30,,74,1,31,"4,85","0,40",32,"5,44",59,"0,18",36,"0,12",47,"0,16",43,"0,07",52,"-0,07",33,"-0,67","0,40",98,"7,90",62
CIA.AZUL 3260 A.VALLEY G.7372,194433,2015,,P,PO,8538,,1,27,"-0,84","0,48",6,"-1,64","0,47",92,"3,57","0,17",4,4,"0,07",68,"0,05",69,"0,01",83,"0,10",44,"-0,11",18,,88,,0,"5,24","0,31",29,"3,60",68,"0,14",49,"0,11",50,"0,09",66,"0,19",22,"-0,10",21,"0,59","0,37",30,"7,86",62
HSAF BANDO 1961,IA1014,2001,,P,IA,23805,,8,70,"-0,19","0,57",25,"1,07","0,59",76,"0,97","0,20",38,39,"0,26",14,"0,10",54,"0,06",71,"0,36",4,"-0,13",12,,57,7,53,"-0,00","0,45",79,"1,07",80,"0,26",20,"0,09",57,"0,02",80,"0,40",3,"-0,18",8,"-0,09","0,45",80,"7,81",62
CIA.AZUL 3090 RESOURCE TRAVELER 004,188317,2015,,P,PO,8538,,1,61,"-0,35","0,63",19,"2,60","0,63",64,"1,11","0,23",35,10,"0,07",68,"0,12",48,"0,10",57,"-0,03",81,"0,01",63,,65,1,28,"3,89","0,46",43,"6,50",53,"0,10",62,"0,11",48,"0,13",55,"-0,03",81,"0,02",65,"-0,20","0,49",86,"7,78",62
RED SIX MILE SAKIC 832S,IA1124,2006,,V,IA,23805,,39,313,"0,59","0,74",74,"3,85","0,77",51,"0,70","0,43",44,218,"0,20",25,"0,18",32,"0,21",22,"0,06",55,"0,03",70,,43,27,214,"-0,82","0,65",84,"3,03",71,"0,18",36,"0,13",42,"0,19",33,"-0,01",76,"0,04",73,"0,01","0,69",74,"7,77",62
SÃO XAVIER 1957 JOHNNIE RED TE,193509,2014,,V,PO,508,,1,31,"0,93","0,47",88,"3,76","0,49",52,"0,28","0,13",53,4,"0,21",24,"0,12",49,"0,12",49,"0,18",21,"-0,06",32,,43,1,18,"-0,50","0,34",83,"3,26",70,"0,19",33,"0,04",70,"0,06",73,"0,15",29,"-0,06",36,"-0,20","0,40",86,"7,75",62
GAP 5857,198547,2016,,P,PO,2555,,1,41,"0,17","0,54",48,"2,13","0,53",67,,,,,"0,10",61,"0,34",6,"0,21",23,"-0,07",90,"-0,03",46,,66,1,13,"2,80","0,34",54,"4,93",61,"0,13",54,"0,34",6,"0,23",24,"-0,08",89,"-0,10",22,"0,11","0,35",68,"7,71",62
LEACHMAN LADIES MAN 1144B,75929,1992,,V,PO,6315,,47,654,"-0,08","0,78",31,"1,32","0,84",75,"1,03","0,66",37,807,"0,03",80,"0,02",78,"-0,02",88,"0,07",53,"-0,07",28,,77,43,465,"4,64","0,77",35,"5,96",56,"0,02",82,"0,05",68,"-0,04",91,"0,04",59,"-0,08",28,"0,73","0,76",22,"7,67",62
SANTA AMÁBILE TE121,125263,2008,,V,PO,14702,,3,32,"0,58","0,24",73,"2,98","0,43",60,"1,78","0,19",21,16,"0,04",77,"0,06",67,"-0,04",90,"0,05",61,"-0,05",35,,66,3,20,"3,05","0,34",51,"6,03",55,"0,08",68,"0,13",44,"-0,02",89,"0,06",53,"-0,08",29,"0,33","0,42",50,"7,65",62
SAV SENSATION 5615,IA1910,2015,,P,IA,22588,,3,20,"0,29","0,43",56,"3,09","0,43",58,,,,,"0,03",79,"-0,04",88,"-0,01",86,"0,05",59,"-0,06",31,,66,3,16,"3,11","0,34",50,"6,21",54,"0,06",73,"-0,02",85,"-0,03",89,"0,10",43,"-0,07",31,"0,41","0,36",43,"7,65",62
HUACA CURU 7210 ZORZAL 5795TE CURU,IA1855,2013,,P,IA,21230,,11,205,"1,25","0,70",96,"3,37","0,73",56,"-3,01","0,28",97,16,"0,24",16,"0,20",28,"0,24",16,"0,03",64,"0,14",97,,42,9,139,"0,59","0,60",74,"3,95",67,"0,13",54,"0,08",58,"0,17",39,"-0,03",79,"0,18",98,"-0,41","0,63",94,"7,62",63
CIA.AZUL 3180 RESOURCE GAITERO,188351,2015,,P,PO,8538,,1,66,"-0,50","0,64",13,"1,91","0,63",69,"-1,27","0,23",84,13,"0,01",84,"0,11",53,"0,04",75,"-0,16",97,"-0,12",16,,76,1,23,"5,32","0,45",28,"7,23",50,"0,09",66,"0,19",26,"0,13",53,"-0,11",93,"-0,12",18,"-0,12","0,51",82,"7,57",63
SAV HARVESTOR 0338 HARVESTOR,IA1528,2010,,P,IA,16783,,12,159,"0,95","0,68",89,"3,64","0,72",53,"0,39","0,26",50,38,"0,11",55,"-0,06",92,"0,12",49,"0,09",45,"0,06",81,,54,9,120,"1,05","0,60",70,"4,69",63,"0,04",78,"-0,05",89,"0,07",72,"0,03",63,"0,07",83,"0,68","0,68",25,"7,55",63
UMBU 2132 DATELINE,159371,2012,,P,PO,99,,2,26,"1,17","0,51",94,"0,19","0,50",83,"2,28","0,14",14,4,"0,06",71,"0,00",82,"0,06",71,"0,08",49,"-0,00",58,,80,1,17,"4,76","0,37",33,"4,95",61,"0,08",68,"0,05",69,"0,08",68,"0,10",42,"-0,01",55,"0,45","0,42",41,"7,55",63
TRES MARIAS A689 GARDEL,IA2369,2015,,P,IA,5150,K,5,28,"0,05","0,48",39,"2,77","0,47",62,"-1,57","0,15",88,2,"0,19",29,"0,12",46,"0,15",40,"0,14",31,"0,11",93,,51,3,10,"1,15","0,33",68,"3,92",67,"0,18",37,"0,05",68,"0,11",60,"0,14",31,"0,17",97,"-0,49","0,38",95,"7,44",64
SÃO BIBIANO INSIGHT 7811,211629,2017,,P,PO,110,,2,60,"-1,11","0,54",4,"1,25","0,55",75,,,,,"0,12",51,"0,20",26,"0,13",45,"0,04",63,"-0,07",30,,69,2,48,"3,18","0,42",50,"4,43",64,"0,11",60,"0,22",20,"0,16",43,"0,04",60,"-0,10",24,"0,06","0,45",72,"7,28",64
GAP 2937 BRIGADIER DISCUTIDO,114934,2006,,P,PO,2555,,3,367,"-0,19","0,82",25,"2,87","0,81",61,"-4,32","0,51",99,252,"0,09",63,"0,07",63,"0,09",60,"0,02",70,"-0,03",46,,62,3,258,"0,90","0,70",71,"3,77",67,"0,13",53,"0,12",44,"0,17",41,"0,01",69,"-0,04",43,"0,56","0,74",32,"7,27",64
CMC TAINÁ DO CEDRO C5TE ZORZAL,162880,2012,,P,PO,17029,,2,64,"0,13","0,58",45,"3,80","0,57",51,"-0,76","0,24",77,28,"0,06",73,"0,22",22,"0,18",30,"-0,04",85,"-0,07",30,,59,2,54,"3,37","0,45",47,"7,17",50,"0,04",77,"0,21",22,"0,21",29,"-0,09",91,"-0,06",35,"-0,18","0,49",85,"7,26",64
HART ROLL CALL 7086,IA2141,2017,,P,IA,22829,,3,47,"-0,14","0,48",28,"3,68","0,50",53,,,,,"0,00",85,"-0,00",83,"-0,02",89,"0,12",37,"-0,14",10,,65,3,26,"4,67","0,30",34,"8,35",44,"-0,04",91,"-0,07",93,"-0,05",92,"0,10",44,"-0,19",6,"0,14","0,35",66,"7,25",64
SUMMITCREST FOCUS 2U66,IA1391,2008,,P,IA,17737,,4,104,"0,07","0,63",40,"4,93","0,62",40,"4,62","0,19",1,19,"0,07",71,"0,30",10,"0,03",78,"0,08",50,"-0,02",50,,49,4,88,"0,67","0,49",73,"5,60",58,"-0,00",85,"0,27",12,"-0,03",90,"0,02",67,"-0,00",56,"0,83","0,62",16,"7,24",64
WHITESTONE WIDESPREAD MB,IA603,1995,,P,IA,23805,,23,357,"0,61","0,74",75,"2,62","0,80",64,"0,70","0,60",44,743,"0,07",68,"0,08",62,"0,08",65,"0,05",59,"-0,01",53,,65,22,265,"3,34","0,72",48,"5,96",56,"0,07",70,"0,07",61,"0,06",72,"0,08",48,"-0,05",38,"-0,02","0,76",76,"7,23",64
RED NORTHLINE ROCK STAR 911U ROCK,IA1358,2008,,V,IA,16477,,7,95,"0,15","0,51",47,"3,22","0,62",58,"-0,32","0,19",70,39,"0,11",57,"0,15",38,"0,18",28,"0,04",63,"0,06",81,,58,7,62,"2,33","0,45",59,"5,55",58,"0,08",66,"0,14",40,"0,19",33,"0,01",70,"0,09",88,"-0,12","0,46",82,"7,20",64
TRES MARIAS 8561 SALVAJE 7630-T/E,A.779131,2009,,P,,E 5150,,11,38,"0,86","0,55",86,"1,87","0,56",70,"0,60","0,26",46,44,"0,17",35,"-0,02",84,"0,08",66,"0,14",31,"0,03",69,,60,8,22,"0,20","0,44",77,"2,07",76,"0,18",39,"-0,03",86,"0,08",67,"0,12",38,"0,02",64,"0,37","0,49",47,"7,15",64
SOO LINE MOMENTUM 7051,IA1251,2007,,V,IA,23805,,14,195,"0,63","0,68",76,"2,11","0,74",68,"2,41","0,29",13,86,"0,11",55,"0,01",80,"0,08",66,"0,17",25,"0,12",95,,64,11,120,"0,44","0,58",75,"2,55",74,"0,11",59,"-0,03",85,"0,08",68,"0,16",27,"0,13",93,"0,91","0,63",13,"6,96",65
TRES MARIAS 5839 QUEBRACHO TE QUEBRACHO,IA755,1999,,V,IA,23805,K,57,826,"0,97","0,83",89,"0,76","0,86",79,"-3,40","0,69",99,1084,"0,10",61,"0,06",68,"0,17",33,"0,07",52,"0,02",65,,75,49,534,"2,99","0,80",52,"3,75",67,"0,12",56,"0,09",54,"0,22",27,"0,10",41,"0,01",64,"0,30","0,80",51,"6,92",65
LAS LILAS 1385 MAX LUXOR MAXQ BUENO,IA1142,2005,,P,IA,23805,,13,169,"0,45","0,68",66,"3,43","0,72",56,"-1,55","0,36",88,142,"0,11",55,"0,15",40,"0,06",70,"0,00",74,"-0,22",2,,56,12,135,"-0,90","0,60",85,"2,53",74,"0,13",53,"0,10",53,"0,04",77,"0,02",68,"-0,20",5,"0,83","0,65",17,"6,84",65
TRES MARIAS 6241 PAYADOR TE PAYADOR,IA848,2001,,V,IA,23805,,23,115,"0,52","0,70",70,"1,60","0,72",72,"-3,34","0,50",98,273,"0,11",57,"0,11",52,"0,21",21,"-0,10",93,"0,05",77,,68,17,75,"3,92","0,63",42,"5,52",58,"0,13",52,"0,11",50,"0,28",15,"-0,08",89,"0,02",65,"-0,67","0,64",98,"6,84",65
BLACK PRINCE/CAMBÁ-PYTÁ 8706 ARGENTINO 2,164830,2010,,P,PO,17491,,1,83,"1,22","0,63",95,"1,35","0,61",74,"1,11","0,12",35,24,"0,15",42,"-0,02",84,"-0,04",91,"0,17",23,"-0,02",51,,66,1,23,"1,35","0,33",67,"2,70",73,"0,13",53,"-0,11",96,"-0,09",96,"0,18",24,"-0,01",54,"0,37","0,19",47,"6,81",65
EATHINGTON SUB-ZERO,IA1481,2012,,P,IA,16477,,6,37,"-0,59","0,52",10,"2,64","0,55",63,"2,61","0,20",11,26,"0,04",76,"0,02",77,"0,05",73,"0,09",46,"-0,01",53,,68,6,27,"3,11","0,42",50,"5,75",57,"0,00",84,"-0,08",95,"-0,02",88,"0,12",36,"-0,01",54,"0,55","0,49",33,"6,81",65
CEHDROS HECTOR CACIQUE H01P,207798,2017,,P,PO,17029,,1,25,"1,58","0,38",98,"1,61","0,39",72,,,,,"0,08",67,"0,11",49,"-0,01",87,"-0,01",77,"0,02",68,,71,1,18,"1,90","0,28",62,"3,51",69,"0,09",65,"0,10",50,"0,01",82,"0,00",72,"0,02",65,"0,74","0,37",22,"6,76",65
TRES MARIAS 8311 TRAPICHE TE TRAPICHE,IA1152,2008,,V,IA,23805,K,15,133,"0,42","0,69",64,"0,58","0,70",80,"1,05","0,39",37,125,"0,12",53,"0,03",74,"0,13",45,"0,07",54,"0,08",87,,74,13,81,"2,60","0,56",56,"3,18",70,"0,15",46,"-0,01",83,"0,20",32,"0,09",46,"0,09",88,"0,09","0,63",70,"6,70",66
HW109 HILÁRIO DE TEI21 COVENANT,149801,2011,,V,PO,18650,,1,71,"-0,48","0,63",14,"-0,06","0,62",85,"0,64","0,16",46,27,"0,11",57,"0,01",79,"0,09",63,"-0,04",84,"0,14",96,,78,1,52,"3,69","0,45",45,"3,63",68,"0,12",55,"0,05",69,"0,15",46,"-0,01",76,"0,11",91,"0,07","0,52",71,"6,59",66
