nome_touro,registro,ano_nasc,var_mocha,pelagem,categoria,criador_codigo,fornecedor_semen_cod,reb_desm,nf_desm,pn_dep,pn_acuracia,pn_percentil,gnd_direto_dep,gnd_direto_acuracia,gnd_direto_percentil,gnd_materno_dep,gnd_materno_acuracia,gnd_materno_percentil,netos,conformacao_desm_dep,conformacao_desm_percentil,precocidade_desm_dep,precocidade_desm_percentil,musculatura_desm_dep,musculatura_desm_percentil,tamanho_desm_dep,tamanho_desm_percentil,pelame_desm_dep,pelame_desm_percentil,indice_desmama,indice_desmama_percentil,reb_sobreano,nf_sobreano,gds_dep,gds_acuracia,gds_percentil,gns_dep,gns_percentil,conformacao_sobr_dep,conformacao_sobr_percentil,precocidade_sobr_dep,precocidade_sobr_percentil,musculatura_sobr_dep,musculatura_sobr_percentil,tamanho_sobr_dep,tamanho_sobr_percentil,pelame_sobr_dep,pelame_sobr_percentil,perimetro_escrotal_dep,perimetro_escrotal_acuracia,perimetro_escrotal_percentil,indice_final,indice_final_percentil
LORENZEN FIELD DAY 7455,IA1076,2007,,V,IA,23805,,4,109,"0,80","0,31",84,"12,08","0,62",4,"-0,24","0,24",69,34,"0,22",20,"0,17",33,"0,14",44,"0,30",6,"-0,05",35,,6,4,70,"9,37","0,46",7,"21,45",4,"0,30",11,"0,23",19,"0,22",27,"0,33",6,"-0,02",48,"0,90","0,49",14,"32,80",6
TRADIÇÃO FIV T06 ZORZAL TE,146110,2010,,P,PO,3638,,1,23,"1,06","0,40",92,"13,46","0,51",2,"-2,68","0,27",96,5,"0,29",9,"0,26",15,"0,24",15,,,"0,07",84,,3,1,23,"6,77","0,45",18,"20,23",5,"0,25",20,"0,18",29,"0,22",28,,,"0,08",85,"1,41","0,48",2,"32,80",6
GAP 6449,219912,2018,,P,PO,2555,,1,58,"-0,58","0,60",11,"8,55","0,58",13,,,,,"0,28",9,"0,52",1,"0,48",1,,,"-0,19",4,,10,1,11,"10,43","0,31",4,"18,99",7,"0,28",14,"0,53",1,"0,52",1,,,"-0,20",5,"1,46","0,40",2,"32,77",6
G A R RELIANT,IA2073,2016,,P,IA,22294,,2,32,"-0,54","0,43",12,"9,07","0,41",11,,,,,"0,22",20,"0,07",65,"-0,01",87,"0,28",9,"-0,18",5,,12,1,5,"12,10","0,23",2,"21,17",4,"0,30",11,"0,10",52,"-0,01",87,"0,31",8,"-0,21",4,"0,79","0,24",19,"32,73",6
QUAKER HILL RAMPAGE 0A36 RAMPAGE,IA1518,2010,,P,IA,15614,A,9,51,"0,29","0,57",56,"10,27","0,57",7,"0,70","0,11",44,30,"0,16",38,"0,18",32,"0,08",66,"0,29",7,"-0,18",6,,11,6,30,"12,57","0,41",2,"22,85",3,"0,18",37,"0,14",38,"0,08",69,"0,30",8,"-0,17",9,"1,27","0,48",4,"32,68",6
GAP 6363,224571,2018,,P,PO,2555,T,2,135,"0,21","0,70",51,"7,09","0,68",21,,,,,"0,31",7,"0,13",45,"0,13",46,"0,13",34,"0,07",85,,14,1,6,"10,62","0,32",4,"17,71",9,"0,35",6,"0,25",16,"0,19",33,,,"0,04",73,"1,20","0,41",5,"32,43",6
RODEIO DO RINCÃO TE221 EXCEL BRAND 110,164289,2012,,P,PO,14672,,1,45,"0,93","0,36",88,"10,65","0,57",6,"-0,51","0,25",73,19,"0,28",10,"0,43",2,"0,19",26,"0,12",36,"-0,12",15,,6,1,30,"8,87","0,45",9,"19,52",6,"0,32",9,"0,41",3,"0,25",21,"0,12",37,"-0,14",14,"1,02","0,46",10,"32,40",6
GAR ASHLAND,IA1912,2015,,P,IA,23201,,10,89,"-0,35","0,55",19,"9,56","0,59",9,"2,40","0,08",13,3,"0,34",5,"0,26",16,"0,23",18,"0,32",5,"-0,10",21,,7,5,42,"7,22","0,37",15,"16,77",11,"0,37",5,"0,30",10,"0,26",18,"0,33",6,"-0,12",16,"1,42","0,44",2,"32,37",6
LD EMBLAZON 999 EMBLAZON 999,IA1705,2009,,P,IA,15614,,7,101,"-0,36","0,65",19,"9,50","0,65",9,"2,15","0,13",15,7,"0,40",2,"0,47",1,"0,30",7,"-0,02",81,"-0,11",18,,6,7,57,"9,42","0,46",7,"18,92",7,"0,41",3,"0,41",3,"0,33",8,"0,05",55,"-0,14",13,"-0,48","0,50",95,"31,64",7
MAC ACHIN GUINNES 6192 GUINNES,225366,2016,,P,PO,23163,L,1,27,"0,51","0,17",70,"10,67","0,31",6,,,,,"0,28",10,"0,31",9,"0,28",9,"0,27",10,"-0,03",47,,6,1,14,"7,95","0,21",12,"18,62",7,"0,29",13,"0,25",15,"0,31",11,"0,24",14,"-0,05",39,"1,32","0,23",3,"31,63",7
SÃO XAVIER 2277 MAGNATA SERTÃO,199444,2016,,P,PO,508,P,3,135,"0,17","0,67",48,"9,05","0,68",11,"2,83","0,16",9,4,"0,27",11,"0,10",56,"0,15",38,"0,22",15,"-0,05",36,,9,2,70,"10,45","0,49",4,"19,50",6,"0,30",11,"0,13",43,"0,16",43,"0,27",11,"-0,08",28,"0,76","0,55",21,"31,61",7
SAV RESOURCE 1441,IA1369,2011,,P,IA,22588,,103,1884,"0,78","0,88",83,"8,88","0,89",12,"-0,27","0,60",69,549,"0,27",11,"0,33",7,"0,30",7,"0,09",48,"-0,14",10,,10,82,1412,"9,83","0,83",6,"18,71",7,"0,37",5,"0,38",4,"0,40",3,"0,11",41,"-0,12",15,"0,64","0,87",27,"31,54",7
SITZ UPWARD 307R,IA1046,2005,,P,IA,23805,,17,161,"0,08","0,68",41,"9,48","0,72",9,"3,99","0,27",2,62,"0,27",11,"0,14",42,"0,12",50,"0,37",3,"0,04",73,,8,14,105,"9,10","0,56",8,"18,59",8,"0,31",9,"0,12",48,"0,16",45,"0,38",4,"0,03",68,"0,97","0,62",10,"31,16",7
TRADIÇÃO T61,190729,2015,,P,PO,3638,,1,30,"0,49","0,48",68,"11,82","0,51",4,"-0,47","0,19",72,9,"0,33",5,"0,32",7,"0,34",4,,,"0,01",60,,4,1,27,"5,70","0,40",25,"17,51",9,"0,31",10,"0,30",10,"0,35",6,,,"0,02",67,"1,19","0,46",6,"31,04",7
H2R PROFITBUILDER B403,IA1685,2014,,V,IA,16477,,21,250,"-0,94","0,75",5,"10,45","0,75",6,"2,76","0,17",10,32,"0,16",39,"0,33",7,"0,11",53,"0,18",21,"-0,08",26,,10,16,154,"8,88","0,57",9,"19,33",6,"0,27",17,"0,36",4,"0,21",29,"0,18",25,"-0,09",26,"1,66","0,67",1,"30,91",8
CIA.AZUL 3092 A. VALLEY ZORZAL,188318,2015,,P,PO,8538,,1,25,"-0,39","0,47",17,"9,35","0,46",10,"0,46","0,17",49,3,"0,19",29,"0,25",17,"0,04",74,"0,22",16,"-0,13",12,,13,1,11,"10,60","0,33",4,"19,94",6,"0,27",16,"0,30",9,"0,07",69,"0,31",8,"-0,16",10,"1,08","0,36",8,"30,88",8
JF PIRATINIZINHO 347,412677,2017,,P,PC,18778,,1,92,"2,76","0,58",99,"10,05","0,57",7,"-0,76","0,17",78,4,"0,38",3,"0,41",2,"0,36",2,"0,33",5,"-0,10",19,,5,1,54,"6,00","0,42",23,"16,05",12,"0,38",4,"0,39",3,"0,37",5,"0,36",4,"-0,06",37,"0,82","0,49",17,"30,74",8
INSIGHT BLACK 2820 TELLECHEA,199986,2016,,P,PO,18551,,2,24,"0,64","0,52",77,"8,04","0,52",15,,,,,"0,33",6,"0,30",10,"0,31",6,"0,16",27,"-0,07",28,,10,1,3,"8,76","0,35",9,"16,79",11,"0,33",8,"0,23",18,"0,36",5,"0,15",29,"-0,09",24,"0,83","0,41",17,"30,24",8
R B TOUR OF DUTY 177 DUTY,IA1640,2011,,P,IA,15614,A,16,173,"-0,29","0,70",21,"8,41","0,72",14,"3,81","0,24",3,49,"0,27",11,"0,10",56,"0,20",24,"0,39",3,"-0,08",25,,11,16,132,"9,85","0,58",6,"18,26",8,"0,28",15,"0,13",44,"0,19",34,"0,38",4,"-0,07",32,"0,89","0,67",14,"30,21",8
NERO VALLEY DA RIO DA PAZ TE,187605,2014,,P,PO,15956,,3,41,"0,77","0,54",82,"6,23","0,57",28,"1,35","0,19",29,22,"0,21",24,"0,17",34,"0,17",31,"0,16",25,"-0,12",15,,25,3,27,"11,53","0,44",3,"17,76",9,"0,32",8,"0,20",25,"0,25",21,"0,26",12,"-0,17",9,"1,13","0,53",7,"30,16",8
AKSAL REGARD DA RIO DA PAZ TE GENERAL,209005,2017,,P,PO,15956,P,5,70,"1,19","0,57",94,"10,73","0,61",6,,,,,"0,38",3,"0,29",11,"0,39",2,"0,35",4,"-0,15",8,,4,3,53,"4,70","0,48",34,"15,43",13,"0,36",6,"0,24",16,"0,40",3,"0,34",5,"-0,13",14,"1,03","0,57",9,"29,98",8
SAV RENOWN 3439 RENOWN,IA1716,2013,,P,IA,16477,G,47,694,"0,17","0,82",48,"8,09","0,83",15,"-0,67","0,42",76,144,"0,31",7,"0,28",12,"0,29",9,"0,13",33,"-0,10",20,,10,41,467,"9,50","0,72",6,"17,59",9,"0,36",5,"0,29",11,"0,34",7,"0,15",30,"-0,17",9,"0,25","0,78",56,"29,83",8
EXAR UPSHOT 0562B,IA1440,2010,,P,IA,15614,,5,36,"0,80","0,39",83,"7,71","0,47",18,"3,11","0,09",7,9,"0,24",17,"0,15",40,"0,11",54,"0,33",5,"0,04",75,,16,5,26,"10,19","0,33",5,"17,91",9,"0,29",12,"0,11",50,"0,14",49,"0,36",4,"0,03",70,"1,01","0,37",10,"29,80",9
SANTA THEREZA 2799,384203,2014,,P,PC,3108,,2,123,"-0,12","0,67",29,"12,18","0,65",4,"3,03","0,16",7,22,"0,14",43,"0,17",35,"0,08",63,"0,03",64,"-0,13",11,,7,1,48,"8,86","0,43",9,"21,04",4,"0,19",34,"0,17",32,"0,12",56,"0,04",60,"-0,17",9,"1,07","0,31",8,"29,55",9
KCF BENNETT PATRON B840 PATRON,IA1804,2014,,P,IA,22524,,4,40,"0,25","0,28",53,"7,85","0,48",16,,,,,"0,20",26,"0,01",80,"0,09",62,"0,27",9,"-0,08",25,,18,4,36,"9,74","0,35",6,"17,59",9,"0,29",13,"0,16",34,"0,13",54,"0,33",6,"-0,14",14,"1,32","0,37",3,"29,39",9
S A V RAINFALL 6846,IA2056,2016,,P,IA,22588,M,18,188,"0,03","0,72",37,"6,64","0,72",25,"2,87","0,16",8,5,"0,26",12,"0,25",16,"0,27",10,"0,02",70,"-0,06",33,,19,7,86,"10,79","0,53",4,"17,43",9,"0,31",10,"0,25",16,"0,30",11,"0,13",36,"-0,09",26,"0,48","0,61",38,"28,76",9
CORONEL REGARD DA RIO DA PAZ TE CORONEL,218220,2018,,P,PO,15956,P,3,51,"0,99","0,54",90,"10,56","0,59",6,,,,,"0,36",4,"0,43",2,"0,45",1,"0,10",43,"-0,11",16,,5,1,19,"4,51","0,43",36,"15,07",14,"0,34",7,"0,32",8,"0,48",1,"0,09",45,"-0,05",38,"0,93","0,50",12,"28,55",10
ELLINGSON ROUGHRIDER 4202,IA1943,2014,,P,IA,22161,,8,30,"0,25","0,49",53,"7,05","0,49",22,,,,,"0,40",2,"0,38",4,"0,31",6,"0,25",12,"0,01",63,,9,3,10,"4,61","0,32",35,"11,66",27,"0,44",2,"0,37",4,"0,32",10,"0,24",14,"-0,02",48,"1,03","0,40",9,"27,90",10
TÓLIO TE403 BRAND NAME TRAVELER ÉBANO,181339,2014,,P,PO,14838,T,1,20,"0,70","0,51",79,"11,79","0,53",4,"1,43","0,20",27,1,"0,29",9,"0,34",6,"0,28",10,"0,32",5,"0,08",87,,4,1,17,"4,11","0,43",40,"15,89",12,"0,28",15,"0,23",18,"0,30",12,"0,29",9,"0,09",86,"1,03","0,48",9,"27,52",10
SAV 654X RAINMASTER 6849,IA1979,2016,,P,IA,22588,,9,98,"0,26","0,67",53,"7,26","0,66",20,,,,,"0,35",4,"0,36",5,"0,25",14,"0,05",58,"-0,31",1,,11,7,69,"5,96","0,53",23,"13,22",20,"0,36",6,"0,32",8,"0,22",26,"0,09",45,"-0,31",1,"0,91","0,60",13,"27,22",10
CONNEALY RIGHT ANSWER 746,IA1239,2007,,P,IA,23805,,13,152,"-0,45","0,54",15,"5,30","0,64",36,"2,68","0,26",10,43,"0,23",19,"0,03",73,"0,09",60,"0,26",11,"-0,02",50,,29,8,36,"10,00","0,46",5,"15,29",13,"0,34",7,"0,11",50,"0,15",46,"0,33",5,"-0,05",40,"0,80","0,51",18,"27,21",10
COLEMAN CHARLO 0256,IA1853,2010,,P,IA,22488,,29,258,"-0,18","0,75",25,"7,64","0,75",18,"2,56","0,13",11,19,"0,38",3,"0,56",1,"0,51",1,"0,00",75,"-0,17",7,,8,18,99,"5,20","0,57",29,"12,84",22,"0,37",5,"0,49",1,"0,55",1,"-0,01",76,"-0,24",3,"0,82","0,66",17,"27,08",11
SANTA JOANA 2370,408372,2016,,P,PC,15398,,1,22,"0,03","0,47",38,"8,33","0,47",14,"1,49","0,14",26,5,"0,21",22,"0,19",28,"0,08",64,,,"-0,08",27,,15,1,13,"10,26","0,34",5,"18,59",8,"0,32",9,"0,23",19,"0,13",52,,,"-0,11",18,"-0,34","0,38",91,"27,02",11
TRADIÇÃO T73,190739,2015,,P,PO,3638,,2,53,"0,50","0,56",69,"8,69","0,60",13,"0,43","0,18",50,4,"0,29",9,"0,18",31,"0,22",19,"0,25",12,"0,04",74,,10,2,51,"7,38","0,48",15,"16,06",12,"0,24",24,"0,09",55,"0,19",33,"0,27",11,"0,05",77,"0,85","0,57",15,"26,95",11
SANTA THEREZA 2773,384237,2014,,P,PC,3108,,1,20,"-0,38","0,48",17,"10,41","0,46",6,"1,86","0,21",19,9,"0,26",13,"0,23",21,"0,28",10,"0,22",15,"-0,01",55,,7,1,8,"6,49","0,34",20,"16,90",10,"0,25",21,"0,13",42,"0,28",15,"0,23",15,"-0,01",54,"0,62","0,35",29,"26,86",11
S A V WATERFALL 8081,IA2143,2018,,P,IA,22588,,2,31,"0,94","0,49",88,"8,05","0,50",15,,,,,"0,33",6,"0,28",13,"0,26",13,"0,14",30,"-0,17",7,,9,1,5,"5,93","0,37",23,"13,99",17,"0,34",7,"0,27",14,"0,28",14,"0,16",28,"-0,19",7,"0,59","0,38",31,"26,45",11
MC CUMBER STEADFAST 635 STEADFAST,IA2094,2016,,P,IA,22390,K,5,22,"0,84","0,37",85,"9,66","0,40",8,,,,,"0,21",23,"0,34",6,"0,25",14,"0,13",33,"0,05",79,,10,4,14,"8,98","0,28",8,"18,64",7,"0,28",14,"0,34",6,"0,30",11,"0,21",19,"0,04",74,"-0,23","0,35",87,"26,43",12
VPJ BLACK DOTTY N.WORTH,154528,2012,,P,PO,8629,,2,37,"0,16","0,50",47,"5,68","0,49",33,,,,,"0,30",8,"0,24",18,"0,22",19,"0,18",21,"-0,08",26,,20,2,27,"9,45","0,38",7,"15,13",13,"0,34",7,"0,24",17,"0,23",25,"0,22",17,"-0,06",35,"0,01","0,45",74,"26,18",12
RINCON 0902 DEL SARANDY EL SAYCAN,112469,2005,,P,PO,7287,T,24,362,"0,17","0,78",47,"9,37","0,79",10,"3,75","0,51",3,323,"0,27",12,"0,16",36,"0,19",28,"0,26",11,"-0,22",3,,8,21,252,"6,51","0,68",20,"15,88",12,"0,29",12,"0,16",35,"0,15",47,"0,31",7,"-0,18",7,"0,41","0,70",43,"26,14",12
PAMPEANO 1971 LUCIDO DON QUIXOTE 668 PREDOMINANT,216315,2016,,P,PO,23219,R,6,133,"0,27","0,68",55,"8,04","0,68",15,"-0,60","0,14",74,7,"0,34",5,"0,35",5,"0,33",5,"0,03",64,"0,06",81,,9,6,103,"6,64","0,53",19,"14,67",15,"0,32",9,"0,35",5,"0,37",5,"0,04",61,"0,07",83,"0,20","0,55",60,"26,10",12
EF COMPLEMENT 8088,IA1389,2008,,P,IA,17737,,22,385,"-0,56","0,80",11,"4,79","0,80",42,"3,71","0,45",4,213,"0,12",53,"0,07",65,"-0,03",89,"0,13",32,"-0,03",42,,45,21,326,"12,25","0,69",2,"17,04",10,"0,34",7,"0,25",16,"0,14",50,"0,29",9,"-0,09",25,"0,25","0,74",55,"25,94",12
SAV THRIVE 5054,IA1897,2015,,P,IA,22588,,2,53,"0,99","0,51",90,"7,46","0,59",19,"-0,05","0,23",59,11,"0,32",6,"0,31",9,"0,35",3,"0,08",50,"-0,09",24,,12,2,38,"5,57","0,47",26,"13,03",21,"0,31",10,"0,28",12,"0,37",5,"0,01",70,"-0,10",22,"1,01","0,53",10,"25,83",12
RANGER BEST INTEREST DA RIO DA PAZ TE,200608,2015,,P,PO,15956,,2,32,"0,71","0,56",80,"9,24","0,56",10,"1,89","0,18",19,8,"0,21",22,"-0,01",83,"0,12",51,"0,44",2,"-0,13",12,,12,2,29,"6,46","0,44",20,"15,70",12,"0,26",19,"0,05",68,"0,14",50,"0,48",1,"-0,13",15,"0,96","0,53",11,"25,80",12
S A V CHECKMATE 8158 CHECKMATE,IA2075,2018,,P,IA,22588,,18,169,"-1,53","0,70",2,"7,42","0,70",19,,,,,"0,28",9,"0,40",3,"0,36",2,"0,13",33,"-0,06",33,,14,8,68,"7,75","0,49",13,"15,18",13,"0,30",11,"0,36",4,"0,43",2,"0,13",35,"-0,11",19,"0,30","0,57",52,"25,77",13
CANTÃO,417039,2017,,P,PC,20397,,1,62,"0,14","0,60",46,"7,10","0,60",21,,,,,"0,26",14,"0,15",38,"0,23",17,"0,25",12,"-0,05",38,,17,1,35,"7,19","0,49",15,"14,29",16,"0,32",9,"0,19",27,"0,26",19,"0,28",10,"-0,04",41,"0,73","0,47",22,"25,70",13
REDBAR NET WORTH D168 FINAL ANSWER,183971,2014,,P,PO,9271,,1,36,"1,82","0,54",99,"5,81","0,54",32,"1,14","0,22",34,13,"0,36",4,"0,32",8,"0,33",4,"0,27",10,"0,03",72,,16,1,26,"5,11","0,44",30,"10,92",30,"0,37",5,"0,26",14,"0,35",6,"0,30",9,"-0,01",55,"1,11","0,50",7,"25,51",13
BUFORD BLUESTEM 9974,IA1282,2009,,P,IA,17737,,13,195,"0,13","0,73",45,"5,44","0,73",35,"2,64","0,34",11,88,"0,26",13,"0,32",8,"0,19",25,"0,23",14,"-0,22",2,,25,12,124,"8,43","0,59",10,"13,86",18,"0,32",9,"0,44",2,"0,26",20,"0,26",12,"-0,23",3,"0,67","0,66",26,"25,45",13
Performance Qualidade de carne Adaptação CANTÃO,425258,2018,,P,PC,20397,,1,30,"0,32","0,55",58,"9,76","0,55",8,,,,,"0,27",11,"0,25",16,"0,22",20,"0,29",8,"-0,10",20,,8,1,24,"4,80","0,48",33,"14,56",15,"0,27",16,"0,22",20,"0,22",26,"0,29",9,"-0,09",26,"0,84","0,49",16,"25,35",13
GAP 6639,228559,2019,,P,PO,23388,,1,21,"0,07","0,51",41,"4,50","0,50",44,,,,,"0,27",12,"0,38",4,"0,29",8,"0,10",43,"-0,22",2,,30,,0,"8,40","0,35",10,"12,90",21,"0,30",11,"0,38",4,"0,33",8,"0,11",41,"-0,20",5,"1,14","0,41",7,"25,34",13
EF AUTHENTIC 0829,IA1368,2010,,P,IA,16477,,12,133,"-1,56","0,66",2,"7,23","0,68",20,"3,89","0,20",3,20,"0,17",35,"0,27",14,"0,13",47,"0,13",34,"-0,21",3,,23,11,100,"10,94","0,54",4,"18,17",8,"0,21",30,"0,31",8,"0,18",38,"0,18",25,"-0,21",4,"0,11","0,58",68,"25,24",13
HOOVER DAM,IA1514,2008,,P,IA,21143,,2,32,"-0,12","0,45",29,"6,27","0,44",28,"1,45","0,06",27,4,"0,14",47,"0,08",61,"0,04",74,"0,02",69,"-0,11",17,,32,2,21,"7,91","0,29",12,"14,18",16,"0,20",32,"0,12",45,"0,12",55,"0,07",50,"-0,11",18,"2,13","0,34",1,"25,13",13
REDBAR D168 NET WORTH G466 MATRIX,220892,2017,,P,PO,9271,,1,25,"1,57","0,49",98,"9,13","0,48",11,,,,,"0,38",2,"0,35",5,"0,31",6,"0,38",3,"0,00",59,,6,1,24,"4,33","0,39",37,"13,46",19,"0,37",5,"0,21",22,"0,29",13,"0,40",3,"-0,03",45,"-0,20","0,47",86,"25,02",14
SCHIEFELBEIN RHOMBUS 4937 RHOMBUS,IA1989,2017,,P,IA,23503,,3,21,"-0,04","0,46",33,"10,74","0,49",6,,,,,"0,17",36,"0,08",61,"0,19",28,"0,30",6,"-0,06",34,,9,2,16,"8,94","0,43",9,"19,68",6,"0,16",43,"0,07",61,"0,22",28,"0,30",8,"-0,12",17,"-0,17","0,46",85,"24,98",14
SANTA JOANA 1866,362713,2012,,P,PC,15398,,2,99,"0,84","0,67",85,"4,94","0,67",40,"7,13","0,31",1,71,"0,34",4,"0,38",3,"0,35",3,,,"-0,25",1,,21,1,80,"8,11","0,54",11,"13,05",20,"0,42",3,"0,48",1,"0,42",2,,,"-0,26",2,"-0,41","0,59",93,"24,82",14
CONNEALY EARNAN 076E,IA1341,2010,,P,IA,10379,,20,91,"0,02","0,55",36,"8,41","0,64",14,"-0,10","0,23",60,62,"0,24",17,"0,23",19,"0,19",28,"0,22",15,"-0,03",47,,13,13,55,"7,13","0,48",16,"15,54",12,"0,27",16,"0,25",16,"0,16",44,"0,23",16,"-0,02",48,"0,30","0,55",52,"24,69",14
CONNEALY FINAL PRODUCT,IA1220,2007,,P,IA,23805,,8,250,"0,40","0,72",63,"8,29","0,73",14,"3,74","0,23",3,31,"0,28",10,"0,21",24,"0,23",17,"0,31",6,"0,08",88,,12,8,209,"6,47","0,61",20,"14,76",14,"0,29",13,"0,13",43,"0,16",44,"0,27",11,"0,11",91,"0,27","0,72",54,"24,69",14
CIA.AZUL TE4066 RESOURCE QUEBRACHO CAPITÃO,222258,2017,,P,PO,8538,P,4,146,"-0,67","0,67",9,"9,37","0,68",10,"-0,75","0,23",77,2,"0,35",4,"0,30",9,"0,33",4,"0,33",5,"-0,14",11,,7,3,48,"2,88","0,49",53,"12,26",24,"0,33",8,"0,17",31,"0,30",11,"0,24",13,"-0,13",15,"0,77","0,48",20,"24,68",14
TRADIÇÃO 2064 BEEF,372387,2013,,P,PC,3638,R,2,40,"0,25","0,44",53,"6,82","0,56",23,"1,22","0,22",32,11,"0,20",26,"0,08",60,"0,10",58,,,"-0,04",40,,23,2,38,"8,97","0,46",9,"15,79",12,"0,23",24,"0,14",39,"0,12",57,,,"-0,05",40,"0,53","0,52",34,"24,51",15
TRADIÇÃO T120 GUAPO,221988,2018,,P,PO,3638,P,3,28,"0,72","0,47",80,"8,03","0,52",15,,,,,"0,36",3,"0,17",33,"0,25",14,"0,13",33,"0,09",89,,8,1,9,"3,04","0,38",51,"11,07",29,"0,35",7,"0,15",37,"0,28",14,"0,15",30,"0,07",81,"0,87","0,47",15,"24,35",15
TRADIÇÃO 2005,372393,2013,,P,PC,3638,,1,136,"0,28","0,67",55,"8,00","0,68",16,"0,44","0,37",49,53,"0,30",8,"0,17",33,"0,30",8,"0,30",7,"-0,09",23,,11,1,120,"6,17","0,58",22,"14,17",16,"0,27",16,"0,18",31,"0,29",13,"0,32",7,"-0,10",22,"0,23","0,53",57,"24,16",15
CHALÉ U754,195883,2016,,P,PO,10385,,2,63,"0,53","0,51",71,"9,17","0,50",10,"0,77","0,16",43,2,"0,09",63,"0,09",57,"0,04",74,"0,10",41,"-0,08",26,,19,2,40,"9,02","0,37",8,"18,19",8,"0,19",35,"0,16",33,"0,10",63,"0,12",38,"-0,08",28,"0,46","0,46",40,"24,09",15
SAF FAME,IA636,1993,,P,IA,23805,,6,40,"0,63","0,46",76,"6,93","0,53",23,"1,57","0,23",25,64,"0,22",22,"0,11",49,"0,08",65,"0,36",4,"0,04",74,,20,5,33,"6,88","0,40",18,"13,81",18,"0,26",19,"0,14",39,"0,13",54,"0,35",4,"0,04",74,"0,99","0,36",10,"24,03",15
CANTÃO,417098,2017,,P,PC,20397,,1,32,"0,60","0,47",75,"9,24","0,47",10,"0,93","0,13",39,6,"0,27",12,"0,25",18,"0,31",6,"0,23",14,"-0,09",24,,9,1,27,"4,71","0,36",34,"13,95",17,"0,25",21,"0,23",18,"0,28",14,"0,24",14,"-0,09",25,"0,65","0,33",27,"23,78",16
SÃO XAVIER 1826 JACARTA TE,184891,2014,,P,PO,508,,1,50,"0,30","0,53",57,"5,55","0,57",34,"1,02","0,22",37,8,"0,24",17,"0,20",27,"0,30",7,"0,14",32,"-0,07",30,,27,1,38,"8,61","0,45",10,"14,16",17,"0,26",18,"0,19",26,"0,36",6,"0,16",28,"-0,05",38,"0,47","0,54",39,"23,77",16
S2 PREDESTINED 1430 GREAT DIVIDE,177948,2014,,P,PO,6667,,1,32,"1,07","0,38",92,"10,50","0,55",6,"1,15","0,18",33,9,"0,28",9,"0,18",31,"0,28",9,"0,31",6,"-0,08",27,,6,1,18,"3,95","0,40",42,"14,45",16,"0,25",21,"0,14",41,"0,25",21,"0,32",7,"-0,10",23,"0,40","0,43",44,"23,73",16
HXC DECLARATION 5504C,IA1838,2015,,V,IA,8148,,3,20,"0,00","0,31",35,"8,55","0,38",13,,,,,"0,17",35,"0,17",35,"0,21",22,"0,20",18,"-0,11",17,,17,3,19,"7,03","0,29",17,"15,58",12,"0,18",37,"0,18",30,"0,22",28,"0,25",12,"-0,11",20,"0,92","0,36",13,"23,63",16
STEVENSON TURNING POINT,IA1877,2016,,P,IA,22839,,8,103,"-1,25","0,65",3,"11,54","0,63",5,"1,05","0,09",36,1,"0,19",29,"0,17",33,"0,22",19,"0,20",19,"-0,06",33,,7,2,18,"5,76","0,33",24,"17,30",10,"0,18",38,"0,15",37,"0,23",24,"0,15",31,"-0,07",33,"0,21","0,35",59,"23,62",16
GAP FIV4611,185552,2013,,P,PO,2555,,2,53,"-0,07","0,62",32,"6,45","0,62",27,"-0,10","0,28",60,8,"0,34",5,"0,21",23,"0,13",47,,,"-0,21",3,,15,2,44,"4,31","0,50",38,"10,76",30,"0,39",4,"0,16",34,"0,10",63,,,"-0,24",3,"0,43","0,57",43,"23,50",16
SANTO ANTÃO NET WORTH 843,178023,2014,,P,PO,14982,,2,26,"1,41","0,48",97,"8,20","0,50",14,"0,10","0,22",57,10,"0,30",8,"0,27",14,"0,27",11,,,"-0,05",38,,10,2,16,"5,70","0,38",25,"13,91",17,"0,30",12,"0,23",20,"0,29",13,,,"-0,06",34,"-0,04","0,43",77,"23,48",16
SANTA JOANA 2726,427466,2018,,P,PC,15398,,1,30,"0,82","0,48",84,"7,85","0,48",16,,,,,"0,25",15,"0,22",21,"0,17",32,"0,15",29,"-0,07",28,,15,1,23,"7,69","0,34",13,"15,54",12,"0,26",18,"0,24",17,"0,19",35,"0,17",25,"-0,04",42,"-0,23","0,39",87,"23,44",16
TRADIÇÃO 2011,372471,2013,,P,PC,3638,,2,101,,,,"8,18","0,59",15,"1,86","0,28",19,61,"0,33",5,"0,35",5,"0,29",9,"0,25",12,"0,06",83,,9,1,79,"4,28","0,47",38,"12,46",23,"0,33",8,"0,28",11,"0,27",16,"0,23",15,"0,08",85,"0,12","0,56",67,"23,34",16
SANTA JOANA 1791,362616,2012,,P,PC,15398,,1,44,"0,34","0,57",60,"5,43","0,56",35,"1,48","0,25",26,18,"0,30",8,"0,10",53,"0,15",41,,,"-0,14",10,,22,1,34,"5,63","0,45",25,"11,07",29,"0,31",9,"0,04",71,"0,12",58,,,"-0,16",10,"0,92","0,50",13,"23,26",17
