nome_touro,registro,ano_nasc,var_mocha,geracao,grau_sangue,raca2_marcador,pelagem,categoria,criador_codigo,fornecedor_semen_cod,reb_desm,nf_desm,pn_dep,pn_acuracia,pn_percentil,gnd_direto_dep,gnd_direto_acuracia,gnd_direto_percentil,gnd_materno_dep,gnd_materno_acuracia,gnd_materno_percentil,netos,conformacao_desm_dep,conformacao_desm_percentil,precocidade_desm_dep,precocidade_desm_percentil,musculatura_desm_dep,musculatura_desm_percentil,tamanho_desm_dep,tamanho_desm_percentil,pelame_desm_dep,pelame_desm_percentil,indice_desmama,indice_desmama_percentil,reb_sobreano,nf_sobreano,gds_dep,gds_acuracia,gds_percentil,gns_dep,gns_percentil,conformacao_sobr_dep,conformacao_sobr_percentil,precocidade_sobr_dep,precocidade_sobr_percentil,musculatura_sobr_dep,musculatura_sobr_percentil,tamanho_sobr_dep,tamanho_sobr_percentil,pelame_sobr_dep,pelame_sobr_percentil,perimetro_escrotal_dep,perimetro_escrotal_acuracia,perimetro_escrotal_percentil,indice_final,indice_final_percentil
ROTOKAWA 688,IA32,1995,,,,,,CR,23805,,12,166,"0,08","0,54",56,"-0,29","0,70",79,"-0,86","0,32",82,103,"0,04",55,"-0,08",88,"0,06",45,"-0,07",91,"-0,04",12,,75,12,95,"-0,69","0,53",83,"-0,99",81,"0,03",66,"-0,03",78,"0,05",53,"-0,03",81,"-0,05",13,"-0,29","0,42",90,"-2,50",82
SÃO VALENTIN PROGRESSION 1485,52783,2007,M,,,,,PO,1991,,2,38,"-0,04","0,28",45,"1,27","0,43",64,"-1,12","0,15",87,27,"-0,10",89,,,,,,,,,,77,2,36,"-0,33","0,33",80,"0,94",71,"-0,07",87,,,,,,,"0,02",58,"0,48","0,27",22,"-2,72",83
HOLBROOK 55,IA29,1988,M,,,,,IA,23805,,2,76,"-0,25","0,50",36,"0,79","0,60",72,"1,26","0,16",14,36,"0,09",37,"0,13",27,"0,06",45,"0,19",17,"-0,00",38,,61,2,71,"-4,58","0,48",97,"-3,79",91,"0,07",49,"0,14",25,"0,07",44,"0,16",24,"-0,01",36,"0,12","0,22",56,"-3,62",84
SÃO VALENTIN TOPÁZIO 1754,63250,2014,M,,,,,PO,1991,,1,32,,,,"-0,66","0,30",81,"-1,28","0,08",91,4,"-0,10",91,"-0,05",78,"-0,09",91,"-0,10",95,,,,91,1,28,"3,57","0,21",36,"2,91",62,"-0,09",91,"-0,04",79,"-0,11",89,"-0,10",93,,,"-0,94","0,20",99,"-4,40",86
SANTO ANTÔNIO 01226 1055,71093,2017,M,,,,,PO,1998,,2,48,"-0,32","0,17",30,"-0,03","0,35",77,,,,,"-0,06",82,"0,02",60,"0,07",38,"0,09",42,"-0,03",18,,82,2,18,"-2,12","0,19",92,"-2,15",87,"-0,03",80,"0,04",60,"0,09",37,"0,08",49,"-0,05",15,"0,73","0,21",9,"-4,70",86
PALMEIRA CONSORT 391,33226,1993,,,,,,CR,1877,,2,26,"0,04","0,30",53,"-0,81","0,48",82,"-2,12","0,18",97,23,"-0,03",80,"-0,12",94,"-0,03",78,"-0,07",92,"0,06",92,,84,2,29,"-1,29","0,40",87,"-2,10",87,"-0,04",82,"-0,12",96,"-0,00",74,"-0,04",83,"0,08",96,"-0,01","0,34",68,"-6,21",89
SAUDADE STONE 3394 5068 STONE 3394,68491,2016,M,,,,,PO,2021,,1,29,,,,"-1,73","0,41",89,,,,,"-0,02",79,"-0,08",87,"-0,11",94,"-0,07",92,"-0,03",20,,89,1,17,"-1,95","0,27",91,"-3,68",90,"-0,06",85,"-0,10",93,"-0,16",95,"-0,09",92,"-0,05",15,"0,35","0,20",30,"-7,70",90
DIAMANTE ALMIRANTE 201 DE SANTA ALICE 1800,68299,2017,M,,,,,PO,2110,,1,22,"0,30","0,35",63,"-3,02","0,34",95,"0,38","0,03",38,1,"0,03",62,"0,10",34,"0,09",31,"0,03",60,"0,01",59,,91,1,12,"-3,78","0,21",95,"-6,80",97,"0,07",53,"0,09",38,"0,10",32,"0,04",62,"0,01",54,"0,34","0,24",32,"-8,37",91
VASTO QUARTZO DE SANTA ALICE 826,60717,2012,M,,,,,PO,2110,,10,74,"-0,30","0,38",31,"-0,20","0,60",78,"2,23","0,18",4,30,"-0,11",92,"-0,06",83,"-0,07",85,"-0,00",70,"0,05",87,,87,9,62,"-0,25","0,46",78,"-0,46",79,"-0,08",90,"-0,13",96,"-0,11",91,"-0,01",75,"0,04",80,"-0,54","0,50",98,"-8,43",92
TIMBAÚBA STONEGROVE 800,59386,2011,M,,,,,PO,1896,,6,23,"-0,75","0,24",13,"-2,97","0,38",94,"0,40","0,10",37,14,"0,01",73,"0,04",52,"0,05",49,"-0,06",91,"0,04",84,,91,5,20,"-1,90","0,29",91,"-4,88",93,"-0,04",82,"-0,02",76,"0,04",60,"-0,09",91,"0,08",93,"-0,09","0,28",78,"-9,62",93
GARUPÁ 7884-G7090 TORPEDO,57388,2010,,,,,,F,57,,2,27,"-0,99","0,19",9,"-2,43","0,45",94,"-0,18","0,15",63,14,"-0,18",98,"-0,26",99,"-0,21",99,"-0,14",97,"0,10",99,,96,2,23,"0,33","0,33",73,"-2,10",86,"-0,19",97,"-0,26",99,"-0,25",99,"-0,12",97,"0,09",97,"-0,10","0,39",79,"-13,02",95
BELMUR CLAY B13,IA41,2006,,,,,,,23805,M,7,110,"6,70","0,44",99,"-8,51","0,63",99,"2,94","0,26",1,96,"-0,07",84,"-0,02",75,"0,06",43,"-0,05",87,"-0,09",3,,99,7,67,"0,51","0,46",69,"-7,99",98,"0,00",72,"0,06",49,"0,10",34,"-0,12",98,"-0,10",4,"-0,01","0,53",67,"-13,70",97
PALMEIRA NOYL BOY 558,37893,1996,,,,,,,1877,,2,95,"-0,14","0,59",40,"-0,09","0,64",78,"-1,38","0,25",92,77,"-0,05",82,"0,00",67,"-0,05",81,"-0,12",96,"-0,16",1,,81,2,84,"-4,83","0,53",98,"-4,92",93,"-0,11",91,"-0,07",85,"-0,10",88,"-0,14",98,"-0,19",1,"-0,67","0,41",99,"-15,03",98
SÃO VALENTIN PROGRESSION 1623,58508,2011,,,,,,,1991,,8,78,"-0,69","0,32",15,"-1,75","0,60",90,"-0,18","0,14",62,21,"-0,11",92,"-0,09",91,"-0,06",82,"-0,25",99,"0,07",96,,93,7,56,"-5,59","0,45",99,"-7,34",97,"-0,16",97,"-0,07",84,"-0,10",87,"-0,35",99,"0,09",98,"-0,06","0,48",73,"-18,86",98
ROTOKAWA DE SANTA LÚCIA 1905,56646,2009,,,,,,,17224,,2,30,"0,09","0,16",56,"-2,46","0,42",94,"-0,01","0,14",55,18,"-0,13",94,"-0,25",99,"-0,17",98,"-0,12",96,"-0,00",44,,94,2,25,"-4,91","0,32",98,"-7,37",98,"-0,17",97,"-0,22",98,"-0,20",98,"-0,10",93,,,"-1,13","0,35",99,"-22,83",99
HANSNETT HAMILTON,IA39,2006,,,,,,CR,23805,,4,41,"-0,73","0,41",14,"-7,95","0,42",99,"0,43","0,06",34,17,"-0,22",99,"-0,17",98,"-0,17",98,"-0,37",99,"0,02",62,,99,4,19,"-8,25","0,23",99,"-16,20",99,"-0,27",99,"-0,18",98,"-0,22",98,"-0,37",99,"0,05",82,"-0,64","0,24",99,"-37,97",99
DIMITRE DE SÃO LUIZ,67393,2015,M,,,,,PO,2127,,3,29,"3,65","0,33",99,"-17,90","0,31",99,,,,,"-0,38",99,"0,03",56,"0,02",63,"-0,02",76,"0,00",47,,99,1,7,"-6,97","0,10",99,"-24,88",99,"-0,37",99,"0,06",50,"0,03",63,"-0,00",72,"0,01",49,"-0,58","0,04",98,"-54,60",99
