nome_touro,registro,ano_nasc,var_mocha,geracao,grau_sangue,raca2_marcador,pelagem,categoria,criador_codigo,fornecedor_semen_cod,reb_desm,nf_desm,pn_dep,pn_acuracia,pn_percentil,gnd_direto_dep,gnd_direto_acuracia,gnd_direto_percentil,gnd_materno_dep,gnd_materno_acuracia,gnd_materno_percentil,netos,conformacao_desm_dep,conformacao_desm_percentil,precocidade_desm_dep,precocidade_desm_percentil,musculatura_desm_dep,musculatura_desm_percentil,tamanho_desm_dep,tamanho_desm_percentil,pelame_desm_dep,pelame_desm_percentil,indice_desmama,indice_desmama_percentil,reb_sobreano,nf_sobreano,gds_dep,gds_acuracia,gds_percentil,gns_dep,gns_percentil,conformacao_sobr_dep,conformacao_sobr_percentil,precocidade_sobr_dep,precocidade_sobr_percentil,musculatura_sobr_dep,musculatura_sobr_percentil,tamanho_sobr_dep,tamanho_sobr_percentil,pelame_sobr_dep,pelame_sobr_percentil,perimetro_escrotal_dep,perimetro_escrotal_acuracia,perimetro_escrotal_percentil,indice_final,indice_final_percentil
NOVA AURORA ANJO DA GUARDA 38-12970,256215,2014,,,3/8,NE,,CCG,19348,,1,24,"0,44","0,29",83,"-3,52","0,33",87,,,,,"0,02",40,"-0,05",75,"-0,03",69,"-0,00",57,"-0,02",30,,81,1,19,"-1,42","0,23",74,"-4,94",85,"0,02",39,"-0,06",81,"-0,06",79,"0,01",50,"-0,05",14,"-0,14","0,19",72,"-6,29",78
R.S.V. BRIGADIER Z 09/13 38-A602,259379,2013,,,3/8,NE,,CCG,1277,,1,32,"1,58","0,45",99,"-1,58","0,43",75,,,,,"0,04",35,"0,01",52,"0,01",45,"0,02",46,"0,02",79,,62,1,14,"-2,65","0,23",86,"-4,23",82,"0,01",44,"0,02",49,"-0,01",59,"-0,04",66,"0,01",71,"-0,47","0,21",91,"-6,44",79
SANTA ANA 38-7585 TOP 10,137252,2007,,,3/8,NE,,CCG,15604,,4,74,"0,24","0,23",72,"-2,99","0,53",83,"0,37","0,05",11,9,"-0,02",61,"-0,02",62,"0,05",32,"-0,06",75,"0,07",94,,82,4,46,"-0,75","0,35",65,"-3,75",79,"-0,04",73,"0,05",38,"0,10",19,"-0,07",76,"0,05",88,"-0,14","0,40",72,"-6,82",79
SAO LUIZ JAKAO 38-0134 DA PEDRO SURREAUX JAKAO,94550,2004,,,3/8,NE,,CCG,15797,,6,195,"0,35","0,67",79,"-3,50","0,71",87,"0,66","0,13",8,37,"0,13",15,"0,08",29,"0,06",30,"-0,05",71,"-0,01",35,,67,6,102,"-3,56","0,49",90,"-7,05",90,"0,06",27,"-0,01",62,"0,04",39,"-0,07",77,,,"-0,52","0,31",93,"-7,24",80
SANTA PRENDA 38-I027 VERMELHO 27 VERMELHO 27,135537,2007,,,3/8,NE,,CCG,11815,,3,91,"0,16","0,46",66,"-0,42","0,58",59,"0,11","0,01",14,1,"-0,03",70,"0,18",12,"0,01",48,"0,03",40,"0,07",95,,61,3,52,"-3,62","0,39",91,"-4,04",81,"-0,07",84,"0,09",22,"-0,03",69,"-0,07",76,"0,06",91,"0,17","0,36",32,"-7,60",81
CATY 38 P-355,284840,2014,,,,,,CCG,2344,,1,25,"-0,25","0,38",23,"0,27","0,40",51,,,,,"-0,06",80,"0,09",26,"0,13",16,"-0,10",83,"0,04",86,,59,1,22,"-3,33","0,28",89,"-3,06",75,"-0,05",74,"0,08",26,"0,09",22,"-0,15",91,"0,06",89,"-0,40","0,28",88,"-8,19",82
PITANGUEIRA 38-L140 CAPATAZ,198949,2012,,,3/8,NE,,CCG,26705,,4,112,"-0,31","0,49",20,"0,63","0,52",47,"-1,19","0,10",98,1,"-0,03",71,"-0,04",72,"-0,08",88,"-0,02",61,"-0,06",11,,51,4,103,"-5,21","0,42",98,"-4,58",84,"0,01",47,"-0,04",72,"-0,10",91,"-0,01",59,"-0,01",37,"-0,28","0,46",80,"-8,40",83
BELVISTA B COMBAT 1718 CHEFAO CHEFÃO,149219,2009,,,3/8,NE,,CCG,16110,,3,31,"-0,11","0,27",35,"0,58","0,42",48,,,,,"-0,01",57,"-0,06",77,"-0,09",89,"0,08",29,"-0,08",6,,47,3,23,"-3,80","0,28",92,"-3,22",76,"-0,09",89,"-0,16",95,"-0,18",96,"0,03",41,"-0,08",7,"-0,45","0,33",89,"-8,44",83
SANTA TEREZA 38-K2670,282899,2015,,,3/8,NE,,PS,2432,,1,26,"0,24","0,40",72,"-2,65","0,39",81,,,,,"-0,07",83,"-0,09",86,"-0,04",73,"-0,03",64,"0,08",97,,84,1,25,"-1,56","0,29",78,"-4,20",82,"-0,10",89,"-0,11",89,"-0,03",72,"-0,01",59,"0,09",97,"0,12","0,33",37,"-8,80",84
PITANGUEIRA 38-A209,73849,2001,,,3/8,NE,,CCG,26705,,1,147,"-0,08","0,67",38,"-7,72","0,67",96,"1,30","0,19",4,57,"0,17",10,"0,02",46,"0,02",45,"-0,20",97,"0,00",67,,92,1,51,"-3,64","0,39",91,"-11,36",96,"0,16",13,"-0,00",58,"-0,05",75,"-0,27",99,"0,00",67,"-0,30","0,22",82,"-9,12",85
CHAPADA 38-852670 FORMULA 1,101292,2004,,,3/8,NE,,CCG,2376,,1,25,"0,39","0,45",82,"-4,18","0,44",91,"0,86","0,03",7,4,"-0,03",70,"0,05",37,"0,09",20,"-0,14",92,"-0,01",41,,89,1,23,"-2,47","0,31",84,"-6,65",89,"0,01",45,"0,09",23,"0,14",15,"-0,14",91,"-0,01",39,"-0,48","0,38",92,"-10,89",88
LOSGURISES 2051 ZENITH KICHAN,IA56,2014,,,,,,IA,56,,2,22,"-0,18","0,19",29,"-4,97","0,33",92,,,,,"0,02",39,"-0,02",63,"0,03",40,"-0,01",59,"-0,07",7,,89,2,18,"-2,83","0,23",87,"-7,79",91,"0,02",40,"0,01",53,"0,04",35,"0,01",49,"-0,09",5,"-0,84","0,23",99,"-12,21",90
SAO BENTO 38-M213,189293,2012,,,3/8,NE,,CCG,14468,,1,29,"-0,18","0,42",28,"-3,85","0,41",89,"0,45","0,01",9,5,"-0,07",83,"-0,11",88,"-0,04",76,"-0,11",86,,,,91,1,26,"-2,54","0,30",85,"-6,39",87,"-0,05",76,"-0,12",89,"-0,01",61,"-0,13",89,,,"-0,36","0,38",86,"-12,22",91
R.S.V. NOVATO Z 05/15 38-B424,256395,2015,,,3/8,NE,,CCG,1277,,1,50,"0,67","0,51",89,"-3,70","0,49",88,,,,,"-0,07",84,"-0,28",98,"-0,26",99,"0,06",33,"-0,05",12,,90,1,31,"-4,36","0,32",95,"-8,06",93,"-0,06",78,"-0,27",98,"-0,29",99,"0,05",34,"-0,06",12,"0,33","0,36",19,"-12,68",92
LUZ DE SAO JOAO 38-TE2316,196542,2012,,,3/8,NE,,CCG,19340,,1,32,"-0,18","0,37",27,"-3,74","0,36",89,"-0,33","0,01",94,5,"-0,04",71,"0,05",38,"-0,05",78,"-0,13",90,,,,87,1,28,"-4,24","0,26",94,"-7,98",92,"-0,06",79,"0,01",55,"-0,08",88,"-0,15",92,,,"0,01","0,33",53,"-12,82",92
BELVISTA 38-2792,190949,2012,,,3/8,NE,,PS,16110,,1,23,"0,51","0,39",85,"-7,10","0,37",95,"-0,27","0,01",93,6,"-0,08",86,"-0,05",75,"-0,08",88,"-0,19",95,"0,10",99,,95,1,18,"-4,15","0,26",94,"-11,25",95,"-0,10",90,"-0,04",73,"-0,06",81,"-0,19",97,"0,12",99,"0,97","0,32",4,"-15,41",93
LAJEADO VERMELHO 890 ALVORADA 13 IA (38),73840,2001,,,3/8,NE,,CCG,9410,,1,47,"-0,11","0,48",35,"0,02","0,51",54,"0,15","0,11",14,33,"-0,38",99,"-0,36",99,"-0,25",99,"-0,07",79,"0,00",68,,92,1,17,"1,16","0,27",35,"1,18",45,"-0,46",99,"-0,28",99,"-0,26",99,"-0,05",71,,,"0,11","0,10",37,"-15,49",94
RKK 38-2109,169781,2010,,,3/8,NE,,CCG,19332,,1,42,"-1,03","0,44",4,"-5,46","0,44",93,"0,30","0,01",12,4,"-0,12",94,"-0,22",96,"-0,20",97,"-0,21",98,,,,95,1,36,"-2,59","0,32",85,"-8,05",93,"-0,15",96,"-0,24",98,"-0,23",98,"-0,22",98,,,"-0,70","0,35",97,"-18,55",95
LAJEADO VERMELHO 38-2848 MAULA 8151,165837,2010,,,3/8,NE,,CCG,9410,,1,81,"-1,28","0,58",2,"-8,27","0,57",97,"-0,10","0,02",91,9,"-0,14",95,"-0,25",98,"-0,21",98,"-0,14",92,"0,08",98,,97,1,3,"-3,18","0,17",88,"-11,44",97,"-0,12",95,"-0,18",95,"-0,19",97,"-0,12",86,"0,08",95,"-0,30","0,15",81,"-21,34",96
PITANGUEIRA 38-I323 BIG BEN,159269,2009,,,3/8,NE,,CCG,26705,,1,71,,,,"-11,14","0,51",99,"0,25","0,01",12,10,"-0,15",96,"-0,41",99,"-0,25",99,"-0,49",99,,,,99,1,34,"-1,41","0,31",74,"-12,55",98,"-0,09",87,"-0,28",99,"-0,19",97,"-0,42",99,,,"-1,12","0,20",99,"-24,46",98
