nome_touro,registro,ano_nasc,var_mocha,pelagem,categoria,criador_codigo,fornecedor_semen_cod,reb_desm,nf_desm,pn_dep,pn_acuracia,pn_percentil,gnd_direto_dep,gnd_direto_acuracia,gnd_direto_percentil,gnd_materno_dep,gnd_materno_acuracia,gnd_materno_percentil,netos,conformacao_desm_dep,conformacao_desm_percentil,precocidade_desm_dep,precocidade_desm_percentil,musculatura_desm_dep,musculatura_desm_percentil,tamanho_desm_dep,tamanho_desm_percentil,pelame_desm_dep,pelame_desm_percentil,indice_desmama,indice_desmama_percentil,reb_sobreano,nf_sobreano,gds_dep,gds_acuracia,gds_percentil,gns_dep,gns_percentil,conformacao_sobr_dep,conformacao_sobr_percentil,precocidade_sobr_dep,precocidade_sobr_percentil,musculatura_sobr_dep,musculatura_sobr_percentil,tamanho_sobr_dep,tamanho_sobr_percentil,pelame_sobr_dep,pelame_sobr_percentil,perimetro_escrotal_dep,perimetro_escrotal_acuracia,perimetro_escrotal_percentil,indice_final,indice_final_percentil
GAP 3123 QUEBRACHO BARTO,121417,2007,,V,PO,2555,,3,496,"1,00","0,85",89,"2,85","0,83",64,"-0,59","0,58",76,469,"0,19",34,"0,09",62,"0,19",31,"0,26",13,"-0,06",36,,56,3,348,"2,12","0,73",63,"4,97",65,"0,15",53,"0,11",55,"0,25",21,"0,30",10,"0,02",66,"0,69","0,77",27,"10,56",57
RECONQUISTA 1301 NACO CACHAFAZ FENOMENA,122718,2007,,V,PO,155,,13,77,"0,92","0,63",86,"5,83","0,63",34,"-3,37","0,39",99,119,"0,14",50,"0,19",31,"0,21",26,"0,08",52,"0,07",85,,39,10,31,"2,58","0,51",58,"8,42",47,"0,11",63,"0,22",23,"0,17",46,"0,10",47,"0,09",88,"-0,17","0,55",85,"10,55",57
BASCO BRAND NAME ONIX 525TE,161627,2012,,P,PO,4074,,1,39,"0,33","0,52",55,"3,78","0,53",56,"-1,22","0,22",85,16,"0,20",29,"0,08",66,"0,16",40,"0,05",62,"0,10",92,,47,1,31,"-0,03","0,42",81,"3,74",71,"0,17",45,"0,01",82,"0,16",48,"-0,00",76,"0,13",94,"1,01","0,46",12,"10,43",57
GAP 4613,168627,2013,,P,PO,2555,,3,282,"0,03","0,79",37,"4,34","0,77",50,"1,71","0,41",23,144,"0,14",49,"0,50",1,"0,39",1,"-0,21",99,"-0,15",10,,49,3,217,"1,96","0,65",64,"6,29",58,"0,09",70,"0,48",1,"0,37",6,"-0,18",97,"-0,10",25,"0,83","0,71",20,"10,42",57
BASCO NET WORTH 529,175845,2012,,P,PO,4074,,1,38,"0,32","0,57",54,"4,94","0,56",43,"0,81","0,25",42,22,"-0,00",87,"0,13",47,"0,22",21,"0,10",45,"0,01",66,,60,1,23,"3,68","0,42",47,"8,61",46,"-0,01",88,"0,13",47,"0,26",19,"0,09",49,"-0,02",51,"1,37","0,36",4,"10,33",57
LT 598 BANDO 9074,IA831,1999,,P,IA,23805,,22,343,"-0,82","0,80",7,"3,83","0,79",55,"0,69","0,50",44,347,"0,02",83,"0,03",78,"-0,02",90,"0,04",65,"-0,25",2,,66,20,260,"5,39","0,68",31,"9,22",42,"0,05",79,"0,05",74,"-0,01",91,"0,07",55,"-0,25",2,"0,44","0,71",44,"10,27",57
HALL BIG TOP 840,IA2151,2018,,P,IA,26238,,1,27,"0,91","0,48",85,"4,46","0,45",48,,,,,"0,20",30,"0,17",37,"0,10",61,"0,06",59,"-0,04",42,,42,1,14,"0,52","0,30",77,"4,98",65,"0,13",58,"0,07",68,"0,08",71,"0,09",50,"-0,01",54,"0,64","0,24",29,"10,15",58
JUQUIRY RED 9544 8712TQ,418530,2017,,V,PC,18553,,1,29,"0,07","0,44",39,"6,52","0,42",29,,,,,"0,13",55,"0,22",26,"0,12",56,"0,06",59,"0,01",65,,36,1,21,"0,87","0,31",74,"7,40",52,"0,11",65,"0,13",48,"0,12",60,"0,04",65,"0,04",72,"0,30","0,33",56,"10,10",58
BUFORD PATHFINDER C304,IA1865,2014,,P,IA,22812,,16,240,"-0,33","0,72",18,"3,80","0,73",55,"0,35","0,30",52,24,"0,10",65,"0,09",60,"0,07",70,"0,03",67,"0,02",68,,58,13,166,"3,73","0,60",46,"7,52",51,"0,16",50,"0,13",47,"0,11",62,"0,01",72,"0,04",75,"-0,07","0,67",80,"10,05",58
BF KUÃ DA BRASIL FLORESTAL MN816,221962,2018,,V,PO,18640,,1,36,"0,38","0,51",58,"3,19","0,48",61,,,,,"0,21",28,"0,06",70,"0,20",29,"0,05",63,"-0,01",57,,51,1,13,"1,28","0,32",71,"4,47",67,"0,19",38,"0,04",75,"0,22",30,"0,03",67,"-0,01",57,"0,29","0,34",56,"9,96",58
S A V CUTTING EDGE 4857,IA1959,2014,,P,IA,16783,,4,29,"1,62","0,50",97,"5,52","0,50",38,,,,,"0,10",66,"0,03",79,"0,09",66,"0,10",46,"-0,08",27,,46,2,16,"2,24","0,39",62,"7,76",50,"0,04",82,"0,04",76,"0,06",77,"0,05",60,"-0,11",23,"0,65","0,41",29,"9,91",59
OSU CLARITY 1152 CLARITY,IA1736,2011,,P,IA,18583,,2,64,"0,80","0,56",81,"5,04","0,56",42,"3,92","0,18",3,16,"0,17",39,"0,07",68,"0,11",58,"0,17",26,"-0,18",6,,41,2,40,"1,41","0,42",70,"6,45",57,"0,14",54,"-0,04",90,"0,06",76,"0,18",27,"-0,22",4,"0,01","0,51",75,"9,91",59
CIA.AZUL 5370 CIA.3678 KODAK,236856,2019,,P,PO,8538,,1,22,"1,05","0,54",90,"1,40","0,50",77,,,,,"0,03",82,"-0,01",86,"-0,01",88,"0,01",74,"-0,02",53,,79,,0,"5,34","0,32",31,"6,74",56,"0,15",52,"0,13",47,"0,11",63,"0,09",48,"0,01",62,"0,58","0,40",34,"9,85",59
INDIO NUEVO 419 DIFERENTE 28 T/E,IA2045,2016,,P,IA,23718,,9,103,"0,87","0,67",83,"3,85","0,66",55,"0,04","0,16",58,1,"0,12",58,"0,21",28,"0,18",34,"-0,03",83,"-0,00",59,,56,7,65,"0,58","0,49",76,"4,43",67,"0,12",60,"0,18",31,"0,19",40,"-0,06",88,"0,06",79,"1,31","0,57",5,"9,79",59
LUQUENSE 1911 ENTRADOR TE ENTRADOR,IA1975,2015,,V,IA,23488,,7,88,"-0,24","0,66",22,"-0,60","0,64",88,"-1,82","0,14",91,6,"0,04",80,"0,00",85,"0,09",65,"-0,05",88,"0,23",99,,88,6,50,"6,38","0,46",23,"5,77",61,"0,07",73,"0,08",63,"0,14",53,"-0,03",83,"0,26",99,"1,25","0,51",5,"9,69",59
CONNEALY CAPITALIST 028,IA1265,2010,,P,IA,4568,M,20,111,"-0,37","0,72",16,"3,95","0,70",54,"-0,63","0,36",76,74,"0,11",62,"0,27",15,"0,13",52,"-0,04",87,"-0,12",15,,57,19,85,"1,70","0,59",67,"5,64",62,"0,07",74,"0,13",49,"0,05",78,"-0,07",89,"-0,15",13,"1,11","0,65",8,"9,63",59
ESPINILHO 1324,168497,2013,,V,PO,14550,,1,21,"-0,46","0,30",14,"5,03","0,44",42,"-2,03","0,17",93,5,"0,11",62,"0,13",48,"0,21",25,"-0,03",83,"-0,00",60,,48,1,16,"2,85","0,33",55,"7,88",50,"0,10",66,"0,12",49,"0,25",23,"-0,06",89,"0,02",66,"-0,04","0,25",78,"9,61",60
BON VIEW NEW DESIGN 878,IA721,1998,,P,IA,23805,M,21,301,"0,50","0,78",65,"2,25","0,78",69,"5,55","0,53",1,388,"0,08",69,"0,07",67,"0,03",80,"0,31",7,"-0,14",12,,70,19,240,"5,14","0,69",33,"7,40",52,"0,09",70,"0,09",60,"0,01",86,"0,35",5,"-0,22",4,"0,24","0,69",60,"9,59",60
TÓLIO TE402 BRAND NAME TRAVELER ECLIPSE,181338,2014,,P,PO,14838,,4,44,"0,13","0,61",43,"2,82","0,60",65,"2,15","0,21",16,3,"0,22",24,"0,17",38,"0,16",41,"0,15",33,"0,08",88,,52,4,32,"0,34","0,48",78,"3,16",73,"0,16",49,"0,09",59,"0,16",49,"0,16",32,"0,11",91,"0,85","0,55",19,"9,59",60
GAP 3893,144563,2010,,V,PO,2555,,1,60,"0,32","0,54",55,"3,68","0,50",57,"-0,25","0,27",65,46,"0,14",51,"0,05",72,"0,11",58,"0,10",46,"-0,01",56,,55,1,13,"2,05","0,33",64,"5,74",61,"0,17",45,"0,04",74,"0,15",51,"0,11",44,"-0,02",53,"0,17","0,35",65,"9,53",60
GAP FIV5065,185323,2014,,P,PO,2555,,2,87,"0,71","0,68",76,"3,15","0,65",61,"-1,63","0,29",90,61,"0,14",51,"0,07",68,"0,03",80,"0,32",6,"-0,19",5,,58,2,67,"3,35","0,51",50,"6,50",57,"0,18",44,"-0,01",86,"0,01",86,"0,41",3,"-0,19",7,"-0,27","0,55",89,"9,49",60
VOLCAN BLOCKANA 4259 TE TANQUE,IA1297,2009,,V,IA,10379,,28,484,"0,75","0,81",78,"5,07","0,82",42,"-2,09","0,50",93,270,"0,20",31,"0,25",17,"0,26",12,"0,06",58,"0,15",97,,38,24,379,"0,84","0,73",74,"5,91",60,"0,17",45,"0,21",25,"0,30",12,"0,02",71,"0,19",98,"-0,27","0,77",89,"9,47",60
S A V GEOGRAPHIC 5318,IA2072,2015,,P,IA,22588,,1,47,,,,"3,94","0,39",54,,,,,"0,10",64,"-0,09",96,"0,00",86,"0,19",23,"0,04",77,,57,1,17,"2,35","0,23",61,"6,29",58,"0,09",69,"-0,05",92,"0,00",88,"0,19",26,"0,05",76,"0,64","0,20",30,"9,41",60
SÃO XAVIER 1957 JOHNNIE RED TE,193509,2014,,V,PO,508,,1,32,"0,68","0,52",75,"2,12","0,53",70,"0,26","0,26",54,8,"0,18",36,"0,12",51,"0,13",51,"0,15",32,"-0,08",30,,60,1,21,"2,91","0,42",55,"5,02",65,"0,21",34,"0,10",57,"0,12",59,"0,16",33,"-0,06",38,"-0,18","0,47",85,"9,41",60
INHANDUÍ 1125 BRILLIANCE PREDOMINANT,170345,2013,,P,PO,8386,,1,54,"0,60","0,54",71,"2,75","0,50",65,"1,98","0,23",18,30,"0,20",30,"0,15",41,"0,23",20,"0,00",76,"-0,12",15,,56,1,10,"0,33","0,34",78,"3,08",73,"0,19",39,"0,12",50,"0,21",33,"-0,04",84,"-0,15",14,"0,75","0,40",23,"9,40",61
PAYMA MR PIONNER 3672 MAC ANGUS,IA2248,2017,,P,IA,26601,K,3,20,"-0,04","0,44",32,"4,49","0,41",47,,,,,"0,16",44,"0,31",9,"0,19",32,"-0,01",81,"-0,03",45,,46,1,2,"0,31","0,28",78,"4,80",66,"0,14",54,"0,27",15,"0,16",47,"-0,05",86,"-0,07",35,"0,61","0,28",32,"9,36",61
MAUFER 038TEI APAM96 ZORZAL DISPARO,152927,2011,,P,PO,17034,,1,31,"-0,48","0,40",13,"4,14","0,43",51,"-3,19","0,25",98,54,"0,19",32,"0,11",54,"0,19",29,"-0,04",86,,,,45,1,29,"0,23","0,35",79,"4,37",67,"0,19",40,"0,03",76,"0,15",51,"-0,07",89,,,"0,26","0,38",59,"9,29",61
RECALADA TE18 CAPITÁN RESOURCE TE1638,215276,2017,,P,PO,21701,,1,62,"0,32","0,53",55,"3,58","0,61",57,,,,,"0,14",52,"0,19",32,"0,19",30,"-0,07",92,"-0,00",59,,56,1,56,"2,00","0,50",64,"5,58",62,"0,13",57,"0,11",53,"0,21",33,"-0,06",88,"0,00",60,"0,38","0,56",50,"9,29",61
CIA.AZUL 3090 RESOURCE TRAVELER 004,188317,2015,,P,PO,8538,,1,67,"0,18","0,67",46,"2,93","0,65",63,"0,77","0,26",42,14,"0,08",70,"0,11",56,"0,13",52,"-0,00",77,"0,03",73,,66,1,40,"4,34","0,50",40,"7,27",53,"0,12",60,"0,07",67,"0,14",55,"0,03",68,"0,07",84,"-0,01","0,53",77,"9,26",61
TIMBAÚVA 7100 MISSION BRIGADIER,417108,2017,,V,PC,14168,,1,44,"-0,04","0,56",32,"1,75","0,51",74,,,,,"0,13",53,"0,28",12,"0,16",40,"0,10",47,"0,04",76,,69,1,15,"2,42","0,33",60,"4,17",69,"0,14",55,"0,24",19,"0,19",37,"0,07",56,"0,07",81,"0,85","0,34",19,"9,21",61
RED SODER CANYON 126M,IA823,2002,,V,IA,23805,,3,25,"0,33","0,46",55,"4,12","0,43",52,"-1,80","0,15",91,22,"-0,02",90,"-0,02",88,"-0,01",88,"0,09",50,"0,09",91,,68,2,14,"4,45","0,31",39,"8,57",46,"0,01",86,"-0,02",87,"0,02",85,"0,08",53,"0,07",83,"0,86","0,36",18,"9,20",61
MAYA 97 ELEUTÉRIO BRIGADIER CAMÉLIA,128233,2008,,V,PO,15958,,4,27,"0,37","0,48",58,"4,37","0,47",49,"-3,15","0,22",98,22,"0,15",47,"0,16",38,"0,23",19,"0,14",37,"0,07",85,,49,3,19,"0,53","0,37",77,"4,90",65,"0,12",62,"0,17",35,"0,25",22,"0,10",47,"0,07",83,"0,62","0,44",31,"8,93",62
SANTO ANTÃO PUCARÁ 1156,207713,2017,,V,PO,14982,,1,35,"0,47","0,46",63,"0,52","0,47",83,,,,,"0,12",57,"0,18",33,"0,13",49,"0,12",41,"0,01",62,,76,1,16,"3,37","0,35",50,"3,90",70,"0,16",50,"0,22",22,"0,17",44,"0,14",37,"-0,00",59,"0,78","0,41",21,"8,91",62
ERRE TE679 LUCIDO PEREZOSO TE ELEGIDO,IA1559,2011,,P,IA,10379,,3,65,"0,21","0,62",48,"2,71","0,60",65,"-0,95","0,22",81,35,"0,14",49,"0,27",15,"0,19",30,"-0,03",83,"0,16",98,,60,2,55,"1,67","0,46",67,"4,39",67,"0,07",73,"0,21",25,"0,19",39,"-0,08",91,"0,18",98,"1,02","0,53",11,"8,87",62
LA LEGUA CANYON 8279 TE CANONAZO,IA1267,2002,,V,IA,17375,,2,60,"0,74","0,60",78,"6,23","0,58",32,"-2,09","0,23",93,23,"0,13",54,"0,00",84,"0,10",63,"0,19",24,"0,01",65,,37,2,58,"-0,24","0,48",82,"5,99",60,"0,19",38,"-0,02",88,"0,14",53,"0,14",37,"0,03",70,"-0,12","0,54",83,"8,82",62
TRES MARIAS 6301 ZORZAL TE ZORZAL,IA850,2001,,P,IA,23805,K,68,1088,"0,77","0,88",80,"4,85","0,87",44,"-4,96","0,71",99,1912,"0,14",51,"0,14",45,"0,13",52,"0,01",74,"0,09",89,,46,55,694,"1,16","0,81",71,"6,01",60,"0,09",69,"0,05",71,"0,07",73,"-0,05",87,"0,09",88,"0,30","0,84",55,"8,75",62
6 MILE FULL THROTTLE 171T,IA1350,2007,,V,IA,16477,,10,119,"0,14","0,64",44,"1,96","0,65",72,"-0,99","0,23",82,62,"0,12",57,"0,02",81,"0,05",77,"0,06",58,"0,37",99,,69,8,98,"4,65","0,50",37,"6,61",57,"0,14",55,"0,11",53,"0,08",71,"0,16",32,"0,39",99,"-0,34","0,57",92,"8,75",62
BADLANDS ALL BEEF 114J,IA803,2001,,V,IA,23805,,9,111,"0,68","0,64",75,"4,60","0,66",46,"1,82","0,30",21,71,"0,16",43,"0,09",63,"0,24",16,"0,01",75,"0,04",75,,45,8,84,"2,59","0,53",58,"7,19",54,"0,15",51,"0,06",68,"0,22",30,"0,02",71,"0,03",71,"-0,80","0,45",99,"8,73",63
Performance Qualidade de carne Adaptação BLACK PRINCE 11999 DON LEO DON LEO,IA1125,2006,,P,IA,27159,,27,519,"0,09","0,80",41,"1,93","0,82",72,"0,04","0,51",58,433,"0,06",75,"0,09",60,"0,06",73,"0,09",48,"-0,07",31,,74,22,387,"3,82","0,73",45,"5,75",61,"0,07",74,"0,11",54,"0,08",71,"0,16",33,"-0,08",33,"0,87","0,77",17,"8,70",63
SAV EXPERTISE 7028,IA2013,2017,,P,IA,22588,,6,30,"0,87","0,55",83,"2,26","0,53",69,"1,07","0,19",36,2,"0,06",76,"-0,14",99,"-0,09",97,"-0,03",85,"-0,01",57,,72,4,20,"6,14","0,42",25,"8,40",47,"0,10",66,"-0,02",87,"-0,01",90,"-0,02",78,"-0,07",34,"-0,55","0,46",96,"8,57",63
SAC CONVERSATION,IA1660,2013,,P,IA,4568,M,6,46,"-0,55","0,56",11,"4,41","0,55",49,"2,92","0,15",7,12,"0,19",35,"0,15",42,"0,24",17,"0,11",43,"-0,05",37,,44,5,34,"-0,92","0,41",86,"3,49",71,"0,19",37,"0,16",38,"0,27",18,"0,10",46,"-0,10",25,"0,40","0,44",48,"8,54",63
CAPANE 23 CHUMBO B.NAME TE195,160536,2012,,P,PO,17732,,6,91,"1,02","0,58",89,"3,17","0,61",61,"1,21","0,20",33,19,"0,30",9,"0,47",1,"0,37",2,"-0,05",87,"-0,16",9,,41,6,54,"-1,37","0,45",89,"1,80",79,"0,25",24,"0,43",2,"0,37",5,"-0,08",91,"-0,14",15,"-0,07","0,48",80,"8,45",63
HSAF BANDO 1961,IA1014,2001,,P,IA,23805,,8,72,"-0,21","0,60",24,"2,28","0,60",69,"1,30","0,21",31,40,"0,24",18,"0,11",53,"0,10",63,"0,32",6,"-0,13",14,,54,7,56,"0,46","0,47",77,"2,74",76,"0,24",26,"0,12",52,"0,09",70,"0,36",5,"-0,16",11,"-0,14","0,48",83,"8,44",63
INHANDUÍ 1187 TEJAS QUEBRANTADOR,170366,2013,,V,PO,8386,,3,55,"0,96","0,62",87,"4,69","0,60",45,"-0,59","0,21",76,18,"0,04",80,"0,13",48,"0,11",60,"0,14",35,"0,08",89,,59,3,34,"2,60","0,45",58,"7,29",53,"0,04",81,"0,19",29,"0,17",45,"0,11",45,"0,10",89,"0,63","0,47",30,"8,44",63
FSL 953 IMPÉRIO,153578,2010,,P,PO,18583,,2,159,"0,91","0,68",85,"0,79","0,66",81,"1,71","0,20",23,8,"0,03",82,"-0,00",85,"0,00",86,"0,05",62,"-0,10",21,,82,2,138,"5,69","0,54",28,"6,48",57,"0,07",74,"0,02",79,"0,10",65,"0,04",65,"-0,09",28,"0,56","0,67",35,"8,43",63
TRES MARIAS 4809 LESTER TE,75375,1995,,P,PO,5150,,26,559,"0,56","0,78",68,"1,66","0,83",75,"-0,58","0,57",76,535,"0,08",71,"0,04",76,"0,06",72,"0,06",57,"-0,10",20,,74,22,336,"4,06","0,72",43,"5,72",61,"0,17",47,"0,08",65,"0,12",60,"0,13",39,"-0,06",38,"0,02","0,73",75,"8,38",63
RED NORTHLINE ROCK STAR 911U ROCK,IA1358,2008,,V,IA,16477,,7,95,"0,07","0,54",39,"3,57","0,62",58,"-0,42","0,20",73,39,"0,12",57,"0,17",37,"0,19",30,"0,02",69,"0,05",79,,58,7,62,"2,96","0,46",54,"6,53",57,"0,09",68,"0,15",40,"0,20",35,"-0,00",77,"0,09",87,"-0,07","0,48",80,"8,37",63
UMBU 2776 REDEMPTION,191304,2015,,V,PO,99,,1,54,"0,62","0,63",71,"-2,04","0,60",94,"1,47","0,18",28,5,"0,14",50,"0,08",65,"0,12",56,"0,02",72,"0,09",90,,88,1,32,"3,60","0,45",47,"1,56",80,"0,22",31,"0,14",44,"0,20",36,"0,02",72,"0,14",94,"0,94","0,47",14,"8,35",63
CONNEALY ARSENAL 2174 ARSENAL,IA1515,2012,,P,IA,10379,,3,35,"0,12","0,46",43,"1,50","0,46",76,"2,39","0,06",12,8,"0,07",72,"-0,01",87,"-0,05",93,"0,26",13,"0,04",76,,75,2,19,"3,84","0,29",44,"5,34",63,"0,10",67,"-0,06",93,"-0,08",96,"0,30",10,"0,02",66,"0,59","0,34",33,"8,25",63
UMBU 6266,352343,2012,,V,PC,99,,1,34,"0,29","0,51",53,"5,74","0,48",35,"-1,41","0,11",88,7,"0,13",53,"0,14",44,"0,16",41,"0,16",31,"0,10",92,,41,1,31,"0,31","0,36",78,"6,05",59,"0,13",58,"0,15",39,"0,17",46,"0,14",37,"0,14",95,"-0,06","0,33",80,"8,23",64
TRADIÇÃO T69,190735,2015,,P,PO,3638,,1,65,"1,00","0,61",89,"6,23","0,63",32,"1,69","0,31",23,2,"0,10",65,"0,17",35,"0,13",49,,,"0,07",85,,41,1,61,"2,01","0,54",64,"8,24",48,"0,02",84,"0,04",75,"0,05",79,,,"0,09",87,"-0,14","0,61",83,"8,23",64
RED CHAMPLAIN SERENADE 25123P,IA994,2004,,V,IA,27155,,9,114,"-0,87","0,68",6,"2,08","0,67",71,"3,63","0,28",4,83,"-0,00",88,"0,07",67,"0,04",79,"0,01",74,"0,01",66,,78,8,71,"4,00","0,51",43,"6,08",59,"0,09",68,"0,14",43,"0,10",67,"0,02",71,"0,02",68,"0,84","0,58",19,"8,18",64
EATHINGTON SUB-ZERO,IA1481,2012,,P,IA,16477,,6,41,"-0,34","0,56",17,"3,85","0,58",55,"2,42","0,23",12,38,"0,09",68,"0,02",81,"0,08",67,"0,12",40,"-0,01",57,,59,6,32,"2,29","0,45",62,"6,13",59,"0,06",77,"-0,09",96,"0,02",84,"0,17",30,"-0,00",59,"0,52","0,51",38,"8,16",64
ALIANÇA EDE YH1564,188436,2015,,P,PO,16258,,1,22,"0,09","0,45",40,"4,88","0,42",44,,,,,"0,16",44,"0,08",65,"0,16",39,"0,26",12,"-0,07",32,,44,1,20,"-0,90","0,32",86,"3,98",69,"0,15",53,"0,09",61,"0,14",53,"0,30",10,"-0,07",36,"0,50","0,34",41,"8,13",64
GAP 5857,198547,2016,,P,PO,2555,,1,44,"0,16","0,57",45,"1,87","0,54",72,"-0,24","0,12",64,1,"0,09",68,"0,35",6,"0,23",19,"-0,05",88,"-0,01",55,,72,1,23,"3,51","0,38",49,"5,37",63,"0,15",53,"0,40",3,"0,29",14,"-0,02",81,"-0,07",33,"0,08","0,41",70,"8,02",64
TRADIÇÃO 2307 MARAGATO,407965,2016,,V,PC,3638,P,3,44,"0,98","0,56",88,"3,05","0,58",62,"-1,15","0,24",84,2,"0,23",20,"0,20",28,"0,21",25,"0,00",76,"-0,02",53,,48,2,42,"0,86","0,49",74,"3,91",70,"0,24",26,"0,19",30,"0,26",20,"-0,03",83,"-0,03",49,"-0,75","0,57",99,"8,00",65
LEACHMAN SAUGAHATCHEE 3000C,IA494,1993,,P,IA,23805,,17,127,"-0,29","0,69",20,"3,72","0,71",56,"2,30","0,44",14,242,"0,18",36,"0,14",45,"0,14",47,"0,16",29,"0,05",81,,49,17,86,"-0,02","0,59",81,"3,70",71,"0,15",52,"0,03",76,"0,12",60,"0,08",52,"0,09",86,"0,26","0,54",59,"7,86",65
HW85 GOLIAS BAMBA 15 DE FIELD DAY,149812,2010,,V,PO,18650,,1,70,"-0,07","0,64",30,"4,55","0,62",47,"1,07","0,23",36,32,"0,11",61,"0,02",82,"0,06",73,"0,09",50,"0,04",76,,52,1,33,"-2,05","0,44",92,"2,50",77,"0,14",54,"0,00",83,"0,02",84,"0,11",44,"0,07",83,"1,40","0,41",3,"7,83",65
TRES MARIAS 8561 SALVAJE 7630-T/E,A.779131,2009,,P,,E 5150,,11,38,"0,96","0,58",88,"1,82","0,57",73,"1,47","0,28",28,45,"0,17",41,"0,00",84,"0,09",65,"0,11",42,"0,03",72,,64,8,22,"1,00","0,45",73,"2,82",75,"0,16",47,"0,00",84,"0,09",68,"0,08",51,"0,03",70,"0,55","0,51",37,"7,83",65
SAV ABUNDANCE 6117,IA1887,2016,,P,IA,22588,,2,52,"-0,21","0,52",23,"1,24","0,51",78,,,,,"0,23",21,"0,23",22,"0,31",6,"-0,02",82,"0,02",66,,61,1,47,"0,95","0,41",73,"2,19",78,"0,22",30,"0,21",25,"0,31",10,"-0,02",81,"-0,01",55,"-0,00","0,44",76,"7,81",65
RITO SAV 2282 TELLECHEA,171138,2013,,P,PO,18551,,3,42,"1,05","0,56",90,"3,46","0,56",59,"-0,35","0,19",72,12,"0,17",41,"0,25",18,"0,16",39,"0,20",21,"-0,09",25,,53,3,22,"0,77","0,39",75,"4,23",68,"0,15",52,"0,22",23,"0,14",53,"0,14",36,"-0,11",23,"0,10","0,43",69,"7,80",65
LJC MISSION STATEMENT P27,IA869,2004,,V,IA,23805,,20,588,"0,23","0,80",49,"-0,47","0,82",88,"1,98","0,54",18,357,"-0,03",91,"-0,12",97,"-0,10",98,"0,10",46,"0,15",97,,90,16,420,"6,14","0,72",25,"5,67",62,"0,12",63,"-0,01",85,"0,03",83,"0,13",39,"0,20",99,"0,74","0,73",24,"7,78",65
UMBU 2132 DATELINE,159371,2012,,P,PO,99,,2,26,"1,38","0,52",95,"0,42","0,50",84,"2,43","0,15",12,5,"0,08",71,"0,02",82,"0,07",71,"0,08",52,"-0,01",58,,80,1,17,"4,55","0,37",38,"4,97",65,"0,09",69,"0,05",72,"0,09",69,"0,10",46,"-0,01",57,"0,52","0,42",38,"7,73",65
OCC HEADLINER 661H LIDER,IA679,1998,,P,IA,23805,,43,781,"-0,10","0,86",28,"3,43","0,86",59,"0,93","0,69",39,1094,"0,24",18,"0,36",5,"0,33",5,"-0,01",80,"-0,03",46,,45,36,602,"-0,85","0,80",86,"2,58",77,"0,19",37,"0,38",4,"0,35",7,"-0,05",85,"-0,00",57,"-0,00","0,82",76,"7,68",66
TROTTERS STRONGHOLD 156,IA1483,2011,,V,IA,16477,,41,809,"1,28","0,85",94,"5,73","0,85",36,"-0,80","0,52",79,395,"0,17",40,"0,10",57,"0,07",70,"0,28",10,"0,05",81,,36,35,643,"1,55","0,76",68,"7,28",53,"0,08",71,"-0,02",88,"0,04",81,"0,20",23,"0,07",83,"-0,85","0,81",99,"7,67",66
FSL 1827 DIAMANTE NEGRO FIV,194549,2014,,P,PO,18583,,1,31,"0,50","0,49",65,"3,73","0,47",56,"0,90","0,12",40,3,"0,16",42,"0,10",58,"0,03",81,"0,04",66,"-0,08",29,,52,1,25,"1,20","0,37",71,"4,92",65,"0,13",57,"0,06",69,"0,08",73,"-0,02",81,"-0,06",37,"-0,21","0,47",87,"7,53",66
44 ENVISION,IA1603,2013,,P,IA,16477,,4,52,"-0,92","0,59",5,"3,34","0,57",59,"2,01","0,16",18,6,"0,05",78,"0,05",72,"0,06",74,"0,13",38,"-0,15",11,,67,4,32,"3,34","0,43",50,"6,68",56,"0,07",73,"0,12",53,"0,06",75,"0,14",37,"-0,18",9,"0,08","0,47",71,"7,37",66
INHANDUÍ 1349 DON LEO DENSITY,170423,2013,,P,PO,8386,,1,40,"0,27","0,53",52,"0,79","0,49",81,"-0,95","0,22",81,32,"0,13",55,"0,04",76,"0,07",71,"0,13",38,"-0,15",10,,74,1,12,"2,09","0,34",63,"2,88",75,"0,18",42,"0,06",70,"0,11",61,"0,20",24,"-0,19",7,"0,45","0,40",44,"7,37",66
BR NEW FRONTIER 095,IA819,2000,,P,IA,23805,,16,137,"0,54","0,71",67,"2,70","0,71",66,"3,91","0,38",3,150,"0,06",74,"0,02",81,"-0,06",95,"0,16",31,"0,05",79,,69,11,106,"2,51","0,59",59,"5,21",64,"0,04",81,"-0,07",95,"-0,08",97,"0,17",29,"0,04",73,"0,82","0,60",20,"7,37",66
WESTWIND RITO 8503-DJH-019,IA367,1990,,P,IA,23805,M,23,95,"0,02","0,69",35,"3,18","0,71",61,"4,45","0,53",2,312,"0,10",65,"0,09",61,"0,09",64,"0,09",51,"-0,08",28,,62,18,57,"2,90","0,62",55,"6,08",59,"0,10",66,"0,13",48,"0,09",68,"0,06",58,"-0,08",29,"-0,18","0,58",85,"7,36",66
RED BJR AH BRANDED BEEF L107,IA861,2001,,V,IA,14890,,12,176,"-0,85","0,68",6,"2,34","0,70",68,"0,40","0,41",50,170,"0,06",76,"-0,02",88,"0,06",74,"0,27",12,"0,09",90,,72,9,145,"4,77","0,58",36,"7,11",54,"0,05",78,"-0,06",92,"0,04",81,"0,29",11,"0,15",95,"-0,14","0,65",83,"7,32",66
