nome_touro,registro,ano_nasc,var_mocha,geracao,grau_sangue,raca2_marcador,pelagem,categoria,criador_codigo,fornecedor_semen_cod,reb_desm,nf_desm,pn_dep,pn_acuracia,pn_percentil,gnd_direto_dep,gnd_direto_acuracia,gnd_direto_percentil,gnd_materno_dep,gnd_materno_acuracia,gnd_materno_percentil,netos,conformacao_desm_dep,conformacao_desm_percentil,precocidade_desm_dep,precocidade_desm_percentil,musculatura_desm_dep,musculatura_desm_percentil,tamanho_desm_dep,tamanho_desm_percentil,pelame_desm_dep,pelame_desm_percentil,indice_desmama,indice_desmama_percentil,reb_sobreano,nf_sobreano,gds_dep,gds_acuracia,gds_percentil,gns_dep,gns_percentil,conformacao_sobr_dep,conformacao_sobr_percentil,precocidade_sobr_dep,precocidade_sobr_percentil,musculatura_sobr_dep,musculatura_sobr_percentil,tamanho_sobr_dep,tamanho_sobr_percentil,pelame_sobr_dep,pelame_sobr_percentil,perimetro_escrotal_dep,perimetro_escrotal_acuracia,perimetro_escrotal_percentil,indice_final,indice_final_percentil
GAP 38-S325,94631,2004,,,38,,,,,,2,88,"0,4","0,61",85,"1,75","0,59",35,"3,29","0,25",2,158,"0,34",2,"0,36",2,"0,29",3,"0,21",5,,,"16,79",9,2,62,"1,15","0,29",28,"2,9",32,"0,38",2,"0,38",2,"0,36",2,"0,27",4,,,"-0,08","0,27",64,"19,7",6
R.S.V.TANK Z 09/13 38-A544,259378,2013,,,38,,,,,,1,73,,"0,56",96,"3,99","0,53",16,,,,,"0,14",10,"0,24",5,"0,3",3,"0,11",19,"-0,02",24,"14,72",12,1,48,"2,45","0,18",12,"6,44",15,"0,14",12,"0,16",10,"0,23",5,"0,17",9,"0,01",79,"-0,09","0,38",66,"14,73",12
PITANGUEIRA 38-A252 (BIG BROTHER) BIG BROTHER,73647,2001,,,38,,,,,"P, T",23,621,"0,7","0,76",92,"5,15","0,81",10,"-1,58","0,15",99,35,"0,15",10,"0,16",11,"0,21",5,"0,17",9,"-0,04",13,"17,99",7,19,347,"0,74","0,41",36,"5,89",17,"0,19",8,"0,19",6,"0,22",5,"0,09",22,"-0,01",31,"-0,27","0,48",82,"14,36",12
PITANGUEIRA 38-I214 (BITREM) BITREM,149420,2009,,,38,,,L,,,2,59,"0,34","0,55",82,"4,23","0,51",14,"0,19","0,01",15,1,"0,07",22,"0,07",30,"0,21",5,"0,09",24,"0,14",99,"12,88",15,2,28,"2,58","0,17",12,"6,81",13,"0,07",22,"0,13",11,"0,22",7,"0,07",28,"0,13",99,"0,28","0,23",18,"13,59",12
PAMPIANO DO SOSSEGO 38-FIVI023 CORINGA,217601,2013,,,38,,,,,"P, T",2,31,"-0,13","0,37",30,"5,9","0,34",7,,,,,"0,04",33,"0,21",8,"0,1",16,"0,08",26,"0,03",86,"15,61",10,2,21,"2,86","0,11",10,"8,76",8,"-0,01",53,"0,16",9,"0,07",22,"0,06",29,"0,04",86,"0,11","0,36",34,"13,12",14
BELVISTA 38-1004 DON JUAN DON JUAN,133939,2007,,,38,,,,,,6,148,"0,74","0,62",93,"3,01","0,66",20,"0,24","0,19",12,76,"0,21",6,"0,19",9,"0,2",7,"0,15",10,"0,02",83,"14,94",12,6,111,"0,39","0,35",41,"3,4",27,"0,12",14,"0,12",14,"0,1",17,"0,1",21,"0,05",91,"0,3","0,37",16,"12,91",14
CARCAVIO 38-B474 CARCAVIO,103961,2005,,,38,,,,,,2,52,"-0,2","0,37",25,"2,48","0,37",27,,,,,"0,06",25,"0,21",8,"0,13",12,"0,07",28,"-0,03",17,"8,12",24,2,46,"2,22","0,15",16,"4,7",22,"0,07",23,"0,15",10,"0,17",11,"0,11",19,"-0,03",19,"0,6","0,43",5,"11,4",17
SILENCIO 38-H959,147760,2008,,,38,,,,,,1,88,"0,45","0,44",87,"6,89","0,47",5,"0,36","0,1",10,29,"-0,17",97,"-0,05",71,"0,02",39,"0,23",4,,,"10,26",19,1,63,"5,38","0,22",4,"12,27",4,"-0,12",90,"0,01",48,"0,04",33,"0,29",3,,,"0,17","0,2",28,"11,35",17
NOVAAURORA 38-5088 (COPERO) COPERO,100037,2004,,,38,,,,,"P, T",6,184,"0,42","0,54",86,"2,89","0,65",22,"1,16","0,13",5,26,"0,1",18,"0,15",11,"0,18",8,"0,08",27,"-0,03",19,"10,55",19,6,137,"2,26","0,27",15,"5,16",20,"0,1",18,"0,12",15,"0,18",9,"0,05",33,"-0,02",23,"-0,24","0,43",79,"10,83",18
SAO LUCAS 38-2405 VAQUEANO VAQUEANO,119106,2006,,,38,,,Y,,,4,48,"-1,24","0,36",3,"4,47","0,5",14,"-0,29","0,07",91,14,"-0,06",76,"-0,04",69,"0,02",37,"0,06",32,,,"8,52",23,4,25,"3,67","0,2",6,"8,14",9,"-0,06",76,"-0,05",74,"0,04",35,"0,1",20,,,"0,61","0,1",5,"10,74",19
RANCHO 906T/E X-BULL X-BULL,IAB-045,2012,,,38,,,X,,,4,58,"-0,04","0,45",42,"1,08","0,48",39,,,,,"0,09",20,"0,21",7,"0,12",14,"-0,09",81,,72,"5,7",33,3,35,"1,51","0,15",23,"2,6",35,"0,07",22,"0,11",17,"0,08",21,"-0,05",69,,74,"0,07","0,4",40,"7,42",25
BELVISTA 38-7210 SHOW SHOW,103123,2004,,,38,,,,,,3,42,,"0,07",46,"5,6","0,49",8,"-1,11","0,06",98,11,"-0,1",89,"0,1",20,"0,11",15,"0,21",5,,,"9,64",21,3,28,"2,63","0,23",11,"8,22",9,"-0,12",91,"0,04",37,"0,11",17,"0,21",6,,,"0,16","0,1",28,"6,91",27
PAMPIANO 38-3666 (SEPE) SEPE,36500,1996,,,38,,,,,,13,1541,"0,03","0,8",50,"2,83","0,87",23,"-2,46","0,41",99,183,"0,14",11,"0,12",17,"0,14",12,"0,11",19,"-0,02",25,"11,74",16,12,888,"-1,57","0,55",81,"1,25",41,"0,1",19,"0,04",36,"0,11",16,"0,04",36,"-0,02",22,,"0,39",54,"6,38",29
CUYANO HUINCA BENJAMIN D1518 TAITA,IAB-028,2001,,,38,,,T,,,7,166,"-1,52","0,5",1,"-1,45","0,66",71,"-0,52","0,04",94,8,"0,1",19,"0,1",21,"0,06",23,"0,08",25,"-0,06",7,"-0,15",52,7,121,"-0,73","0,24",68,"-2,17",69,"0,21",7,"0,18",7,"0,15",12,"0,14",15,"-0,08",4,"0,65","0,34",5,"5,67",33
CARCAVIO 38-2044,206127,2011,,,38,,,,,,1,41,,,,"3,77","0,33",17,,,,,"-0,07",81,"0,33",2,"0,04",31,"-0,05",68,"-0,11",2,"6,24",29,1,18,,"0,11",18,"5,77",17,"-0,08",83,"0,37",2,"0,08",22,"-0,02",61,"-0,13",1,"0,23","0,09",21,"5,28",33
AGRO-LEPAL MR.ANCHOT19-T/E MR. ANCHO,IAB-053,2015,,,38,,,K,,,1,36,,,,"0,77","0,33",42,,,,,"0,06",25,"0,08",27,"0,06",26,"0,09",23,"-0,05",9,"3,96",37,1,3,"0,46","0,09",40,"1,22",41,"0,06",26,"0,06",28,"0,06",26,"0,09",24,"-0,05",10,"0,04","0,03",45,"4,46",35
NOVAAURORAANJO DA GUARDA 38-11972,244007,2011,,,38,,,,16081,,1,107,,,,"-0,91","0,45",64,,,,,"0,09",21,"-0,06",75,"0,01",42,"-0,01",56,"-0,05",9,"0,82",48,1,88,"-0,45","0,13",61,"-1,35",63,"0,1",17,"-0,04",73,"0,03",36,"-0,02",58,"-0,06",9,"0,48","0,43",7,"3,82",36
SPVALÉRIO 12-5229,144849,2008,,,12,,,,,,1,70,,,,"2,69","0,38",24,"-1,29","0,03",99,6,"-0,08",82,"-0,15",92,"-0,06",81,"0,02",45,"0,05",92,"3,32",39,1,42,"2,24","0,17",16,"4,93",21,"-0,09",86,"-0,21",96,"-0,12",91,"-0,02",61,"0,06",92,"0,1","0,09",35,"3,41",38
SANTA PRENDA 38-I027 VERMELHO 27 VERMELHO 27,135537,2007,,,38,,,,,"P, T",4,90,"0,16","0,47",68,"0,96","0,58",40,"0,14","0,01",16,1,"-0,01",56,"0,19",9,"0,02",37,"0,04",36,"0,09",99,"1,69",45,3,52,"1,89","0,21",19,"2,85",33,"-0,05",74,"0,1",18,"-0,01",57,"-0,06",73,"0,07",96,"0,22","0,36",22,"3,36",38
SÃO MIGUEL 38-TEC47ANAMA MARQUÊS,188018,2012,,,38,,,A,,,2,49,,,,"0,62","0,43",44,,,,,"0,1",17,"0,1",20,"0,03",33,"0,05",34,"-0,02",23,"5,14",33,2,31,"-1,54","0,21",81,"-0,92",60,"0,11",17,"0,08",22,"0,01",45,"0,05",33,"-0,02",21,"0,09","0,3",36,"3,26",39
BELVISTA 38-5784 (MILIONARIO) MILIONARIO,90741,2002,,,38,,,,,,1,104,,,,"0,79","0,59",41,"-1,37","0,1",99,21,"0,09",20,"0,06",33,"0,09",17,"0,07",29,,,"5,05",34,1,49,"-1,43","0,31",80,"-0,64",58,"0,08",22,"0,06",30,"0,1",17,"-0,04",66,,,"0,14","0,27",32,"2,92",41
CATY 14-M167,232143,2012,,,14,,,,,,2,52,"0,63","0,53",91,"1,72","0,52",35,,,,,"-0,07",79,"0,12",18,"0,02",38,"0,1",21,"-0,01",29,"1,44",46,2,47,"2,25","0,31",15,"3,97",24,"-0,1",87,"0,04",35,"0,01",45,"0,07",29,"-0,01",28,"0,02","0,52",47,"2,05",43
BELVISTA B COMBAT 1718 CHEFAO,149219,2009,,,38,,,,,,3,31,"-0,08","0,28",37,"3,05","0,4",20,,,,,"0,01",48,"-0,04",68,"-0,08",84,"0,09",23,"-0,08",4,"7,44",27,3,23,"0,67","0,14",36,"3,72",26,"-0,07",79,"-0,15",92,"-0,17",96,"0,05",33,"-0,07",5,"-0,45","0,32",92,"2,04",43
LAJEADOVERMELHO 38-2378 QUINZAMBA 37 GIGOLOT,157481,2009,,,38,,,,,,2,51,"0,5","0,52",88,"1,78","0,51",34,"1,09","0,07",6,13,"0,05",29,,51,"0,01",45,,50,"-0,11",2,"5,89",31,2,8,"-0,28","0,15",58,"1,49",40,,48,"-0,04",71,"-0,02",64,"-0,04",67,"-0,11",2,"-0,36","0,13",87,"1,76",44
ANJO DA GUARDA 14510,309123,2015,,,38,,,,16081,,1,70,,,,"2,78","0,43",23,,,,,"-0,08",82,"0,01",47,"-0,01",57,"-0,01",55,,35,"3,47",38,1,62,"1,2","0,13",27,"3,99",24,"-0,1",87,"0,01",47,,50,,51,,36,"0,02","0,33",48,"1,46",44
ANJO DA GUARDA 38-TE14014,286960,2014,,,38,,,,16081,,1,22,,,,"1,29","0,31",38,,,,,"-0,04",68,"-0,12",88,"-0,01",52,"-0,07",76,"0,05",92,"1,58",45,1,19,"1,58","0,09",22,"2,87",32,"-0,02",60,"-0,11",89,,47,"-0,06",72,"0,05",91,"-0,52","0,27",96,"0,95",47
AMARGO D35 AMARGO,IAB-034,2004,,,38,,,T,,,1,23,"-0,98","0,26",5,"-1,12","0,25",66,,,,,"0,06",25,"0,23",6,"0,02",40,,,,,"-0,8",55,1,15,"-0,3","0,11",58,"-1,42",64,"0,03",35,"0,22",4,"-0,01",55,"-0,18",94,,,"0,16","0,1",29,"0,46",48
GAP 38-R315,88575,2003,,,38,,,,,,2,184,"-0,36","0,71",19,"-2,28","0,7",78,"0,13","0,24",16,73,"0,11",16,"0,14",14,"0,02",37,"-0,06",73,,75,"-1,76",58,2,60,"-0,75","0,3",69,"-3,03",75,"0,11",15,"0,16",10,"0,04",35,"-0,02",61,"0,01",76,"-0,11","0,23",68,"0,26",49
MARCAOJOA867 CORCHITO CORCHITO,IAB-019,1996,,,38,,,,,,8,411,"0,4","0,72",84,"-1,2","0,77",68,"-0,93","0,13",97,27,"0,22",5,"0,24",5,"0,21",6,"0,13",16,"0,08",96,"5,12",33,7,215,"-3,23","0,3",92,"-4,43",82,"0,05",28,"0,11",16,"0,12",15,"-0,01",53,"0,06",93,"0,13","0,45",32,"0,07",50
CHADWICK DOWNSA104 -3/8 KAKADU KAKADU,IAB-032,2005,,,38,,,,,,5,66,"1,06","0,54",97,,"0,56",21,"0,71","0,05",7,10,"-0,06",76,"0,03",40,"0,06",23,"-0,07",76,"0,1",99,"5,06",34,5,38,"-0,5","0,21",63,"2,5",36,"-0,1",87,"0,04",34,"0,03",37,"-0,08",79,"0,11",99,"-0,34","0,21",86,"-1,39",56
MARCAOJOA1931 NEW CORRY,IAB-018,2000,,,38,,,,,,11,256,"0,11","0,7",62,"0,17","0,74",51,"0,21","0,01",14,1,"0,02",40,"0,02",44,"0,04",32,"-0,08",78,"-0,03",20,"0,97",48,9,159,"-2,23","0,27",87,"-2,05",68,"0,09",20,"0,07",27,"0,04",33,"-0,06",74,"-0,03",20,"-0,36","0,32",87,"-2,08",59
R.S.V.TUFÃO Z 38-0719,177714,2011,,,38,,,,,,1,39,"0,24","0,47",76,"-2,28","0,43",78,"0,23","0,01",13,1,"-0,09",86,"-0,08",82,"-0,09",87,"-0,15",91,"0,07",94,"-9,18",81,1,22,"0,11","0,14",48,"-2,17",69,"-0,08",82,"-0,06",78,"-0,07",80,"-0,15",92,"0,07",94,"0,97","0,25",2,"-3,51",64
SAO LUIZ JAKAO 38-0134 DA PEDRO SURREAUX JAKAO,94550,2004,,,38,,,,,,11,195,"0,36","0,67",83,"-3,43","0,7",84,"1,38","0,15",4,36,"0,12",13,"0,08",26,"0,06",27,"-0,05",69,,35,"-4,01",67,9,102,"-0,93","0,32",73,"-4,36",81,"0,05",28,"-0,02",64,"0,04",35,"-0,08",78,,,"-0,42","0,31",90,"-3,54",64
PITANGUEIRATE 38-J17 MARCO,159716,2010,M,,38,,,,,,2,101,"-0,37","0,6",18,"-3,49","0,59",85,"2,75","0,13",2,32,"0,1",19,"-0,05",70,"-0,05",75,"-0,05",67,,,"-5,17",71,2,83,"-2,2","0,36",87,"-5,69",87,"0,1",19,"-0,07",81,"-0,08",84,"-0,1",84,,,"-0,11","0,4",70,"-4,21",68
R.S.V.ROMEU 38 Z 10/10 38-0263 ROMEU,159682,2010,,,38,,,,,,1,280,"-0,4","0,68",16,"-0,02","0,67",53,,,,,"-0,05",71,"-0,11",87,"0,09",18,"-0,11",84,"0,02",81,"-1,98",59,1,155,"-0,73","0,27",68,"-0,76",58,"-0,08",81,"-0,14",91,"0,11",15,"-0,08",80,"0,04",86,"-0,1","0,51",67,"-4,32",69
R.S.V.BRIGADIER Z 09/13 38-A602,259379,2013,,,38,,,,,,1,32,"1,47","0,45",99,"-1,16","0,42",68,,,,,"0,03",37,"-0,01",55,,46,"0,02",42,"0,04",88,"-2,07",59,1,14,"-1,39","0,14",79,"-2,55",71,,50,,51,"-0,02",60,"-0,04",65,"0,03",84,"-0,44","0,21",91,"-4,76",70
R.S.V.NOVATO Z 05/15 38-B424,256395,2015,,,38,,,,,,1,50,"0,64","0,51",91,"-1,37","0,48",69,,,,,"-0,05",72,"-0,26",98,"-0,24",99,"0,09",24,"-0,04",15,"-5,34",72,1,31,"-1,36","0,16",79,"-2,74",73,"-0,04",65,"-0,26",99,"-0,27",99,"0,08",25,"-0,05",12,"0,32","0,35",15,"-4,83",71
PAMPIANO 38-A198 (CASA NOVA) CASANOVA,58734,1998,,,38,,,,,,9,682,"-0,6","0,71",11,"-1,49","0,8",71,"4,25","0,49",1,378,"-0,03",63,"-0,07",79,"-0,02",61,"-0,05",67,,,"-4,86",70,6,363,"-1,41","0,48",80,"-2,9",74,"0,01",44,"-0,01",56,"-0,02",64,"-0,02",58,,,"-0,13","0,4",73,"-5,13",71
NOVAAURORAANJO DA GUARDA 38-11444,187779,2012,,,38,,,,16081,,1,25,,,,"-0,06","0,33",55,,,,,"-0,06",76,"0,05",35,"-0,05",76,"-0,07",74,"-0,01",28,"-2,45",61,1,23,"-0,81","0,1",70,"-0,87",60,"-0,07",77,,51,"-0,12",91,"-0,09",83,"-0,01",28,"-0,41","0,24",90,"-5,5",73
CHAPADA 38-852670 (FORMULA 1) FORMULA 1,101292,2004,,,38,,,,,,2,22,"0,38","0,42",84,"-2,58","0,41",80,"-0,13","0,03",90,2,,50,"0,09",22,"0,12",13,"-0,14",91,,,"-6,49",74,2,21,"-1,04","0,23",75,"-3,62",79,"0,04",34,"0,14",11,"0,18",10,"-0,14",91,,,"-0,45","0,34",92,"-5,88",73
PITANGUEIRA 38-H161TIPO TIPO,138929,2008,,,38,,,Y,,,2,250,,,,"0,07","0,64",52,"-0,49","0,1",94,22,"-0,14",93,"-0,01",56,"-0,03",65,"0,06",30,,,"-5,34",72,2,147,"0,84","0,31",35,"0,91",43,"-0,21",98,"-0,07",81,"-0,09",85,"0,07",27,,,"0,14","0,36",31,"-5,93",74
LOSGURISES Z230 LUCHO,IAB-046,2005,,,38,,,,,,1,126,"0,1","0,46",59,"-3,66","0,44",86,,,,,"-0,07",80,"-0,04",69,"-0,05",74,"-0,07",74,"0,01",79,"-11,73",85,1,89,"-1,05","0,13",75,"-4,71",83,"-0,05",73,"-0,01",56,"-0,07",80,"-0,05",69,"0,01",76,"0,39","0,27",12,"-7,98",80
CARILOO 1263 SAPUCAY 3/4 SAPUCAY,IAB-001,1991,,,38,,,,,,2,82,"1,2","0,54",98,"-8,01","0,53",97,"5,19","0,25",1,109,"0,14",10,"0,06",31,"0,06",25,"-0,07",75,"0,08",96,"-14,47",90,2,70,"-2,37","0,15",89,"-10,38",95,"0,22",6,"0,13",13,"0,22",7,"0,07",26,"0,08",97,"-0,51","0,32",94,"-8,15",81
SAO MIGUEL 38-1811 CHINHO,149224,2009,,,38,,,,,,2,88,"0,1","0,61",60,"-3,77","0,59",86,"-3,21","0,12",99,26,"-0,09",84,"-0,02",59,"-0,06",80,"-0,02",60,"0,02",83,"-12,68",87,1,16,"-1,18","0,16",77,"-4,95",85,"-0,04",67,"0,08",24,"-0,03",66,,51,"0,02",82,"0,02","0,14",49,"-9,69",83
SAO BENTO 38-J085 METRALHA METRALHA,149230,2009,,,38,,,R,,,2,47,"0,04","0,48",53,"-2,78","0,46",81,,,,,"-0,1",87,"-0,01",54,"-0,11",92,"-0,05",69,"-0,09",3,"-10,56",84,2,39,"-0,39","0,16",61,"-3,17",76,"-0,07",80,"0,04",35,"-0,08",83,"-0,02",60,"-0,08",4,"-0,52","0,36",95,"-9,86",84
PAMPIANO DO SOSSEGOTE 38-H012 INDIO,187039,2012,,,38,,,,,"P, T",3,49,"-0,73","0,44",8,"-4,59","0,44",89,,,,,"-0,07",81,"-0,14",90,"-0,11",90,"-0,21",97,,36,"-14,18",90,3,37,"0,03","0,17",51,"-4,56",83,"-0,11",89,"-0,1",88,"-0,14",94,"-0,24",97,,71,"-0,18","0,47",76,"-10,81",86
PITANGUEIRA 38-A209 MONTEIRO,73849,2001,,,38,,,,,,2,147,"-0,1","0,67",34,"-7,5","0,66",96,"-0,16","0,21",91,57,"0,17",8,"0,02",43,"0,02",39,"-0,2",96,"-0,01",29,"-12,21",87,1,51,"-5,28","0,27",99,"-12,78",98,"0,16",10,"-0,01",56,"-0,05",75,"-0,27",98,,32,"-0,34","0,22",86,"-11,99",87
LAJEADOVERMELHO 38-TEG067 ZEZINHO,197756,2011,,,38,,,,,,2,83,"-1,13","0,47",4,"-8,51","0,52",98,"-0,43","0,05",93,10,"0,15",9,"0,03",41,"0,03",36,"-0,15",92,,36,"-15,24",91,2,7,"-4,06","0,13",96,"-12,57",97,"0,16",9,"0,03",40,"0,05",31,"-0,15",91,,73,"-0,56","0,17",97,"-12,38",87
LAJEADOVERMELHO 890ALVORADA 13 IA (38) MANO,73840,2001,,,38,,,,9410,,2,47,"-0,09","0,48",36,"0,63","0,5",43,"0,19","0,12",14,33,"-0,36",99,"-0,36",99,"-0,24",99,"-0,07",75,,76,"-11,89",86,1,17,"2,34","0,19",14,"2,97",32,"-0,43",99,"-0,29",99,"-0,24",99,"-0,05",71,,,"0,14","0,1",31,"-12,43",88
SANTATEREZA 38-K2670,282899,2015,,,38,,,,2432,,1,24,"0,25","0,39",76,"-3,41","0,36",84,,,,,"-0,09",84,"-0,07",77,"-0,08",85,"-0,08",79,"0,07",95,"-11,76",85,1,19,"-1,62","0,15",82,"-5,03",85,"-0,12",92,"-0,09",86,"-0,12",92,"-0,08",78,"0,08",97,"-0,29","0,23",83,"-12,7",88
SANTAANA 38-7585TOP 10 TOP 10,137252,2007,,,38,,,Y,,,5,74,"0,17","0,23",69,"-4,29","0,52",89,"0,38","0,05",10,8,"-0,07",79,"-0,06",76,"0,01",43,"-0,1",82,"0,09",98,"-13,23",88,5,46,"-2,92","0,23",91,"-7,21",89,"-0,09",85,"0,01",47,"0,06",25,"-0,1",84,"0,07",94,"-0,11","0,4",69,"-14,08",90
LUZ DE SAO JOAO 38-TE2316,196542,2012,,,38,,,,,,1,32,"-0,39","0,37",17,"-3,92","0,36",88,"-0,08","0,02",90,3,"-0,06",77,"0,03",40,"-0,06",82,"-0,18",95,,,,87,1,28,,"0,2",96,"-7,92",91,"-0,08",81,,55,"-0,1",86,"-0,19",94,,,,"0,31",53,"-14,4",90
SAO BENTO 38-M213,189293,2012,,,38,,,,,,1,29,"-0,22","0,42",24,"-3,34","0,41",83,"-0,3","0,01",92,1,"-0,09",86,"-0,12",89,"-0,08",85,"-0,14",90,,,"-11,79",86,1,26,"-3,67","0,25",95,,88,"-0,08",81,"-0,14",91,"-0,07",81,"-0,17",93,,,"-0,38","0,36",88,"-15,22",91
CATY 38-L129,200853,2011,,,38,,,,,,1,25,"0,88","0,36",94,"-3,03","0,35",82,,,,,"-0,11",90,"-0,22",95,"-0,17",96,"-0,11",85,,,"-11,71",84,1,21,"-4,11","0,19",97,"-7,14",89,"-0,14",94,"-0,24",98,"-0,17",96,"-0,14",91,,,"-0,57","0,24",97,"-17,92",93
LAJEADOVERMELHO 38-1052 PAMPEIRO 69 IA (38),89998,2002,,,38,,,,,,1,22,,,,"-9,44","0,34",98,,,,,"0,02",38,"-0,21",94,"-0,06",77,"-0,11",86,,,"-22,34",96,1,7,"-4,45","0,13",97,"-13,89",98,"0,02",37,"-0,17",94,"-0,06",78,"-0,05",70,,,"-0,28","0,11",82,"-19,26",95
BELVISTA 38-7286,119038,2005,,,38,,,,,,2,34,"0,31","0,4",79,"-6,1","0,44",93,"0,48","0,04",9,7,"-0,13",92,"-0,11",86,"-0,07",83,"-0,1",82,,,"-19,81",95,2,32,"-5,16","0,23",99,"-11,26",96,"-0,11",90,"-0,13",91,"-0,1",88,"-0,08",79,,,"0,19","0,23",26,"-20,81",96
CATY 38-H23 MUNDO,145099,2008,,,38,,,,,,1,37,"0,47","0,5",88,"-7,17","0,48",95,"-0,59","0,08",95,16,"-0,17",96,"-0,14",90,"-0,13",94,"-0,23",97,"0,01",76,"-23,99",97,1,11,"-3,47","0,19",94,"-10,64",95,"-0,12",92,"-0,08",83,"-0,1",88,"-0,21",96,"0,01",77,"-0,18","0,16",75,"-22,03",97
