nome_touro,registro,ano_nasc,var_mocha,geracao,grau_sangue,raca2_marcador,pelagem,categoria,criador_codigo,fornecedor_semen_cod,reb_desm,nf_desm,pn_dep,pn_acuracia,pn_percentil,gnd_direto_dep,gnd_direto_acuracia,gnd_direto_percentil,gnd_materno_dep,gnd_materno_acuracia,gnd_materno_percentil,netos,conformacao_desm_dep,conformacao_desm_percentil,precocidade_desm_dep,precocidade_desm_percentil,musculatura_desm_dep,musculatura_desm_percentil,tamanho_desm_dep,tamanho_desm_percentil,pelame_desm_dep,pelame_desm_percentil,indice_desmama,indice_desmama_percentil,reb_sobreano,nf_sobreano,gds_dep,gds_acuracia,gds_percentil,gns_dep,gns_percentil,conformacao_sobr_dep,conformacao_sobr_percentil,precocidade_sobr_dep,precocidade_sobr_percentil,musculatura_sobr_dep,musculatura_sobr_percentil,tamanho_sobr_dep,tamanho_sobr_percentil,pelame_sobr_dep,pelame_sobr_percentil,perimetro_escrotal_dep,perimetro_escrotal_acuracia,perimetro_escrotal_percentil,indice_final,indice_final_percentil
SANTA INÉS DELIVERANCE 5-18-27 CHARRÚA,IA461,1999,,,,,,CR,23805,IA,17,577,"0,10","0,77",45,"1,34","0,80",54,"-0,49","0,40",76,185,"0,11",35,"0,08",44,"0,04",57,"0,18",21,"-0,01",47,,49,16,377,"0,61","0,66",54,"1,95",53,"0,13",32,"0,10",36,"0,03",56,"0,22",18,"0,08",88,"-0,46","0,67",94,"5,50",55
PALENQUERO DOMINANTE 117 PALENQUE,IA511,2005,,,,,,CR,23805,IA,4,52,"-0,73","0,52",8,"0,12","0,51",67,"-0,61","0,07",79,15,"0,05",54,"0,02",60,"-0,06",85,"-0,08",83,"-0,01",47,,65,4,37,"1,25","0,34",42,"1,37",57,"0,08",45,"0,05",52,"-0,03",76,"-0,08",79,"0,00",50,"-0,02","0,36",66,"3,95",60
SHF PROGRESS P20,IA471,2004,M,,,,,IA,23805,,7,155,"-1,22","0,62",2,"0,65","0,62",61,"0,85","0,14",22,35,"0,02",66,"0,04",56,"0,10",35,"-0,08",82,"0,08",95,,64,4,107,"0,87","0,45",49,"1,53",56,"0,02",66,"0,07",46,"0,16",25,"-0,11",84,"0,05",75,"0,43","0,42",20,"3,55",60
BOYD 31Z BLUEPRINT 6153,IA669,2016,,,,,,CR,23390,IA,5,33,"-1,04","0,38",4,"2,86","0,38",38,,,,,"-0,01",72,"0,04",54,"0,10",34,"-0,25",97,"-0,04",22,,51,4,23,"0,13","0,25",61,"2,99",47,"0,04",61,"0,04",53,"0,17",23,"-0,18",92,"-0,05",21,"-0,10","0,23",74,"3,25",62
MAUÁ INVASOR DO PONTAL 3651,238465,2011,M,,,,,PO,2427,,2,124,"0,67","0,53",87,"0,48","0,59",64,"-3,70","0,17",99,119,"-0,02",76,"-0,04",74,"-0,05",81,"0,01",65,"-0,04",20,,69,2,88,"2,16","0,43",32,"2,64",49,"0,01",69,"-0,01",67,"-0,02",73,"-0,01",69,"-0,06",18,"0,08","0,50",54,"3,12",62
NOVA AURORA E ANJO DA GUARDA 2286,244945,2014,M,,,,,PO,15519,,1,23,,,,"0,51","0,34",63,,,,,"0,03",63,"0,07",45,"0,08",41,"0,03",58,"-0,00",52,,64,1,21,"1,33","0,24",41,"1,84",54,"0,03",62,"0,06",49,"0,11",37,"0,05",55,"0,01",53,"-0,05","0,15",70,"2,88",63
SÃO FERNANDO TREND 8643,246413,2015,M,,,,,PO,2457,,1,41,"1,66","0,34",99,"0,10","0,46",67,,,,,"-0,08",88,"-0,10",85,"-0,05",80,"0,16",24,"0,05",85,,76,1,18,"3,61","0,27",23,"3,71",43,"-0,05",82,"-0,07",78,"-0,03",75,"0,24",16,"0,10",93,"0,26","0,19",36,"2,80",65
PALENQUERO DOMINANTE 202 HALCON,IA624,2008,M,,,,,IA,10379,,3,67,"-0,44","0,48",12,"-0,62","0,54",72,"-0,24","0,02",69,16,"0,16",24,"0,08",41,"0,07",47,"0,02",62,"-0,10",7,,55,3,55,"-3,34","0,40",87,"-3,96",82,"0,16",26,"0,07",43,"0,13",30,"-0,00",65,"-0,11",8,"0,70","0,39",8,"2,70",66
TOPASS ÍNDIO 8,228999,2006,M,,,,,PO,2444,,1,181,"0,66","0,54",85,"-2,52","0,58",86,"-4,92","0,27",99,142,"0,23",18,"0,04",54,"0,06",48,"-0,10",84,,,,64,1,117,"-1,36","0,43",75,"-3,88",81,"0,22",20,"-0,05",74,"0,03",55,"-0,11",82,,,"-0,47","0,38",94,"2,00",67
SANTA INÉS BUCANERO 1,IA475,2003,,,,,,CR,23805,IA,7,124,"0,40","0,53",70,"0,74","0,68",60,"-0,05","0,21",43,55,"0,02",66,"-0,03",73,"0,10",36,"0,05",51,"0,05",83,,63,6,89,"0,67","0,54",52,"1,41",57,"-0,01",76,"-0,09",82,"0,05",51,"0,07",47,"0,17",99,"0,24","0,56",38,"1,97",68
FELTONS PRINCE 861,IA390,1995,M,,,,,IA,23805,,7,134,"1,06","0,66",96,"2,11","0,68",46,"-0,80","0,18",84,48,"0,05",53,"0,02",59,"-0,00",69,"0,10",39,"-0,13",6,,49,8,88,"-2,85","0,51",85,"-0,75",70,"0,04",57,"0,00",63,"-0,05",81,"0,13",32,"-0,14",5,"0,65","0,55",11,"1,79",69
MURMULLOS FRANCISCO X0954 TE FRANCISCO,IA613,2011,M,,,,,IA,10379,,7,72,"-1,08","0,42",3,"0,63","0,53",62,"-0,90","0,02",86,12,"0,11",36,"0,15",26,"0,13",29,"0,14",28,"-0,02",30,,54,6,47,"-1,38","0,37",75,"-0,75",70,"0,03",63,"0,04",55,"0,06",49,"0,04",56,"-0,09",9,"0,02","0,39",63,"1,10",70
CHUBUTENSE 243 MTG 3028TE LAGUNERO,IA645,2012,,,,,,CR,22908,IA K,8,23,"-0,20","0,34",26,"-1,05","0,37",75,"0,30","0,04",33,6,"0,12",32,"0,12",34,"0,06",51,"0,15",26,"-0,07",10,,66,5,12,"-2,65","0,22",84,"-3,70",80,"0,13",33,"0,15",26,"0,04",54,"0,16",25,"-0,12",7,"0,25","0,17",37,"-0,11",71
CANOA MIRIM 21,245881,2015,M,,,,,PO,21081,,1,24,"-0,15","0,26",29,"1,53","0,27",51,,,,,"0,11",34,"0,01",62,"0,01",61,"-0,06",80,,,,47,1,22,"-4,44","0,20",93,"-2,91",78,"0,12",34,"-0,00",66,"-0,00",65,"-0,10",81,,,"0,01","0,25",63,"-0,37",71
TAURINO HOMETOWN 2858,IA658,2014,,,,,,CR,23323,IA,1,30,"-0,77","0,18",7,"0,71","0,40",60,,,,,"0,02",65,"0,13",32,"-0,00",70,"-0,22",96,"0,04",81,,62,1,19,"-2,50","0,24",83,"-1,79",74,"-0,01",73,"0,10",34,"-0,02",73,"-0,23",95,"0,06",84,"0,73","0,20",7,"-1,06",74
SOUTH BUKALONG SHANNON 40 SHANNON,IA485,2004,M,,,,,IA,23805,,7,120,"0,67","0,65",87,"-0,42","0,65",71,"2,42","0,20",6,49,"0,04",58,"-0,10",85,"-0,17",98,"0,03",59,"0,06",91,,69,5,68,"-1,39","0,46",76,"-1,81",75,"0,06",53,"-0,05",73,"-0,13",93,"0,01",62,"0,13",98,"0,06","0,49",57,"-1,13",75
REMITALL SUPER DUTY 42S,IA487,2006,M,,,,,IA,23805,,7,103,"0,66","0,59",85,"-1,71","0,62",80,"0,06","0,10",40,33,"-0,03",82,"-0,10",84,"-0,04",77,"0,08",45,"-0,01",43,,81,6,69,"1,24","0,44",42,"-0,48",68,"0,03",63,"-0,08",81,"-0,01",70,"0,06",51,"-0,02",37,"-0,16","0,48",77,"-1,94",76
MAUÁ BIENVENIDO DO PONTAL 1809,225477,2004,M,,,,,PO,2427,,7,178,"0,17","0,72",49,"0,81","0,72",59,"-0,86","0,29",86,76,"0,09",43,"0,06",50,"0,08",42,"0,06",48,"-0,00",52,,54,6,104,"-4,19","0,56",91,"-3,38",79,"0,02",64,"-0,04",72,"0,05",52,"0,01",64,"0,01",56,"0,45","0,46",18,"-2,07",77
WLB GLOBAL 72M-50S GLOBAL,IA508,2006,M,,,,,IA,23805,,5,84,"0,32","0,50",63,"-0,81","0,56",73,"-1,54","0,13",93,29,"-0,02",79,"-0,02",69,"-0,02",75,"0,01",67,"-0,07",12,,76,4,53,"-0,66","0,35",70,"-1,47",72,"-0,02",76,"-0,09",82,"-0,05",79,"-0,00",67,"-0,07",14,"0,35","0,32",28,"-2,51",78
DOM VITOR CARBONERO 115 CUBO,248651,2016,M,,,,,PO,16603,L,3,24,"0,28","0,39",58,"-1,12","0,39",76,,,,,"-0,08",88,"-0,10",86,"0,01",65,"-0,05",78,"-0,09",8,,81,2,9,"1,84","0,24",35,"0,72",61,"-0,09",88,"-0,11",87,"0,04",55,"0,00",64,"-0,07",14,"-0,05","0,17",70,"-3,20",79
TOPASS DETENTO 1,228974,2006,M,,,,,PO,2444,,2,47,"0,67","0,48",86,"-0,22","0,48",69,"1,62","0,15",12,31,"0,10",39,"0,25",16,"0,11",32,"0,13",30,,,,59,2,21,"-6,05","0,32",99,"-6,27",90,"0,10",41,"0,16",24,"0,08",48,"0,06",52,"0,09",93,"0,04","0,20",60,"-5,80",81
TOPASS MARAGATO 29,243609,2014,,,,,,CR,2444,,1,21,"0,24","0,33",54,"-2,93","0,33",89,"0,64","0,10",25,4,"-0,05",85,"-0,08",80,"-0,06",85,"-0,13",87,,,,88,1,21,"-0,51","0,25",69,"-3,44",80,"-0,06",85,"-0,07",78,"-0,05",83,"-0,13",87,,,"0,08","0,31",53,"-7,37",83
TOPASS ASTRO 59,241383,2013,M,,,,,PO,2444,,1,22,"1,64","0,38",99,"-2,41","0,41",86,"-2,80","0,10",99,6,"0,11",36,"-0,10",85,"-0,07",86,"-0,19",94,,,,76,1,20,"-2,93","0,27",86,"-5,34",85,"0,07",49,"-0,18",95,"-0,11",91,"-0,23",95,,,"-1,04","0,24",99,"-7,75",84
PASSO FUNDO D027,250065,2016,M,,,,,PC,16594,,1,20,"0,07","0,25",42,"-2,78","0,28",88,"-0,12","0,00",55,6,"-0,13",93,"-0,10",86,"-0,09",90,"-0,15",90,"-0,06",14,,92,1,12,"0,86","0,17",50,"-1,92",75,"-0,10",91,"-0,06",77,"-0,09",87,"-0,14",87,"-0,07",15,"-0,16","0,06",78,"-8,62",84
GUAICOS X9026 TE COMANDANTE,IA481,2003,,,,,,CR,23805,IA,10,307,"0,20","0,65",51,"-1,74","0,76",80,"-2,57","0,34",98,145,"0,01",67,"-0,09",83,"0,05",54,"-0,03",73,"0,02",68,,78,8,220,"-4,29","0,62",92,"-6,03",88,"-0,02",78,"-0,16",94,"0,00",65,"-0,11",83,"0,07",85,"0,06","0,67",56,"-9,57",85
HARMONIA NOVO N13,245446,2014,M,,,,,PO,2376,,1,29,"-0,28","0,17",20,"-0,94","0,39",74,"0,64","0,01",25,4,"-0,11",92,"-0,21",97,"-0,23",99,"0,02",63,"-0,02",31,,83,1,12,"-2,13","0,22",80,"-3,07",78,"-0,10",90,"-0,19",96,"-0,23",99,"0,02",61,"-0,02",39,"-0,04","0,09",67,"-9,89",86
SÃO CARLOS H11,242062,2014,,,,,,CR,19614,PC,1,21,"0,38","0,29",69,"-1,43","0,30",78,"-0,09","0,05",44,3,"-0,15",96,"-0,25",99,"-0,11",93,"-0,14",90,"0,02",69,,88,1,20,"-1,69","0,23",78,"-3,12",79,"-0,19",97,"-0,26",99,"-0,16",95,"-0,15",89,"0,07",87,"0,16","0,26",45,"-12,01",89
WERT X1585 SUREÑO TE,IA490,2000,M,,,,,IA,23805,,11,384,"0,36","0,79",67,"-0,60","0,78",71,"2,69","0,38",5,166,"0,09",44,"0,12",35,"0,07",44,"0,04",55,"0,01",61,,66,10,297,"-8,41","0,67",99,"-9,00",94,"-0,00",72,"0,02",61,"-0,05",82,"-0,10",82,"0,04",74,"-0,24","0,70",84,"-13,12",90
TANK,220553,2001,M,,,,,PO,2444,,4,69,"-0,80","0,42",6,"-5,06","0,52",96,"0,53","0,19",29,58,"-0,02",76,"-0,23",98,"-0,16",97,"-0,30",99,,,,93,4,42,"-3,51","0,35",89,"-8,57",94,"0,03",64,"-0,17",95,"-0,16",94,"-0,32",97,,,"-0,42","0,31",91,"-13,83",91
NJW 78P TWENTYTWELVE 190Z ET,IA650,2012,M,,,,,IA,22944,,5,20,"-0,01","0,17",35,"-4,29","0,22",95,"-0,83","0,01",86,3,"-0,13",94,"-0,11",88,"-0,10",91,"-0,14",88,"-0,04",22,,95,5,16,"-3,11","0,15",86,"-7,40",91,"-0,16",95,"-0,11",87,"-0,11",91,"-0,13",87,"-0,05",20,"-0,14","0,17",75,"-17,79",94
GUAICOS X1804 ALABAMA FEDERAL TE TEMBLOR,IA639,2014,M,,,,,IA,22743,,1,24,"-2,72","0,36",1,"-6,32","0,35",98,,,,,"-0,04",84,"0,01",64,"0,06",50,"-0,27",98,"-0,09",9,,97,1,19,"-5,82","0,24",98,"-12,15",99,"-0,02",77,"0,02",59,"0,08",47,"-0,35",99,"-0,09",10,"0,06","0,21",57,"-19,00",95
TOPASS WCK 3N-89,222605,2002,M,,,,,PO,2444,,1,80,"0,23","0,52",54,"-4,44","0,54",95,"-0,14","0,26",66,68,"-0,10",90,"-0,18",96,"-0,14",96,"-0,21",95,,,,94,1,53,"-6,63","0,41",99,"-11,07",97,"-0,15",93,"-0,26",99,"-0,21",97,"-0,35",99,,,"-0,54","0,26",96,"-23,48",98
SJ P022,251649,2017,M,,,,,PC,16888,,1,46,"-0,03","0,40",34,"-6,26","0,39",98,,,,,"-0,17",97,"-0,24",98,"-0,26",99,"-0,19",94,,,,99,1,36,"-5,92","0,27",99,"-12,18",99,"-0,16",95,"-0,25",98,"-0,32",99,"-0,19",92,"0,10",94,"-0,72","0,23",99,"-27,32",99
