nome_touro,registro,ano_nasc,var_mocha,geracao,grau_sangue,raca2_marcador,pelagem,categoria,criador_codigo,fornecedor_semen_cod,reb_desm,nf_desm,pn_dep,pn_acuracia,pn_percentil,gnd_direto_dep,gnd_direto_acuracia,gnd_direto_percentil,gnd_materno_dep,gnd_materno_acuracia,gnd_materno_percentil,netos,conformacao_desm_dep,conformacao_desm_percentil,precocidade_desm_dep,precocidade_desm_percentil,musculatura_desm_dep,musculatura_desm_percentil,tamanho_desm_dep,tamanho_desm_percentil,pelame_desm_dep,pelame_desm_percentil,indice_desmama,indice_desmama_percentil,reb_sobreano,nf_sobreano,gds_dep,gds_acuracia,gds_percentil,gns_dep,gns_percentil,conformacao_sobr_dep,conformacao_sobr_percentil,precocidade_sobr_dep,precocidade_sobr_percentil,musculatura_sobr_dep,musculatura_sobr_percentil,tamanho_sobr_dep,tamanho_sobr_percentil,pelame_sobr_dep,pelame_sobr_percentil,perimetro_escrotal_dep,perimetro_escrotal_acuracia,perimetro_escrotal_percentil,indice_final,indice_final_percentil
SATURTHUNDER 3484,IA-523,2004,,,,,,IMP,,,3,94,"-0,34","0,63",23,"-0,16","0,61",73,"-0,9","0,16",85,37,"-0,03",80,"-0,15",95,"-0,12",93,"-0,17",96,"0,01",80,"-2,17",78,3,45,"2,13","0,22",29,"1,97",54,"0,07",48,"-0,12",92,"-0,05",79,"-0,14",94,"-0,01",31,"0,01","0,45",59,"3,07",61
ALVORADA K720,C0177421,2011,,,,,,PC,2219,,4,51,"1,06","0,55",92,"0,96","0,53",58,,,,,"0,12",35,"0,1",36,"0,04",56,"0,21",13,"0,02",83,"6,04",50,4,27,"-1,59","0,23",86,"-0,63",74,"0,07",48,"0,14",27,"0,02",62,"0,17",21,,38,"0,1","0,24",49,"2,7",62
SANTOANTONIO 167,C145602,2003,,,,,,PC,,,5,73,"-0,04","0,61",39,"3,99","0,59",25,"-0,78","0,16",83,41,"0,04",55,"0,18",20,"0,1",34,"0,05",50,"-0,02",23,"10,66",36,5,51,"-1,15","0,29",81,"2,84",47,"0,04",58,"0,16",23,"0,09",41,"0,04",52,,61,"-0,61","0,47",98,"2,59",62
MADRAGA R12,C0197315,2011,,,,,,PC,7571,,1,36,"-1,3","0,49",3,"2,08","0,45",44,,,,,"-0,03",77,"-0,01",69,"0,01",69,"0,04",55,"-0,01",32,"3,55",59,,0,"0,86","0,14",49,"2,94",46,"0,01",68,"0,02",57,"0,05",51,"0,04",52,,,"-0,14","0,27",77,"2,41",62
SÃO FERNANDO BASIC 7385,O221059,2001,,,,,,PO,,,1,202,,,,"0,86","0,69",59,"2,06","0,24",4,62,"0,01",67,,67,"-0,08",88,"-0,03",78,"0,02",88,"1,97",64,1,142,"0,57","0,44",57,"1,43",59,"0,01",67,"0,05",49,"-0,06",81,"-0,01",72,"0,02",80,"-0,13","0,2",76,"1,35",64
PASSO FUNDO 59,C163709,2007,,,,,,PC,,,1,70,"-0,53","0,54",16,"-1,88","0,57",87,"-1,36","0,2",90,55,"0,04",56,"0,04",53,"0,02",65,"-0,03",78,,,"-3,61",81,1,44,"1,86","0,33",33,"-0,03",70,"0,03",61,"0,02",57,,67,"-0,05",80,,,"-0,03","0,35",66,"1,14",66
MAUÁ BIENVENIDO DO PONTAL 1809,O225477,2004,,,,,,PO,2427,,11,176,,"0,72",43,"1,07","0,72",55,"0,76","0,28",15,71,"0,11",36,"0,09",40,"0,1",35,"0,07",42,,63,"6,01",51,10,104,"-3,67","0,43",98,"-2,6",84,"0,05",56,,66,"0,08",44,"0,03",57,,66,"0,62","0,45",14,"0,73",67
TOPASS SENDEIRO 13,O235915,2010,,,,,,PO,2444,,2,34,"0,47","0,39",72,"2,57","0,38",39,"-0,6","0,07",79,11,"0,03",59,"-0,03",76,"-0,04",79,"0,12",29,"0,01",,"6,95",46,2,28,"-2,2","0,13",92,"0,37",67,"0,01",68,"-0,06",82,"-0,06",82,"0,12",32,,,"-0,04","0,21",66,"0,19",69
ALVORADA I808,C172773,2009,,,,,,PC,,,1,42,"-0,36","0,52",22,"1,55","0,5",50,"-0,45","0,11",77,2,"0,04",57,"-0,07",82,"-0,04",80,"-0,07",85,"-0,01",,"4,65",54,1,33,"-1,37","0,3",84,"0,18",69,"0,01",66,"-0,09",87,"-0,06",81,"-0,11",89,,,"-0,41","0,44",92,"-0,86",73
MAAC GABRIELLEWISDOM 4709,O232289,2006,,,,,,PO,,,2,47,"0,64","0,37",80,"0,68","0,49",62,"-1,85","0,11",93,15,"-0,09",90,"-0,12",92,"-0,11",93,,66,,44,"-2,31",78,1,16,,"0,17",31,"2,68",48,"-0,12",92,"-0,12",93,"-0,13",93,"-0,02",74,,,,,,"-0,87",74
TRADICAOAZUL 8014 DOMINANTE,O233288,2007,,,,,,PO,13339,,1,20,,,,"2,43","0,39",41,"1,45","0,05",8,1,"-0,11",93,"-0,12",91,"-0,11",93,"0,13",27,"0,12",99,"1,17",67,1,10,"0,61","0,15",56,"3,04",45,"-0,12",92,"-0,13",94,"-0,1",91,"0,13",28,"0,12",98,"0,12","0,38",47,"-1,27",75
MURMULLOS FRANCISCO X0954TE FRANCISCO,IA-613,2011,,,,,,IMP,,T,4,22,"-2,11","0,32",1,"1,17","0,34",55,,,,,"-0,01",73,"-0,01",71,"0,06",51,"0,1",34,"-0,02",21,"1,98",64,2,12,"-1,07","0,12",80,"0,1",70,"-0,03",78,"-0,04",77,"0,02",64,"0,01",61,"-0,02",23,"-0,04","0,22",67,"-1,66",75
GAP 1937 BUCANERO MILKER,O236091,2010,,,,,,PO,2555,,3,65,"-0,36","0,55",22,"0,93","0,53",58,"-0,9","0,07",86,2,"-0,03",78,"0,05",50,"0,08",41,"0,08",39,"-0,06",8,"0,74",68,3,52,"-1,86","0,27",89,"-0,92",76,"-0,04",81,,64,"0,04",53,"0,1",35,"-0,01",29,"0,58","0,43",16,"-1,78",76
PASSO FUNDO 527,C0177628,2011,,,,,,PC,16594,,2,70,"0,37","0,53",68,"0,53","0,56",65,"0,63","0,08",19,2,"-0,14",96,"-0,21",97,"-0,15",97,"-0,07",86,"-0,01",,"-4,33",82,2,57,"3,07","0,28",21,"3,6",41,"-0,16",95,"-0,22",98,"-0,18",97,"-0,12",90,,,"-0,19","0,49",83,"-2,3",77
SOUTH BUKALONG SHANNON 40 SHANNON,IA-485,2004,,,,,,IMP,,A,9,162,"0,75","0,66",86,"-0,85","0,66",78,"2,93","0,21",2,56,"0,09",43,"-0,07",84,"-0,12",94,"0,07",43,"0,08",97,"0,65",69,7,95,"-3,32","0,33",97,"-4,18",89,"0,08",45,"-0,03",74,"-0,1",90,"0,04",51,"0,14",99,"0,03","0,49",56,"-2,84",78
MAAC DICKENS SUNDANCE 5631,O244721,2014,,,,,,PO,18830,,1,33,"-0,06","0,4",38,"0,5","0,39",65,,,,,"-0,05",85,,68,"-0,05",83,,66,"0,02",85,"-1,25",76,1,16,"-0,31","0,16",71,"0,19",69,"-0,07",87,,64,"-0,03",75,"-0,01",72,"0,01",69,"-0,06","0,2",70,"-3,14",79
LA ELISA X249 CERRO CAVALIER NICO,IA-459,1999,,,,,,IMP,,,5,40,"0,65","0,47",80,"-0,57","0,48",76,"1,5","0,13",8,33,"-0,02",76,"0,06",47,"0,07",43,"-0,1",89,,64,"-2,59",79,5,29,"-0,37","0,22",73,"-0,95",77,"0,02",62,"0,09",36,"0,16",21,"-0,08",86,"0,01",70,"-0,46","0,26",94,"-3,28",80
TOPASSASTRO 59,O241383,2013,,,2444,,,,,,2,21,"1,33","0,36",95,"-1,42","0,38",83,,,,,"0,13",30,"-0,04",78,"-0,05",81,"-0,14",93,"0,01",,"0,82",68,2,18,"-1,8","0,18",89,"-3,23",86,"0,09",44,"-0,14",94,"-0,08",86,"-0,2",97,,,"-0,97","0,23",99,"-3,57",80
WIRRUNA DAFFY D1 DAFFY,IA-590,2008,,,,,,IMP,,,4,90,"-0,48","0,61",18,"-2,3","0,58",89,,,,,"0,01",67,"0,02",61,"0,14",21,"0,18",18,"0,18",99,"-5,78",84,4,25,"-2,35","0,23",93,"-4,66",91,"-0,02",76,"-0,08",86,"0,08",43,"0,18",19,"0,13",99,"0,9","0,38",6,"-4,46",81
SINA SINA F293 FERRUGEM,C0157746,2006,,,,,,PC,64,,1,91,"-0,4","0,64",20,"-2,16","0,62",88,"3,62","0,21",1,48,"-0,13",95,"-0,05",78,"0,01",68,"-0,07",87,"0,05",94,"-10,62",92,1,57,"0,54","0,35",57,"-1,62",80,"-0,07",88,"-0,01",67,"-0,01",72,"-0,07",83,"0,08",95,"0,63","0,45",14,"-4,97",82
GUTAMBU K2255,C0179750,2011,,,,,,PC,6425,,3,81,"0,1","0,59",50,"-1,74","0,57",85,,,,,"-0,01",74,"0,1",37,,73,"0,06",47,"-0,02",22,"-5,14",83,3,53,"-1,03","0,22",80,"-2,77",85,"-0,02",76,"0,11",32,"0,01",67,,65,"-0,08",8,"-0,17","0,35",81,"-5,6",83
HORMIGA CAUDILLO 37,IA-620,2010,,,,,,IMP,,,1,26,"0,47","0,4",73,"-5,12","0,39",98,,,,,"-0,04",82,"-0,19",97,"-0,09",89,"-0,06",85,"0,01",73,"-14,34",96,1,18,"0,27","0,17",63,"-4,85",91,,71,"-0,09",88,"-0,11",92,"-0,04",79,,39,"0,17","0,23",43,"-7,14",85
ALVORADA K766,C0191073,2011,,,,,,PC,,,1,62,"0,29","0,46",63,"-0,44","0,44",74,,,,,"0,03",61,"-0,05",78,"-0,1",91,"-0,09",88,,42,"-0,5",72,1,20,"-3,08","0,17",96,"-3,52",87,"-0,05",83,"-0,12",92,"-0,16",96,"-0,11",89,,,"-0,38","0,21",91,"-7,36",85
SAO CARLOS H11,C242062,2014,,,,,,PC,,,1,21,"0,2","0,29",57,"-1,3","0,27",82,,,,,"-0,13",95,"-0,2",97,"-0,11",92,"-0,13",92,"0,02",86,"-8,62",89,1,20,"0,01","0,13",67,"-1,3",79,"-0,17",96,"-0,21",97,"-0,15",95,"-0,13",93,"0,07",94,"0,13","0,25",47,"-8,3",87
TOPASS MARAGATO 29,O243609,2014,,,,,,PO,2444,,1,20,"-0,25","0,31",28,"-5,79","0,3",99,,,,,"-0,01",74,"-0,08",86,"-0,05",83,"-0,15",96,,,,97,1,20,"-1,07","0,15",80,"-6,86",96,"0,01",68,"-0,03",74,,70,"-0,11",88,,,"0,09","0,3",49,"-9,5",88
WERT X1585 SURENOTE SURENO,IA-490,2000,,,,,,IMP,,,16,382,"0,31","0,8",65,"-0,73","0,79",78,"1,97","0,42",5,215,"0,1",40,"0,1",37,"0,08",42,"0,02",58,"0,03",90,"1,3",66,15,293,"-6,64","0,57",99,"-7,38",97,,71,"0,01",63,"-0,06",80,"-0,12",92,"0,1",97,"-0,15","0,71",79,"-9,8",90
BOYDWORLDWIDE 9050TE WORLDWIDE,IA-558,2009,,,,,,IMP,,,2,57,"-0,86","0,51",7,"-1,6","0,48",84,,,,,"-0,1",91,"0,09",38,"-0,06",83,"-0,03",77,"-0,01",29,"-7,98",89,2,40,"-1,31","0,15",84,"-2,91",85,"-0,19",97,"0,01",62,"-0,15",95,"-0,11",90,"-0,01",31,"0,24","0,31",36,"-9,84",90
PASSO FUNDO 339,C030400,2010,,,,,,PC,16594,,1,52,"0,61","0,32",78,"-2,61","0,5",91,"0,82","0,05",15,8,"-0,11",93,"-0,23",99,"-0,22",99,"-0,15",95,"0,01",,"-10,9",93,1,37,"-1,5","0,25",85,"-4,11",89,"-0,15",95,"-0,15",95,"-0,21",99,"-0,12",91,,,"-0,05","0,35",69,"-11,92",93
MAAC ROCKY LANSING 4791,O229622,2006,,,,,,PO,,,1,163,,,,"-5,17","0,64",98,"0,72","0,15",17,28,"-0,08",88,"-0,13",92,"-0,09",90,"-0,1",90,"-0,03",18,"-15,8",97,1,115,"-1,32","0,36",84,"-6,5",96,"-0,1",90,"-0,11",91,"-0,09",88,"-0,11",88,"-0,03",17,"-0,63","0,2",99,"-15,07",96
ALVORADA J99,C0176800,2010,,,,,,PC,2219,,1,62,"0,28","0,52",62,"-3,76","0,5",95,,,,,"-0,1",91,"-0,11",89,"-0,1",92,"0,02",59,"0,02",87,"-13,21",95,1,28,"-3,41","0,23",97,"-7,17",97,"-0,13",93,"-0,12",93,"-0,08",86,"0,01",62,,,"0,05","0,25",53,"-15,3",96
GAP 1645-1267,O0230497,2007,,,,,,PO,2555,,1,44,"-0,89","0,42",7,"-2,65","0,52",91,"0,39","0,06",23,8,"-0,16",96,"-0,11",90,"-0,02",75,,,"-0,01",23,"-12,7",95,1,26,"-4,62","0,26",98,"-7,27",97,"-0,22",98,"-0,21",98,"-0,07",85,,,"-0,04",13,"-0,19","0,34",83,"-19,44",98
TOPASS FREEWAY 2,O192627,1988,,,,,,PO,2444,,1,23,"-0,19","0,46",30,"-2,14","0,45",88,"-2,56","0,27",97,86,"-0,15",96,"-0,15",95,"-0,12",94,"-0,1",89,"0,03",,"-11,2",93,1,14,"-5,57","0,23",99,"-7,71",97,"-0,17",96,"-0,18",96,"-0,16",96,"-0,09",87,,,,,,"-20,02",98
TOPASSWCK 3N-89,O222605,2002,,,,,,PO,,,2,78,"-0,04","0,5",40,"-8,11","0,49",99,"0,51","0,2",20,63,"-0,04",83,"-0,14",94,"-0,14",96,"-0,31",99,,,"-21,7",99,1,48,"-4,73","0,24",99,"-12,84",99,"-0,07",88,"-0,24",99,"-0,18",97,"-0,42",99,,,,,,"-22,95",99
AM MGE 122L PACO 2,O235496,2007,,,,,,PO,,,3,81,"-0,52","0,48",17,"-4,6","0,53",97,,,,,"-0,16",96,"-0,16",96,"-0,11",93,"0,05",51,,,"-17,38",98,2,61,"-6,88","0,24",99,"-11,48",99,"-0,25",99,"-0,2",97,"-0,2",98,"0,05",50,"-0,01",25,"-0,15","0,4",79,"-25,81",99
