nome_touro,registro,ano_nasc,var_mocha,pelagem,categoria,criador_codigo,fornecedor_semen_cod,reb_desm,nf_desm,pn_dep,pn_acuracia,pn_percentil,gnd_direto_dep,gnd_direto_acuracia,gnd_direto_percentil,gnd_materno_dep,gnd_materno_acuracia,gnd_materno_percentil,netos,conformacao_desm_dep,conformacao_desm_percentil,precocidade_desm_dep,precocidade_desm_percentil,musculatura_desm_dep,musculatura_desm_percentil,tamanho_desm_dep,tamanho_desm_percentil,pelame_desm_dep,pelame_desm_percentil,indice_desmama,indice_desmama_percentil,reb_sobreano,nf_sobreano,gds_dep,gds_acuracia,gds_percentil,gns_dep,gns_percentil,conformacao_sobr_dep,conformacao_sobr_percentil,precocidade_sobr_dep,precocidade_sobr_percentil,musculatura_sobr_dep,musculatura_sobr_percentil,tamanho_sobr_dep,tamanho_sobr_percentil,pelame_sobr_dep,pelame_sobr_percentil,perimetro_escrotal_dep,perimetro_escrotal_acuracia,perimetro_escrotal_percentil,indice_final,indice_final_percentil
DON MIGUEL DESAFIO 2135 NW TE DESAFIO,IA1349,2010,,P,IA,10379,,3,39,"0,11","0,34",46,"2,87","0,44",56,"1,60","0,18",21,2,"0,15",35,"0,15",34,"0,15",35,"0,02",68,"0,05",78,"9,56",48,3,28,"1,36","0,34",62,"4,23",59,"0,14",41,"0,13",36,"0,16",38,"0,00",70,"0,05",76,"0,23","0,42",50,"8,88",53
RUBETA 4444 QUEBRANTADOR QUEBRANTADOR,IA1116,2005,,V,IA,,K,51,779,"0,90","0,84",89,"1,94","0,85",64,"-3,39","0,58",98,485,"0,22",16,"0,19",25,"0,27",8,"0,07",49,"0,08",87,"9,90",47,44,632,"0,88","0,78",67,"2,82",67,"0,20",25,"0,15",32,"0,29",10,"0,03",59,"0,11",92,"-0,05","0,81",73,"8,84",53
SAV PUREBRED 4896,IA1653,2014,,P,IA,20353,,6,49,"-0,27","0,56",21,"0,99","0,55",73,"3,03","0,25",5,13,"0,20",20,"0,00",78,"0,09",55,"0,07",47,"-0,08",22,"7,13",57,6,15,"0,35","0,40",72,"1,33",74,"0,14",44,"-0,08",93,"0,03",74,"0,04",57,"-0,09",22,"1,09","0,42",4,"8,76",53
SOSSEGO 13N FIV EBV FIRE HEADLINER,186788,2014,,P,PO,14764,,2,38,"0,14","0,28",48,"6,83","0,46",19,"0,82","0,18",36,8,"0,14",38,"0,20",22,"0,10",53,"-0,01",76,"-0,02",44,"17,92",23,1,27,"-0,43","0,35",78,"6,39",47,"0,10",54,"0,18",25,"0,12",49,"-0,06",86,"-0,02",45,"-0,23","0,42",86,"8,75",53
SINCLAIR RITO LEGACY 3R9,IA1088,2003,,P,IA,,,6,29,"0,02","0,51",39,"2,64","0,51",58,"3,46","0,21",3,21,"0,23",14,"0,38",3,"0,21",17,"0,11",35,"-0,14",9,"11,71",42,6,25,"0,53","0,40",70,"3,17",65,"0,21",23,"0,33",5,"0,15",39,"0,09",42,"-0,19",5,"-0,31","0,46",89,"8,73",53
CIA.AZUL 3090 RESOURCE TRAVELER 004,188317,2015,,P,PO,8538,,1,43,"-0,41","0,58",15,"2,71","0,57",57,"0,37","0,19",45,2,"0,02",78,"0,05",65,"0,06",66,"-0,07",90,"0,08",87,"4,85",66,1,20,"5,17","0,42",23,"7,88",38,"0,06",67,"0,07",56,"0,08",60,"-0,08",90,"0,08",86,"-0,08","0,45",76,"8,70",53
TRES MARIAS 4809 LESTER TE,75375,1995,,P,PO,5150,,26,503,"0,49","0,74",71,"2,41","0,82",60,"-0,58","0,57",71,528,"0,08",59,"0,04",69,"0,06",66,"0,06",51,"-0,10",16,"6,32",60,22,337,"2,80","0,72",47,"5,21",54,"0,16",35,"0,08",51,"0,11",52,"0,11",36,"-0,07",28,"0,02","0,72",68,"8,68",54
UMBU 3496 RESOURCE,221805,2018,,P,PO,99,,1,27,"-0,40","0,50",15,"1,17","0,48",71,,,,0,"0,09",57,"0,09",51,"0,17",26,"-0,02",79,"-0,09",17,"3,80",68,,0,"3,96","0,29",34,"5,13",54,"0,14",44,"0,12",39,"0,23",19,"-0,01",72,"-0,07",27,"0,09","0,33",63,"8,65",54
CIA.AZUL 3260 A.VALLEY G.7372,194433,2015,,P,PO,8538,,1,25,"-0,61","0,46",10,"-0,91","0,45",86,,,,0,"0,05",71,"0,02",73,"-0,00",81,"0,03",64,"-0,10",16,"-2,22",83,,0,"5,32","0,30",21,"4,41",59,"0,12",49,"0,09",48,"0,07",63,"0,13",32,"-0,09",20,"0,65","0,36",20,"8,56",54
RED SODER CANYON 126M,IA823,2002,,V,IA,,,2,20,"0,52","0,41",73,"3,56","0,40",48,"-1,65","0,14",86,22,"-0,03",88,"-0,02",83,"-0,02",85,"0,07",48,"0,12",95,"5,07",65,2,14,"4,05","0,30",33,"7,62",40,"-0,01",82,"-0,02",83,"0,00",79,"0,06",50,"0,10",88,"0,79","0,35",13,"8,54",54
SOO LINE MOMENTUM 7051,IA1251,2007,,V,IA,,,14,190,"0,75","0,67",85,"2,58","0,73",58,"1,70","0,27",19,73,"0,11",49,"0,04",69,"0,08",59,"0,18",18,"0,12",95,"7,62",55,11,119,"1,00","0,57",66,"3,59",63,"0,09",57,"-0,02",80,"0,08",60,"0,16",23,"0,13",94,"0,97","0,62",7,"8,53",54
BRAVE 2108 TELLECHEA,160131,2012,,P,PO,18551,,1,26,"-0,16","0,54",26,"1,23","0,48",70,"1,93","0,14",16,4,"0,29",7,"0,38",3,"0,31",5,"0,03",61,"-0,19",4,"10,61",45,1,20,"-2,00","0,37",91,"-0,77",82,"0,31",7,"0,30",7,"0,34",5,"0,00",70,"-0,18",6,"0,28","0,38",46,"8,53",54
CACHAFAZ 2382 TELLECHEA,181029,2014,,P,PO,18551,,1,30,"0,34","0,51",62,"-1,48","0,49",89,,,,0,"0,21",18,"0,26",12,"0,19",22,"0,02",68,"-0,12",11,"1,91",73,1,22,"3,06","0,33",43,"1,57",73,"0,24",17,"0,24",13,"0,20",25,"-0,02",75,"-0,15",9,"-0,03","0,37",72,"8,43",54
GAP M157/15,393336,2015,,P,PC,2555,,1,94,"-0,34","0,67",17,"1,51","0,66",68,"0,24","0,29",47,14,"0,15",36,"0,19",24,"0,10",52,,,"0,03",70,"6,40",60,1,67,"2,95","0,53",45,"4,46",58,"0,14",42,"0,13",36,"0,11",53,,,"-0,01",51,"-0,10","0,59",78,"8,36",54
RITO SAV 2282 TELLECHEA,171138,2013,,P,PO,18551,,3,42,"1,29","0,55",96,"4,40","0,54",40,"-0,56","0,13",70,6,"0,17",30,"0,28",10,"0,19",23,"0,24",10,"-0,10",16,"13,43",37,3,22,"0,47","0,36",71,"4,87",56,"0,12",48,"0,22",16,"0,16",38,"0,16",24,"-0,11",18,"-0,12","0,40",79,"8,34",54
SANTO ANTÃO DON LEO 707,156971,2012,,P,PO,14982,,1,30,,,,"0,70","0,51",76,"-0,40","0,17",67,10,"0,13",42,"0,10",48,"0,11",48,"0,20",16,"-0,03",40,"4,10",67,1,23,"2,40","0,39",51,"3,10",65,"0,12",48,"0,12",38,"0,11",53,"0,19",18,"-0,03",41,"0,66","0,45",19,"8,31",54
CONNEALY COMRADE 1385,IA1432,2011,,P,IA,4568,M,9,128,"-1,05","0,66",4,"4,82","0,68",36,"-1,70","0,18",87,27,"0,13",42,"0,24",16,"0,14",39,"-0,01",77,"-0,04",36,"13,12",38,8,101,"0,60","0,54",70,"5,42",52,"0,07",64,"0,20",19,"0,08",61,"-0,10",91,"-0,04",37,"0,21","0,65",52,"8,30",54
JR SUPREMO PROSPERITY 139 DA SANTA THERE,157333,2012,,P,PO,3108,,1,75,"-0,93","0,62",5,"4,90","0,60",36,"0,17","0,11",49,16,"0,04",74,"0,06",62,"0,09",55,"-0,00",73,"-0,02",42,"10,25",46,1,33,"0,26","0,37",73,"5,17",54,"0,08",62,"-0,00",77,"0,06",66,"0,04",58,"0,00",56,"0,93","0,36",8,"8,28",55
6 MILE FULL THROTTLE 171T,IA1350,2007,,V,IA,16477,,8,112,"0,08","0,61",44,"1,06","0,64",72,"-1,18","0,20",80,54,"0,11",50,"0,03",70,"0,05",70,"0,06",50,"0,38",99,"4,15",67,7,97,"3,82","0,49",36,"4,88",56,"0,14",42,"0,15",32,"0,08",61,"0,15",26,"0,39",99,"-0,14","0,56",80,"8,18",55
SAV BEACON 0008,IA1295,2010,,P,IA,20353,M,3,21,"-0,66","0,44",9,"3,79","0,43",46,"0,30","0,15",47,7,"0,04",74,"0,06",60,"0,04",71,"0,08",44,"0,06",80,"7,76",55,3,16,"3,09","0,32",43,"6,88",45,"0,03",74,"0,11",43,"0,07",65,"0,09",43,"0,06",79,"0,29","0,36",46,"8,15",55
RUBETA 5292 VERDADERO TE,IA1312,2008,,P,IA,10379,,12,146,"-0,48","0,63",12,"1,17","0,71",71,"2,35","0,35",10,96,"0,15",34,"0,19",25,"0,23",13,"0,04",58,"0,01",57,"5,87",62,10,105,"2,48","0,58",50,"3,65",62,"0,15",37,"0,11",42,"0,21",23,"0,04",57,"0,01",61,"0,03","0,64",67,"8,11",55
ARAPAN 393 STRONGHOLD 916,190606,2015,,V,PO,17045,,1,21,"-0,55","0,43",11,"5,21","0,41",33,,,,0,"0,17",28,"0,11",44,"0,17",29,"0,15",26,"-0,02",45,"15,44",30,,0,"0,91","0,28",67,"6,13",48,"0,14",42,"0,05",60,"0,16",37,"0,13",32,"-0,02",45,"-0,91","0,34",99,"8,10",55
SAV REGISTRY 2831 REGISTRY,IA1563,2012,,P,IA,13096,,10,92,"0,59","0,61",77,"3,16","0,65",52,"-1,33","0,28",82,51,"0,15",36,"0,10",47,"0,10",53,"0,10",40,"-0,05",32,"10,08",47,9,67,"0,06","0,51",74,"3,22",65,"0,15",38,"0,10",47,"0,09",59,"0,09",42,"-0,07",30,"0,38","0,55",38,"8,06",55
HXC JACKHAMMER 8800U,IA1229,2008,,V,IA,,,3,39,"0,14","0,48",48,"2,83","0,51",56,"-1,27","0,05",81,9,"0,03",76,"0,15",35,"0,08",59,"0,01",71,"0,05",78,"5,45",63,3,29,"5,48","0,34",20,"8,31",36,"0,07",65,"0,15",31,"0,16",36,"0,05",56,"0,03",70,"-0,63","0,28",97,"8,04",55
BR NEW DAY 454,IA1028,2004,,P,IA,,M,3,58,"0,37","0,59",64,"4,93","0,58",35,"1,72","0,19",19,43,"0,12",44,"0,08",54,"0,08",61,"0,14",29,"-0,15",7,"13,23",38,3,53,"0,35","0,45",72,"5,28",53,"0,07",63,"0,02",71,"0,03",74,"0,09",43,"-0,16",8,"0,17","0,51",55,"7,97",55
LEACHMAN KING ROB 8621,IA459,1990,,V,IA,,,18,129,"-0,64","0,68",9,"3,17","0,74",52,"1,78","0,54",18,152,"-0,00",83,"-0,05",89,"-0,00",82,"0,09",44,"0,03",70,"5,14",65,17,110,"4,40","0,66",30,"7,56",40,"0,04",73,"-0,03",84,"0,02",75,"0,11",37,"0,03",68,"0,08","0,64",63,"7,95",55
GAP 5085,178561,2014,,V,PO,2555,,2,30,"1,66","0,53",99,"2,53","0,52",59,"0,62","0,17",40,3,"0,06",67,"0,26",12,"0,16",32,,,"-0,08",21,"5,92",62,2,19,"3,45","0,38",40,"5,98",49,"0,06",67,"0,27",9,"0,18",30,,,"0,02",65,"0,20","0,42",53,"7,94",56
WESTWIND RITO 8503-DJH-019,IA367,1990,,P,IA,,M,18,76,"0,10","0,65",46,"2,66","0,69",58,"3,94","0,52",2,281,"0,10",53,"0,09",51,"0,09",56,"0,09",42,"-0,07",23,"7,39",56,18,60,"2,83","0,61",46,"5,49",52,"0,12",48,"0,14",34,"0,10",55,"0,06",51,"-0,08",23,"-0,28","0,57",88,"7,78",56
TRES MARIAS 8189 YESQUERO TE YESQUERO,IA1151,2008,,V,IA,,K,29,356,"-0,41","0,78",15,"2,60","0,80",58,"-2,94","0,45",97,185,"0,15",36,"0,07",58,"0,16",32,"0,11",37,"0,14",97,"8,85",51,25,260,"0,99","0,69",66,"3,59",63,"0,15",38,"0,07",57,"0,17",35,"0,12",34,"0,13",94,"0,07","0,74",63,"7,78",56
QUIRÍ A164,164858,2000,,V,PC,92,,2,72,"0,73","0,36",84,"0,78","0,59",75,"0,92","0,25",35,34,"0,07",66,"0,07",58,"0,02",76,"0,05",56,"0,05",79,"2,12",73,2,38,"4,14","0,43",32,"4,93",55,"0,06",67,"0,08",53,"0,08",61,"0,01",67,"0,05",77,"0,47","0,37",32,"7,73",56
SCHULER REBEL 0029X REBEL,IA1751,2010,,V,IA,22231,,1,25,,,,"4,85","0,34",36,"1,81","0,07",17,9,"-0,05",91,"0,04",67,"-0,18",99,"0,04",58,,,"7,18",57,1,20,"4,62","0,21",28,"9,47",30,"-0,01",82,"0,03",67,"-0,13",97,"0,01",69,,,"-0,16","0,27",82,"7,65",56
CATANDUVA TE213 NOSTRADAMUS K.ROB TE12,99045,2003,,V,PO,16417,,24,381,"0,54","0,76",74,"1,90","0,80",65,"-2,43","0,49",93,248,"0,20",22,"0,09",52,"0,23",14,"0,11",36,"0,03",70,"8,97",50,20,322,"2,09","0,71",54,"3,99",61,"0,19",27,"0,05",62,"0,25",16,"0,13",31,"0,04",72,"-0,79","0,77",99,"7,65",56
JUQUIRY RED 8038 8908,387528,2014,,V,PC,18553,,1,37,"0,60","0,47",77,"2,15","0,51",62,,,,0,"0,08",59,"0,15",35,"0,17",29,"0,02",67,"-0,01",51,"5,74",62,1,31,"2,96","0,40",44,"5,10",54,"0,12",49,"0,18",24,"0,20",27,"0,01",67,"0,00",56,"-0,06","0,41",74,"7,64",56
QUIRI S0202,395598,2014,,P,PC,92,,1,27,"1,34","0,45",97,"4,32","0,46",41,"2,09","0,14",13,3,"0,10",52,"0,29",9,"0,24",12,"-0,06",87,"-0,08",23,"11,17",44,1,25,"1,16","0,36",63,"5,48",52,"0,02",78,"0,18",23,"0,19",28,"-0,09",91,"-0,07",27,"0,40","0,48",36,"7,62",56
LAS LILAS 1659 SOTEIN NAYMEJOR TE SOBRADOR,IA1254,2006,,V,IA,,,2,36,"-2,11","0,48",1,"2,91","0,49",55,"1,47","0,07",24,8,"0,08",62,"0,09",52,"0,15",34,"-0,10",93,"-0,13",10,"7,14",57,2,32,"1,15","0,36",64,"4,06",60,"0,07",63,"0,05",63,"0,15",38,"-0,07",89,"-0,11",18,"0,79","0,40",13,"7,59",57
SANTA JOANA DAKOTA 68,193402,2015,,P,PO,15398,,1,40,"1,97","0,44",99,"4,83","0,43",36,"1,56","0,15",22,11,"0,19",24,"0,33",5,"0,21",18,,,"-0,03",41,"15,19",31,1,31,"-0,36","0,33",77,"4,47",58,"0,12",49,"0,27",10,"0,22",22,,,"0,01",58,"-0,36","0,39",91,"7,58",57
WHITESTONE WIDESPREAD MB,IA603,1995,,P,IA,,,22,331,"0,37","0,73",64,"2,96","0,79",54,"0,94","0,59",34,716,"0,07",66,"0,07",58,"0,09",56,"0,03",61,"-0,01",47,"6,91",58,22,264,"3,21","0,71",42,"6,17",48,"0,06",67,"0,07",55,"0,08",62,"0,06",50,"-0,06",31,"-0,05","0,75",74,"7,50",57
TRES MARIAS 6241 PAYADOR TE PAYADOR,IA848,2001,,V,IA,,,17,84,"0,62","0,68",78,"1,30","0,71",70,"-3,91","0,48",99,261,"0,10",54,"0,11",47,"0,20",19,"-0,11",94,"0,05",76,"4,32",67,17,75,"4,47","0,62",29,"5,76",50,"0,14",44,"0,11",42,"0,29",10,"-0,08",89,"0,01",62,"-0,67","0,63",98,"7,49",57
CIA.AZUL TE2150,172424,2013,,P,PO,8538,,2,82,"-0,66","0,65",9,"3,88","0,65",45,"0,28","0,27",47,36,"0,10",54,"0,25",13,"0,23",13,"-0,01",76,"0,01",61,"10,00",47,2,50,"1,55","0,49",60,"5,43",52,"0,05",69,"0,25",12,"0,28",11,"-0,07",88,"0,03",67,"0,17","0,50",55,"7,47",57
LJC MISSION STATEMENT P27,IA869,2004,,V,IA,,,20,584,"-0,08","0,78",31,"-0,89","0,82",86,"2,28","0,53",11,357,"-0,05",91,"-0,12",97,"-0,12",97,"0,07",48,"0,14",97,"-5,48",89,16,420,"5,82","0,72",18,"4,93",55,"0,12",49,"0,01",73,"0,03",72,"0,12",34,"0,20",99,"0,68","0,72",18,"7,44",57
BUFORD PATHFINDER C304,IA1865,2014,,P,IA,22812,,8,80,"-0,70","0,65",8,"-0,04","0,65",81,"-0,22","0,21",64,2,"0,04",73,"0,10",49,"0,03",74,"-0,04",83,"0,04",73,"-0,55",80,7,63,"5,57","0,52",19,"5,53",52,"0,11",51,"0,20",20,"0,08",62,"-0,01",72,"0,05",74,"-0,13","0,58",80,"7,42",57
GAP 2937 BRIGADIER DISCUTIDO,114934,2006,,P,PO,2555,,3,368,"-0,19","0,82",25,"2,76","0,81",57,"-4,33","0,51",99,245,"0,09",57,"0,08",54,"0,09",56,"-0,04",82,"-0,03",39,"7,24",57,3,259,"0,83","0,70",68,"3,59",63,"0,13",47,"0,13",37,"0,17",34,"-0,04",81,"-0,04",40,"0,51","0,74",29,"7,40",57
RITO 6I6 OF 4B20-6807,IA596,1996,,P,IA,,M,6,50,"0,03","0,57",40,"2,80","0,60",56,"2,53","0,35",9,162,"0,02",78,"0,07",59,"-0,02",84,"0,07",50,"-0,11",13,"5,04",65,8,49,"2,95","0,51",44,"5,76",50,"0,02",78,"0,05",61,"0,02",75,"0,04",57,"-0,10",20,"0,68","0,49",18,"7,35",57
ASD 530 BRIGADIER PANDERO PANDERO,116014,2006,,V,PO,15780,,21,414,"-0,57","0,80",10,"1,44","0,81",69,"-2,26","0,52",92,269,"0,07",66,"0,04",68,"0,09",55,"-0,07",89,"0,05",76,"3,58",69,15,267,"1,68","0,70",59,"3,12",65,"0,11",52,"0,05",63,"0,16",36,"-0,03",78,"0,05",75,"0,85","0,73",11,"7,27",58
KCF BENNETT ABSOLUTE ABSOLUTE,IA1698,2009,,P,IA,15614,A,5,52,"-0,22","0,58",23,"6,06","0,58",25,"2,41","0,17",10,4,"0,06",68,"-0,11",97,"-0,14",99,"-0,02",79,"-0,12",11,"13,55",36,5,43,"1,31","0,45",62,"7,37",42,"-0,04",87,"-0,24",99,"-0,25",99,"-0,14",95,"-0,14",11,"0,16","0,50",56,"7,26",58
TRES MARIAS 9087 MULBERRY 8280 TE HALCON,IA1458,2011,,V,IA,16982,K,18,147,"0,40","0,68",66,"0,91","0,71",74,"0,06","0,32",51,67,"0,09",56,"0,09",50,"0,14",36,"0,01",69,"-0,02",47,"3,27",70,16,101,"2,37","0,56",51,"3,28",65,"0,09",57,"0,10",46,"0,20",27,"0,03",62,"-0,00",55,"0,66","0,61",19,"7,25",58
MAUFER 038TEI APAM96 ZORZAL DISPARO,152927,2011,,P,PO,17034,,1,31,"-0,32","0,34",18,"2,67","0,42",58,"-3,77","0,22",99,37,"0,14",39,"0,05",64,"0,13",42,"-0,04",83,,,"8,64",52,1,29,"0,17","0,33",73,"2,84",67,"0,15",39,"0,00",75,"0,10",55,"-0,06",86,,,"0,31","0,35",43,"7,22",58
SAV HEAVY HITTER 6347,IA1056,2006,,P,IA,,,8,48,"0,59","0,68",77,"3,16","0,68",52,"-1,77","0,39",88,281,"0,01",81,"-0,05",89,"-0,12",97,"0,13",30,"0,12",94,"5,39",63,9,40,"1,89","0,59",57,"5,05",54,"0,05",70,"-0,01",80,"-0,06",91,"0,16",24,"0,13",94,"0,83","0,64",12,"7,20",58
SANTA AUGUSTA 1008 ROY ROGERS,347942,2011,,V,PC,16076,,2,32,"0,43","0,42",68,"4,95","0,42",35,,,,0,"0,08",62,"0,06",63,"0,10",52,"0,03",63,"0,09",90,"11,62",42,2,17,"0,54","0,30",70,"5,50",52,"0,06",67,"-0,00",78,"0,09",58,"0,01",67,"0,11",90,"0,19","0,25",54,"7,12",58
TÓLIO TEI0025 MANHATTAN GAL CHAMPIGNON,167153,2012,,P,PO,14838,,1,140,"0,74","0,61",84,"5,70","0,61",28,"0,54","0,27",42,53,"0,08",61,"-0,04",88,"-0,01",83,"0,02",65,"-0,02",46,"13,41",37,1,122,"-1,33","0,47",86,"4,38",59,"0,10",56,"-0,06",90,"0,00",80,"0,03",63,"-0,02",48,"0,49","0,56",30,"7,12",58
GAP FIV5065,185323,2014,,P,PO,2555,,2,87,"0,62","0,65",79,"2,63","0,64",58,"-1,50","0,23",84,32,"0,15",33,"0,07",57,"0,03",73,"0,33",3,"-0,20",3,"9,14",50,2,66,"0,88","0,48",67,"3,51",63,"0,17",33,"-0,02",80,"0,02",75,"0,35",3,"-0,22",3,"-0,31","0,52",89,"7,05",58
HW 79 GUAPO BARTIRA 20 DE FIELD DAY,140985,2010,,V,PO,8349,,1,84,"-0,27","0,65",21,"3,45","0,65",49,"-0,96","0,24",76,32,"0,10",53,"0,13",38,"0,08",60,"0,16",24,"0,03",70,"9,11",50,1,48,"0,67","0,48",69,"4,12",60,"0,10",54,"0,13",38,"0,09",57,"0,13",32,"0,04",72,"0,13","0,50",60,"6,71",58
QUIRI S059P,189468,2014,,V,PO,92,,1,59,"0,39","0,61",65,"1,15","0,59",71,"0,53","0,10",42,5,"0,10",53,"0,15",33,"0,14",39,"0,02",66,"0,02",62,"4,11",67,1,34,"1,46","0,40",61,"2,61",68,"0,14",43,"0,21",18,"0,20",25,"0,03",61,"-0,00",52,"0,44","0,41",34,"6,69",59
SAV BISMARCK 5682,IA1188,2005,,P,IA,,,77,1342,"-0,70","0,87",8,"2,97","0,88",54,"2,12","0,65",13,710,"0,15",36,"0,05",64,"0,14",38,"0,06",51,"0,04",73,"9,65",48,68,1028,"-0,87","0,82",82,"2,10",70,"0,11",52,"0,03",69,"0,13",46,"0,00",70,"0,04",74,"0,65","0,85",20,"6,68",59
BJR MONU 4X-303,IA627,1995,,V,IA,27158,,9,168,"1,12","0,45",94,"3,16","0,70",52,"-1,73","0,37",87,150,"0,01",82,"-0,00",79,"0,00",80,"0,09",42,"-0,02",47,"5,35",64,5,115,"2,11","0,55",54,"5,27",53,"0,05",71,"0,01",75,"0,06",67,"0,11",38,"-0,01",49,"0,55","0,51",26,"6,62",59
AB 273 HORNERO TE,188051,2014,,P,PO,2873,,2,26,"0,29","0,50",60,"2,98","0,48",54,"-1,90","0,35",89,1,"0,10",52,"-0,09",94,"0,09",58,"0,10",39,"0,04",72,"8,16",53,2,23,"1,77","0,44",58,"4,75",57,"0,07",64,"-0,12",97,"0,09",58,"0,06",51,"0,05",77,"-0,06","0,43",74,"6,58",59
REDBAR NET WORTH F427 MATRIX,209475,2016,,P,PO,9271,,1,30,"-1,21","0,52",3,"3,10","0,52",53,,,,0,"0,17",30,"0,22",19,"0,19",22,"0,01",69,"-0,05",34,"10,58",45,1,29,"-0,39","0,43",78,"2,72",67,"0,14",41,"0,14",33,"0,19",29,"-0,00",71,"-0,04",38,"-0,01","0,50",70,"6,58",59
RED NORTHLINE ROCK STAR 911U ROCK,IA1358,2008,,V,IA,16477,,8,97,"0,08","0,51",44,"2,84","0,61",56,"-0,58","0,16",71,35,"0,08",62,"0,14",36,"0,15",34,"0,02",68,"0,08",87,"7,02",58,8,64,"2,79","0,45",47,"5,63",51,"0,06",67,"0,14",33,"0,17",33,"0,01",68,"0,10",90,"-0,21","0,46",85,"6,58",59
CMC TAINÁ DO CEDRO C5TE ZORZAL,162880,2012,,P,PO,17029,,2,64,"0,17","0,58",50,"3,12","0,57",53,"-2,28","0,22",92,21,"0,08",62,"0,24",15,"0,21",18,"-0,05",85,"-0,06",29,"7,62",55,2,57,"2,70","0,45",48,"5,82",50,"0,06",67,"0,24",13,"0,24",17,"-0,10",92,"-0,06",33,"-0,31","0,49",89,"6,53",59
RINCON 1544 ZORZAL DEL SARANDY,135024,2009,,P,PO,7287,,2,63,"1,58","0,61",98,"2,11","0,60",63,"-1,47","0,22",84,19,"0,17",29,"0,15",35,"0,13",43,"0,13",30,"0,04",74,"8,56",52,2,59,"0,86","0,49",68,"2,97",66,"0,08",60,"0,02",70,"0,07",62,"0,05",55,"0,04",74,"0,12","0,55",61,"6,50",59
GAP 4753,169098,2013,,P,PO,2555,,3,64,"0,87","0,62",88,"1,15","0,61",71,"0,46","0,19",43,17,"0,02",78,"0,15",35,"0,25",12,"-0,04",83,"-0,04",36,"1,42",75,2,48,"4,06","0,46",33,"5,21",54,"0,05",69,"0,15",32,"0,28",12,"0,02",64,"-0,03",42,"0,26","0,52",48,"6,48",59
PERRIER EXT EXTRA 4048,73528,1994,,P,PO,5445,,14,230,"0,22","0,63",53,"1,64","0,74",67,"-1,12","0,41",79,153,"0,02",78,"-0,00",79,"0,11",49,"-0,11",94,"0,01",60,"2,58",72,12,163,"3,60","0,62",38,"5,25",53,"0,05",71,"0,01",73,"0,05",68,"-0,09",90,"-0,08",24,"0,28","0,67",46,"6,46",59
CIA.AZUL 3650 CIA 0474 PANDEIRO,198712,2016,,V,PO,8538,,1,21,"-0,73","0,48",7,"0,23","0,48",79,,,,0,"0,03",77,"0,02",72,"0,05",70,"-0,06",88,"-0,00",53,"-0,40",79,1,13,"4,28","0,35",31,"4,51",58,"0,12",50,"0,12",40,"0,20",27,"0,01",67,"-0,03",42,"0,06","0,39",65,"6,42",60
RINCON TORNADO TE2618 DEL SARANDY,182024,2014,,P,PO,7287,,2,27,"-0,05","0,53",34,"2,93","0,52",55,,,,0,"0,08",60,"0,19",25,"0,17",27,"-0,10",93,"0,23",99,"7,39",56,1,21,"1,37","0,42",62,"4,30",59,"0,03",75,"0,14",35,"0,17",32,"-0,11",93,"0,24",99,"0,46","0,47",32,"6,39",60
SÃO BIBIANO LIDER TE7327,170506,2013,,P,PO,110,,1,25,"-0,01","0,40",37,"0,06","0,46",80,"0,20","0,20",48,3,"0,20",21,"0,27",11,"0,27",8,"-0,06",88,"-0,04",36,"4,98",65,1,13,"0,75","0,34",68,"0,80",76,"0,16",36,"0,27",10,"0,26",15,"-0,06",86,"-0,05",33,"0,23","0,39",50,"6,29",60
PASTORIZA 1548 TRUENO TE,IA1952,2014,,V,IA,22742,,5,80,"0,54","0,46",74,"-0,41","0,59",83,,,,0,"0,21",18,"0,30",8,"0,29",6,"0,09",43,"0,20",99,"4,40",67,4,48,"-0,39","0,42",78,"-0,80",82,"0,20",24,"0,26",10,"0,32",6,"0,06",51,"0,21",99,"0,55","0,45",26,"6,24",60
HW 90 GAJO DIADEMA 21 DE FIELD DAY,140994,2010,,V,PO,8349,,1,71,"0,10","0,62",46,"-2,27","0,62",92,"0,89","0,22",35,36,"0,08",59,"-0,04",86,"0,05",69,"0,04",57,"0,03",72,"-3,99",87,1,53,"4,56","0,47",29,"2,29",69,"0,16",37,"0,07",57,"0,09",57,"0,11",37,"0,02",63,"0,20","0,49",53,"6,22",60
GUE-GLEN SUR CHILDE TE SOBERBIO,IA1638,2012,,P,IA,10379,,7,93,"0,05","0,44",42,"2,14","0,62",62,"-0,49","0,19",69,20,"0,07",63,"0,07",60,"0,15",33,"0,00",72,"0,07",83,"5,38",63,7,58,"2,95","0,46",44,"5,10",54,"0,05",70,"0,05",62,"0,19",28,"-0,02",75,"0,06",80,"-0,08","0,52",76,"6,21",60
SAV HARVESTOR 0338 HARVESTOR,IA1528,2010,,P,IA,16783,,12,150,"1,02","0,67",91,"3,21","0,71",51,"-1,10","0,22",78,20,"0,08",60,"-0,10",96,"0,10",52,"0,08",46,"0,08",88,"7,93",54,9,116,"0,81","0,58",68,"4,03",60,"0,02",79,"-0,06",92,"0,06",67,"0,03",63,"0,09",88,"0,65","0,67",20,"6,17",61
