nome_touro,registro,ano_nasc,var_mocha,geracao,grau_sangue,raca2_marcador,pelagem,categoria,criador_codigo,fornecedor_semen_cod,reb_desm,nf_desm,pn_dep,pn_acuracia,pn_percentil,gnd_direto_dep,gnd_direto_acuracia,gnd_direto_percentil,gnd_materno_dep,gnd_materno_acuracia,gnd_materno_percentil,netos,conformacao_desm_dep,conformacao_desm_percentil,precocidade_desm_dep,precocidade_desm_percentil,musculatura_desm_dep,musculatura_desm_percentil,tamanho_desm_dep,tamanho_desm_percentil,pelame_desm_dep,pelame_desm_percentil,indice_desmama,indice_desmama_percentil,reb_sobreano,nf_sobreano,gds_dep,gds_acuracia,gds_percentil,gns_dep,gns_percentil,conformacao_sobr_dep,conformacao_sobr_percentil,precocidade_sobr_dep,precocidade_sobr_percentil,musculatura_sobr_dep,musculatura_sobr_percentil,tamanho_sobr_dep,tamanho_sobr_percentil,pelame_sobr_dep,pelame_sobr_percentil,perimetro_escrotal_dep,perimetro_escrotal_acuracia,perimetro_escrotal_percentil,indice_final,indice_final_percentil
ANAMELIA TE L545,41923,2005,,,3/8,,P,PS,23805,,6,44,"-0,16","0,56",36,"4,77","0,56",19,"-0,06","0,13",40,21,"0,16",25,"0,06",60,"0,02",70,"0,13",13,"-0,07",20,,19,5,32,"7,56","0,41",4,"12,33",10,"0,19",20,"0,07",54,"0,05",59,"0,18",8,"-0,06",32,"-0,71","0,45",97,"15,34",15
UMBU 5268 COLORADO,131068,2016,,,3/8,,V,PS,99,R,2,25,"0,41","0,44",69,"3,33","0,40",27,"-0,00","0,07",39,8,"0,28",6,"0,28",8,"0,11",43,"0,16",9,"0,01",73,,16,2,20,"1,53","0,25",37,"4,86",31,"0,26",11,"0,25",11,"0,10",45,"0,10",20,"0,00",77,"1,30","0,36",4,"15,33",15
TRADIÇÃO MT PROFETA 3G 3257,137620,2017,,,3/8,,P,PS,23242,,1,34,"1,09","0,51",91,"6,89","0,48",10,,,,,"0,20",16,"0,27",9,"0,25",11,"0,05",32,"-0,18",1,,9,1,24,"3,36","0,34",22,"10,25",13,"0,21",18,"0,28",7,"0,24",15,"0,09",22,"-0,14",5,"-0,06","0,30",69,"15,23",15
LAS LILAS 7425-P SULTAN PATRICIO G5,IA144508,2015,,,3/8,,P,E,,,5,48,"1,21","0,38",93,"5,59","0,42",14,,,,,"0,22",13,"0,27",9,"0,20",19,"0,19",6,"0,01",78,,12,4,26,"4,05","0,26",18,"9,64",15,"0,27",11,"0,27",8,"0,25",15,"0,22",5,"-0,04",45,"-0,49","0,26",91,"15,02",15
TRADIÇÃO MT PROFETA 3G 2724,137437,2016,,,3/8,,P,PS,23242,,1,78,"-0,20","0,63",32,"6,42","0,60",11,"-0,24","0,17",65,7,"0,12",38,"0,21",18,"0,24",13,"-0,06",73,"-0,01",64,,14,1,36,"5,62","0,41",11,"12,05",10,"0,13",36,"0,23",12,"0,22",19,"-0,06",73,"0,00",77,"-0,01","0,35",65,"14,81",16
SULTANA FRANCESCO 1520 YAS TE SOBERBO,IA143386,2016,,,3/8,,P,E,312,K,9,339,"0,67","0,74",80,"2,44","0,76",35,,,,,"0,21",15,"0,31",6,"0,30",6,"-0,04",68,"-0,06",26,,26,6,167,"6,01","0,59",9,"8,45",19,"0,28",10,"0,33",4,"0,36",5,"-0,07",77,"-0,07",26,"-0,17","0,67",76,"14,79",16
GUAPIARA BE1474 FIV,116083,2015,,,3/8,,P,PS,22449,,2,156,"-0,60","0,53",15,"1,65","0,52",42,"1,52","0,11",8,2,"0,10",42,"-0,16",98,"0,04",63,"0,05",31,"-0,02",57,,41,2,57,"9,78","0,40",2,"11,43",12,"0,19",21,"-0,08",92,"0,14",33,"0,10",20,"-0,04",43,"-0,42","0,33",89,"14,57",17
CORRALERO N1 CLASSIC TSUMANI T/E MAHUIDA,IA136802,2013,,,3/8,,P,E,312,,18,470,"0,11","0,78",52,"7,64","0,80",8,"-0,47","0,24",70,35,"0,28",7,"0,03",71,"0,10",47,"0,19",6,"-0,11",11,,5,17,346,"0,54","0,68",47,"8,18",20,"0,14",33,"-0,03",83,"0,01",71,"0,16",10,"-0,08",18,"0,54","0,73",26,"14,49",17
LUQUENSE 013 HEREDERO 2676,IA141937,2014,,,3/8,,V,E,,,3,25,"0,06","0,36",48,"6,41","0,41",11,"0,30","0,00",29,3,"0,18",18,"0,24",13,"0,22",16,"0,00",49,"-0,10",12,,12,3,21,"2,15","0,26",31,"8,56",18,"0,19",20,"0,19",18,"0,18",24,"-0,03",61,"-0,07",24,"0,59","0,25",22,"14,44",17
GUAPIARA BR3538 TE,105906,2014,,,3/8,,P,PS,23805,,5,24,"-0,47","0,33",20,"0,84","0,44",50,,,,,"0,18",19,"0,12",41,"0,20",19,"0,06",27,"0,04",90,,38,2,4,"6,91","0,25",6,"7,75",21,"0,22",16,"0,14",33,"0,25",14,"0,08",25,"0,04",90,"0,43","0,23",32,"14,42",17
GUAPIARA BE2214 FIV PROTHEUS,137847,2017,,,3/8,,P,PS,23805,M,6,146,"0,90","0,62",87,"4,93","0,64",18,,,,,"0,28",7,"0,33",4,"0,23",14,"0,11",15,"-0,04",35,,12,5,107,"1,74","0,47",35,"6,67",24,"0,24",14,"0,25",10,"0,27",11,"0,07",27,"-0,04",38,"0,39","0,52",36,"14,40",17
ATLANTA OF SALACOA 488Z 2012 3/8 P E,23805,,,,,,,,,,4,22,"-0,49","0,36",19,"3,14","0,38",29,"-0,23","0,03",64,4,"0,07",52,"-0,04",86,"-0,01",79,"0,01",45,"-0,09",14,,34,3,16,"6,83","0,27",6,"9,98",14,"0,12",37,"0,00",76,"0,01",72,"0,03",40,"-0,11",10,"0,71","0,34",17,"13,84",18
BRANGUS BRASIL N53 DO MANANCIAL,259569,2012,,,3/8,,O,PS,7594,,2,148,"0,07","0,52",49,"7,51","0,66",8,"0,88","0,03",15,6,"-0,10",94,"0,05",65,"-0,01",79,"0,09",20,"-0,00",68,,24,2,120,"10,58","0,46",1,"18,09",3,"-0,06",89,"0,16",28,"0,00",74,"0,16",11,"-0,04",46,"-0,46","0,45",91,"13,66",18
OLHOS D'AGUA SPARTACUS 6G 7857,92717,2012,,,3/8,,P,PS,73,,1,116,"-0,20","0,69",32,"9,21","0,65",4,"-1,35","0,32",86,116,"-0,08",92,"-0,05",88,"0,00",76,"0,15",9,"-0,11",11,,15,1,10,"6,26","0,41",8,"15,47",5,"-0,03",81,"-0,03",83,"0,04",62,"0,20",6,"-0,08",17,"0,37","0,45",38,"13,25",19
MÃE RAINHA X-05 PACHA TERCO TE ''BABU'' BLACK JACK,158898,2019,,,3/8,,P,PS,19361,R,4,25,"1,04","0,19",90,"4,62","0,42",19,,,,,"0,35",3,"0,27",10,"0,27",8,"0,00",47,"-0,00",68,,9,2,14,"-0,28","0,28",57,"4,34",34,"0,35",4,"0,23",12,"0,28",10,"0,01",45,"-0,01",70,"-0,33","0,27",85,"13,05",19
PAIPASSO B41/14 TE PEDROSO,109349,2014,,,3/8,,V,PS,20882,,1,31,"0,24","0,54",59,"5,28","0,53",16,"-0,68","0,21",75,18,"0,33",3,"0,44",2,"0,42",2,"0,13",13,"-0,11",10,,8,1,30,"-1,40","0,43",71,"3,87",36,"0,32",6,"0,37",2,"0,39",3,"0,12",17,"-0,17",2,"0,25","0,49",45,"12,98",19
RANCHO 1154 T/E,IA133211,2011,,,3/8,,V,E,,,5,83,"0,49","0,64",73,"3,51","0,61",26,"0,03","0,00",37,5,"0,25",10,"0,26",11,"0,24",12,"0,09",20,"-0,17",2,,18,4,38,"3,14","0,37",24,"6,65",24,"0,24",14,"0,24",11,"0,22",18,"0,06",31,"-0,14",5,"-0,02","0,35",67,"12,97",19
CIA.AZUL 7020,140936,2017,,,3/8,,P,PS,8538,,3,28,"1,52","0,47",97,"4,53","0,50",20,,,,,"0,13",31,"0,11",45,"0,16",27,"0,12",14,"0,07",95,,22,3,21,"3,86","0,39",18,"8,39",19,"0,24",13,"0,17",23,"0,24",15,"0,20",7,"0,05",93,"-0,19","0,37",77,"12,51",21
MC TOP GUN 111Y15 2011 3/8 P E,23805,,,,,,,,,,2,28,"-0,65","0,17",13,"2,77","0,34",32,,,,,"0,12",36,"0,30",6,"0,33",6,"0,14",11,"0,06",94,,32,1,19,"5,50","0,22",11,"8,27",19,"0,14",34,"0,27",7,"0,38",3,"0,14",13,"0,03",87,"0,39","0,11",35,"12,20",22
BRANGUS BRASIL Q464 DO MANANCIAL,114163,2015,,,3/8,,V,PS,7594,,1,31,,,,"6,50","0,47",11,"-1,38","0,14",86,11,"0,12",36,"0,34",4,"0,16",26,"0,04",33,"-0,01",60,,14,1,18,"1,74","0,34",35,"8,24",19,"0,12",39,"0,28",7,"0,13",36,"0,04",38,"-0,02",60,"0,74","0,42",17,"12,17",22
ORIGENES ELEGIDO L3943,IA136152,2013,,,3/8,,P,E,,,7,80,"1,18","0,62",93,"0,23","0,61",56,"-0,70","0,13",75,12,"0,43",1,"0,28",8,"0,42",2,"-0,02",59,"0,05",92,,20,5,56,"-0,46","0,46",60,"-0,23",56,"0,44",1,"0,24",11,"0,42",2,"-0,02",61,"0,08",97,"-0,08","0,52",70,"11,91",22
PAIPASSO D03/16,127814,2016,,,3/8,,P,PS,20882,,1,50,"0,39","0,47",66,"4,26","0,58",22,"1,73","0,31",6,6,"0,16",24,"0,22",16,"0,23",14,"0,10",18,"-0,10",12,,20,1,45,"1,61","0,50",36,"5,88",28,"0,18",25,"0,19",18,"0,26",13,"0,13",15,"-0,06",27,"0,83","0,49",13,"11,66",23
"BRANGUS GUARITA 4G 144TE ""TORPEDO"" TORPEDO",114766,2016,,,3/8,,V,PS,20983,K,11,458,"0,32","0,81",64,"3,57","0,80",25,"0,37","0,27",26,53,"0,27",8,"0,21",18,"0,28",8,"0,18",7,"0,02",80,,16,10,248,"0,57","0,65",46,"4,13",35,"0,25",13,"0,08",53,"0,25",15,"0,14",13,"-0,06",30,"0,34","0,63",41,"11,60",23
LACONQUISTA 68 T/E,IA143425,2015,,,3/8,,P,E,,T,5,20,"0,09","0,27",50,"2,66","0,39",33,"-0,43","0,10",69,5,"0,09",47,"0,24",12,"0,12",37,"0,03",36,"-0,14",4,,36,4,9,"5,26","0,26",12,"7,92",20,"0,14",32,"0,25",10,"0,16",29,"0,06",32,"-0,10",11,"0,43","0,25",33,"11,45",23
POZO 4486 RELEVANTE,IA128965,2010,,,3/8,,P,E,,,3,35,"0,89","0,48",86,"3,36","0,54",27,"0,68","0,19",18,4,"0,17",21,"0,18",25,"0,27",9,"-0,07",76,"-0,04",40,,24,3,18,"3,21","0,41",24,"6,57",25,"0,16",28,"0,13",35,"0,22",18,"-0,06",75,"-0,06",28,"0,28","0,45",43,"11,21",24
GAP NINJA F825 NINJA,70849,2009,,,3/8,,P,PS,23388,Y,16,140,"-0,48","0,60",20,"3,97","0,70",23,"-0,22","0,21",63,75,"0,21",15,"0,16",31,"0,15",29,"0,07",25,"-0,06",29,,18,14,101,"2,65","0,55",27,"6,62",25,"0,15",30,"0,11",42,"0,09",47,"-0,03",63,"-0,04",41,"0,07","0,63",61,"11,19",24
STA CRUZ 3475 ALI 803G TE,34494,2003,,,3/8,,P,PS,312,,8,85,"-0,27","0,57",28,"3,39","0,64",27,"-3,05","0,30",97,111,"0,08",51,"-0,16",97,"-0,05",87,"0,05",29,"-0,07",19,,32,6,46,"3,67","0,49",19,"7,06",24,"0,11",40,"-0,15",97,"-0,03",83,"0,07",28,"-0,10",11,"0,99","0,57",9,"11,08",24
JUQUIRY BLACK TE6556 ARANDU TE6521 CH,117520,2016,,,3/8,,P,PS,18553,,3,49,"0,54","0,54",75,"4,52","0,56",20,,,,,"0,11",41,"0,24",12,"0,15",28,"0,04",35,"-0,05",29,,23,3,36,"1,43","0,42",38,"5,95",28,"0,13",37,"0,29",6,"0,22",17,"0,04",37,"-0,06",30,"1,24","0,39",5,"11,00",24
RANCHO BRG 1193 TE 2011 3/8 P E,23805,,,,,,,,,,9,80,"-1,21","0,64",3,"2,12","0,62",38,"-0,70","0,16",75,47,"0,26",9,"0,21",17,"0,28",8,"-0,09",80,"0,03",87,,24,8,60,"-0,63","0,48",62,"1,49",48,"0,27",11,"0,19",20,"0,23",17,"-0,13",90,"0,00",75,"1,18","0,56",6,"10,97",25
EBANO 4045 GLADIADOR TE GLADIADOR,IA112876,2001,,,3/8,,P,E,,,8,134,"0,18","0,64",56,"2,75","0,73",32,"3,17","0,43",2,268,"0,13",34,"0,16",29,"0,21",18,"0,02",40,"-0,09",15,,31,7,58,"4,58","0,61",15,"7,33",23,"0,22",16,"0,18",23,"0,27",11,"0,05",34,"-0,09",14,"-0,26","0,64",81,"10,91",25
RANCHO 1924 T/E,IA136814,2013,,,3/8,,P,E,,,7,99,"1,03","0,67",90,"4,63","0,65",19,"0,07","0,24",36,8,"0,23",12,"0,23",14,"0,28",8,"-0,09",82,"-0,00",65,,15,5,73,"-1,27","0,52",69,"3,36",38,"0,23",15,"0,20",17,"0,29",8,"-0,09",81,"-0,02",60,"0,85","0,56",13,"10,83",25
FSM PIMENTON 4G 576 PRECIOSO PRECIOSO,150011,2019,,,3/8,,V,PS,20362,K,4,69,"0,02","0,58",46,"-2,79","0,60",83,,,,,"0,34",3,"0,26",10,"0,29",7,"-0,14",93,"0,13",99,,47,3,31,"1,36","0,43",39,"-1,43",65,"0,32",5,"0,22",13,"0,26",13,"-0,13",89,"0,07",96,"1,09","0,47",7,"10,49",27
LC APOLO A344 LOTUS,94735,2013,,,3/8,,P,PS,4602,,1,31,"0,27","0,22",61,"4,23","0,42",22,"-0,27","0,13",65,4,"0,12",38,"0,11",44,"0,18",21,"-0,07",75,"0,01",78,,24,1,9,"2,78","0,27",26,"7,01",24,"0,15",31,"0,13",36,"0,22",19,"-0,00",52,"0,01",80,"0,29","0,32",43,"10,41",27
PRIMAVERA R183/14,112429,2014,,,3/8,,V,PS,2496,,3,37,"0,89","0,40",86,"2,61","0,48",34,"1,35","0,11",9,11,"0,17",22,"0,29",7,"0,21",17,"-0,12",89,"-0,09",15,,28,3,34,"1,97","0,38",32,"4,58",32,"0,16",30,"0,23",12,"0,20",22,"-0,12",88,"-0,10",10,"0,86","0,48",12,"10,33",27
JUQUIRY TE 6072 CURUPAY,95173,2013,,,3/8,,P,PS,18553,,2,99,"0,39","0,54",66,"7,46","0,66",9,"-0,10","0,27",42,73,"0,04",61,"0,12",43,"0,06",59,"0,02",41,"-0,02",54,,15,3,74,"2,08","0,50",31,"9,53",15,"0,01",71,"0,14",34,"0,07",55,"0,03",39,"-0,03",52,"0,67","0,47",19,"10,30",27
BASCO LOTUS 5001,120845,2015,,,3/8,,P,PS,4074,,1,31,,,,"2,70","0,45",33,,,,,"0,13",31,"0,08",52,"0,11",41,"0,05",31,"-0,09",16,,31,1,18,"3,45","0,33",22,"6,16",27,"0,18",24,"0,12",37,"0,16",30,"0,09",23,"-0,08",20,"0,20","0,33",48,"10,18",27
WAT LEAD GUN 33P6,IA9692850,2004,,,3/8,,P,E,,,5,139,"-0,08","0,65",40,"4,61","0,72",20,"0,47","0,35",24,266,"0,04",60,"0,03",72,"-0,00",78,"0,08",21,"-0,00",68,,28,5,114,"1,78","0,60",35,"6,38",26,"0,09",46,"0,01",73,"0,01",74,"0,17",9,"-0,01",64,"1,28","0,66",5,"9,94",28
TRADIÇÃO MT BONUS 3G 3522,144304,2018,,,3/8,,P,PS,23242,,1,31,"0,16","0,51",55,"9,12","0,48",4,"-1,23","0,11",84,2,"-0,15",98,"0,00",78,"-0,11",96,"0,11",16,"-0,19",1,,20,1,15,"5,35","0,31",12,"14,46",6,"-0,10",93,"0,06",59,"-0,10",95,"0,18",8,"-0,17",3,"0,44","0,22",32,"9,91",28
"OLHOS D'AGUA 5G 8049 ""DOC.ELE""",108000,2014,,,3/8,,P,PS,73,,1,21,"-0,47","0,43",20,"2,48","0,40",35,,,,,"0,18",18,"-0,00",79,"0,13",35,"0,20",5,"-0,13",5,,28,1,21,"1,33","0,30",39,"3,81",36,"0,21",18,"-0,02",81,"0,10",45,"0,25",4,"-0,13",6,"0,60","0,32",22,"9,83",28
CORRALERO 8435 CURUPAY F-10C LONQUIMAY,IA123762,2009,,,3/8,,P,E,312,T,15,184,"1,04","0,70",90,"4,31","0,72",22,"0,15","0,18",33,158,"0,18",17,"0,35",3,"0,31",6,"-0,10",83,"0,01",77,,19,13,148,"1,05","0,59",42,"5,36",29,"0,20",19,"0,31",5,"0,31",7,"-0,04",66,"0,03",89,"0,01","0,66",64,"9,79",28
ANAMÉLIA M411 CASTUS,134174,2018,,,3/8,,P,PS,23805,,13,217,"0,67","0,72",80,"1,68","0,74",41,,,,,"0,38",2,"0,22",16,"0,39",3,"-0,05",68,"0,02",82,,17,10,114,"-0,39","0,56",59,"1,30",49,"0,37",3,"0,19",20,"0,38",4,"-0,02",58,"-0,06",30,"-0,72","0,64",97,"9,75",28
OLHOS D'AGUA TANQUE 4G 8161,100745,2013,,,3/8,,V,PS,73,,1,26,"0,16","0,47",55,"2,83","0,45",31,,,,,"0,23",12,"0,11",44,"0,25",10,"0,32",2,"-0,05",31,,22,1,21,"2,02","0,34",32,"4,85",31,"0,20",19,"0,04",65,"0,21",20,"0,28",3,"-0,05",35,"-0,22","0,31",79,"9,75",28
OLHOS D'AGUA 6G 7020 LOTUS LOTUS,59734,2009,,,3/8,,P,PS,73,K,48,2369,"-0,34","0,88",25,"4,26","0,88",22,"-2,13","0,68",92,1675,"0,04",62,"0,15",34,"0,02",70,"-0,01",55,"-0,09",15,,30,39,1166,"3,04","0,80",25,"7,30",23,"0,12",40,"0,18",21,"0,09",48,"0,07",28,"-0,07",23,"0,54","0,84",26,"9,47",29
CACTUS 1897 BEST SELLER MILONGA,IA141706,2013,,,3/8,,V,E,16982,K,25,463,"1,58","0,81",98,"-1,55","0,80",72,"-3,75","0,33",99,113,"0,45",1,"0,57",1,"0,60",1,"-0,11",88,"-0,02",55,,27,19,308,"-1,37","0,68",70,"-2,92",75,"0,46",1,"0,47",1,"0,61",1,"-0,13",90,"-0,04",40,"-0,30","0,75",84,"9,18",30
OLHOS D'AGUA CHIMANGO 4G 7954,92738,2012,,,3/8,,P,PS,73,,1,48,"0,48","0,59",72,"3,82","0,55",24,"-0,26","0,14",65,29,"0,10",42,"0,11",43,"0,01",73,"0,19",6,"-0,10",13,,27,1,4,"2,35","0,28",30,"6,17",27,"0,10",43,"0,10",44,"-0,01",78,"0,18",8,"-0,08",21,"0,53","0,25",26,"9,17",30
BRANGUS JT 1610,116683,2015,,,3/8,,P,PS,23805,,1,20,"-0,45","0,44",21,"4,84","0,42",18,"0,05","0,14",37,1,"0,11",39,"0,21",18,"0,16",26,"-0,20",97,"-0,05",30,,21,1,14,"2,39","0,33",29,"7,24",23,"0,11",42,"0,23",12,"0,22",17,"-0,20",97,"-0,05",32,"-0,01","0,41",65,"9,11",30
TRADIÇÃO MT PROFETA LT 3G 4956,174999,2020,,,3/8,,P,PS,23242,,1,20,"0,48","0,48",72,"7,28","0,46",9,,,,,"-0,06",87,"0,01",76,"0,07",56,"0,09",19,"-0,15",3,,22,1,9,"5,61","0,32",11,"12,89",9,"-0,05",85,"0,07",55,"0,08",52,"0,14",13,"-0,14",5,"-0,29","0,33",83,"9,05",30
CIA.AZUL TE8250,146166,2018,,,3/8,,P,PS,8538,,1,44,"-1,60","0,54",2,"3,24","0,52",28,,,,,"0,20",16,"0,20",19,"0,19",21,"0,17",8,"-0,18",2,,23,1,36,"3,16","0,41",24,"6,39",26,"0,17",27,"0,21",15,"0,17",28,"0,12",16,"-0,16",3,"-0,81","0,36",98,"8,81",31
POLI JATOBA 1164,67720,2010,,,3/8,,P,PS,14867,,5,105,"0,15","0,58",55,"5,15","0,66",17,"0,76","0,21",17,47,"0,24",11,"0,14",35,"0,11",42,"0,14",11,"-0,13",7,,13,4,59,"-0,99","0,48",66,"4,17",34,"0,21",17,"-0,00",77,"0,04",64,"0,18",7,"-0,11",8,"-0,25","0,53",81,"8,80",31
GUAPIARA BR1359 FLORIM,53188,2008,,,3/8,,P,PS,23805,N,8,73,"0,21","0,46",58,"-0,89","0,59",66,"1,31","0,09",10,33,"0,14",30,"0,18",24,"0,13",33,"0,02",40,"-0,11",10,,56,7,60,"4,81","0,44",14,"3,92",35,"0,16",29,"0,20",17,"0,21",20,"0,06",30,"-0,11",9,"0,39","0,54",36,"8,47",32
LAS LILAS 3155-Y DRAG.OROZ.G5,IA125199,2008,,,3/8,,P,E,,,13,82,"0,53","0,57",75,"0,73","0,61",51,"0,29","0,11",29,46,"0,03",63,"0,00",78,"-0,06",89,"0,05",29,"0,02",81,,55,9,69,"6,46","0,46",7,"7,19",23,"0,02",68,"0,07",57,"-0,02",80,"0,05",36,"-0,00",74,"0,50","0,57",28,"8,30",32
BRAWIR A89 PROFETA FIV,115552,2016,,,3/8,,P,PS,19199,,1,158,"0,01","0,66",45,"2,55","0,66",34,"0,99","0,25",14,15,"0,15",26,"-0,01",80,"0,29",7,"-0,02",58,"-0,14",4,,30,1,112,"1,21","0,53",40,"3,76",36,"0,15",30,"0,07",55,"0,28",9,"-0,05",70,"-0,06",31,"0,45","0,60",31,"8,07",33
ALIANÇA EDE WH768,92304,2012,,,3/8,,V,PS,16258,,1,21,"0,64","0,32",79,"4,24","0,40",22,"-1,01","0,05",81,2,"0,00",73,"-0,11",95,"0,04",63,"-0,02",57,"-0,05",31,,34,1,19,"4,94","0,28",13,"9,18",16,"0,01",73,"-0,08",91,"0,09",50,"0,04",37,"-0,04",38,"-0,03","0,15",68,"7,88",33
JUQUIRY TE 6066 CURANDERO BLACK,105244,2013,,,3/8,,P,PS,18553,,2,39,"-0,64","0,45",14,"3,71","0,53",25,"0,15","0,12",33,7,"0,12",36,"0,20",20,"0,14",33,"-0,03",63,"-0,04",37,,26,1,32,"0,97","0,38",42,"4,68",32,"0,09",47,"0,21",16,"0,13",35,"-0,02",57,"-0,06",30,"0,64","0,33",20,"7,81",34
BRANGUS BRASIL R33 DO MANANCIAL,132763,2016,,,3/8,,V,PS,7594,,1,34,,,,"3,28","0,53",28,"-2,66","0,16",95,13,"0,12",35,"0,24",13,"0,17",24,"0,08",24,"0,02",83,,29,1,28,"-1,01","0,40",67,"2,27",44,"0,12",38,"0,17",25,"0,12",38,"0,12",17,"0,01",83,"1,29","0,44",4,"7,27",36
