nome_touro,registro,ano_nasc,var_mocha,geracao,grau_sangue,raca2_marcador,pelagem,categoria,criador_codigo,fornecedor_semen_cod,reb_desm,nf_desm,pn_dep,pn_acuracia,pn_percentil,gnd_direto_dep,gnd_direto_acuracia,gnd_direto_percentil,gnd_materno_dep,gnd_materno_acuracia,gnd_materno_percentil,netos,conformacao_desm_dep,conformacao_desm_percentil,precocidade_desm_dep,precocidade_desm_percentil,musculatura_desm_dep,musculatura_desm_percentil,tamanho_desm_dep,tamanho_desm_percentil,pelame_desm_dep,pelame_desm_percentil,indice_desmama,indice_desmama_percentil,reb_sobreano,nf_sobreano,gds_dep,gds_acuracia,gds_percentil,gns_dep,gns_percentil,conformacao_sobr_dep,conformacao_sobr_percentil,precocidade_sobr_dep,precocidade_sobr_percentil,musculatura_sobr_dep,musculatura_sobr_percentil,tamanho_sobr_dep,tamanho_sobr_percentil,pelame_sobr_dep,pelame_sobr_percentil,perimetro_escrotal_dep,perimetro_escrotal_acuracia,perimetro_escrotal_percentil,indice_final,indice_final_percentil
OBÍO DA IPÊS OBÍO,185273,2010,,,,,,PS,23846,,6,107,"1,41","0,67",96,"1,12","0,65",76,"1,72","0,19",14,16,"-0,23",99,,,,,"0,13",10,"-0,28",2,,96,4,19,"2,56","0,36",53,"3,68",63,"-0,19",99,,,,,"0,13",12,"-0,26",3,"-0,25","0,41",84,"-5,15",93
TEM QUE SER S.J. TEM QUE SER,205996,2015,,,,,,PS,24493,,1,30,"0,46","0,44",53,"-0,87","0,43",88,,,,,"-0,15",98,,,,,"0,10",16,"-0,14",11,,97,1,4,"-1,66","0,27",96,"-2,53",95,"-0,11",95,,,,,"0,10",20,"-0,14",12,"0,88","0,35",18,"-7,37",94
OCIDENTE 1 DA SANTA CAROLINA OCIDENTE 1,185365,2010,,,,,,PS,23891,,9,334,"0,23","0,77",42,"-0,86","0,75",87,"-1,33","0,16",77,12,"-0,03",92,,,,,"-0,08",85,"-0,09",22,,94,6,162,"-2,16","0,56",98,"-3,02",97,"0,03",77,,,,,"-0,03",74,"-0,16",6,"-0,60","0,66",96,"-7,50",96
GATO LS GATO,117872,2001,,,,,,PS,24581,,21,326,"-0,02","0,78",30,"-1,67","0,77",98,"0,59","0,43",34,161,"-0,12",97,,,,,"-0,14",92,"0,09",94,,99,14,92,"-0,27","0,53",90,"-1,95",94,"-0,11",96,,,,,"-0,11",89,"0,09",94,"0,10","0,55",65,"-8,34",98
QUETOURO DA PEREIRA QUETOURO,73169,1996,,,,,,PS,24123,,5,76,"0,04","0,59",35,"-3,07","0,58",99,"0,25","0,19",43,27,"-0,15",99,,,,,"0,00",64,"0,01",75,,99,4,60,"1,11","0,43",69,"-1,96",95,"-0,15",99,,,,,"0,02",49,"0,02",77,"0,04","0,48",69,"-10,41",99
ESPADACHIM DA ÁGUA MARINHA ESPADACHIM,146319,2003,,,,,,PS,15231,,3,40,"-0,97","0,54",6,"-3,14","0,52",99,"-0,52","0,26",62,58,"-0,01",88,,,,,"-0,18",96,"-0,01",68,,98,2,19,"-3,19","0,34",99,"-6,34",99,"-0,02",89,,,,,"-0,11",91,"-0,04",49,"0,17","0,35",57,"-10,56",99
NACO DA ITAMARATI NACO,186600,2010,,,,,,PS,24792,,1,51,"-0,46","0,55",15,"-4,32","0,52",99,"0,52","0,14",36,3,"-0,19",99,,,,,"-0,13",91,"-0,24",3,,99,1,3,"0,31","0,26",77,"-4,01",98,"-0,14",97,,,,,"-0,10",86,"-0,24",4,"0,25","0,25",53,"-13,81",99
MAJOR DA SANTA CAROLINA MAJOR,176208,2008,,,,,,PS,23891,,14,342,"-0,19","0,78",22,"-2,02","0,77",99,"-7,23","0,39",99,131,"-0,07",94,,,,,"-0,11",90,"-0,07",34,,97,12,184,"-5,38","0,60",99,"-7,40",99,"-0,06",93,,,,,"-0,07",85,"-0,06",39,"0,11","0,68",63,"-15,75",99
PELORINHO DA SANTA CAROLINA PELORINHO,188218,2011,,,,,,PS,23891,,3,29,"-0,66","0,49",13,"-2,72","0,48",99,"-4,91","0,14",99,3,"-0,09",97,,,,,"-0,19",97,"-0,08",30,,99,3,28,"-5,61","0,36",99,"-8,33",99,"-0,11",97,,,,,"-0,13",92,"-0,09",27,"0,70","0,45",29,"-16,94",99
GONÇALO DA ÁGUA MARINHA GONÇALO,163367,2005,,,,,,PS,15231,,13,177,"0,08","0,73",36,"-5,29","0,72",99,"-1,61","0,32",82,85,"-0,20",99,,,,,"-0,01",66,"-0,04",43,,99,10,67,"-1,28","0,49",94,"-6,57",99,"-0,18",99,,,,,"-0,03",73,"-0,04",52,"0,87","0,55",19,"-16,98",99
3G - 8695 DA EMBRAPA,184748,2010,,,,,,PS,23828,,1,88,"-0,72","0,61",11,"-1,56","0,60",96,"2,66","0,12",2,14,"-0,17",99,,,,,"-0,22",99,"0,07",91,,99,1,52,"-2,66","0,42",99,"-4,23",99,"-0,19",99,,,,,"-0,26",99,"0,07",90,"-0,36","0,43",87,"-18,00",99
PASSOS DA SANTA CAROLINA PASSOS,188704,2011,,,,,,PS,23891,,2,55,"0,36","0,54",48,"-3,13","0,51",99,,,,,"-0,02",90,,,,,"-0,01",68,"-0,12",12,,98,2,28,"-5,03","0,35",99,"-8,16",99,"-0,05",93,,,,,"-0,03",75,"-0,09",26,"-0,74","0,38",98,"-18,77",99
