nome_touro,registro,ano_nasc,var_mocha,geracao,grau_sangue,raca2_marcador,pelagem,categoria,criador_codigo,fornecedor_semen_cod,reb_desm,nf_desm,pn_dep,pn_acuracia,pn_percentil,gnd_direto_dep,gnd_direto_acuracia,gnd_direto_percentil,gnd_materno_dep,gnd_materno_acuracia,gnd_materno_percentil,netos,conformacao_desm_dep,conformacao_desm_percentil,precocidade_desm_dep,precocidade_desm_percentil,musculatura_desm_dep,musculatura_desm_percentil,tamanho_desm_dep,tamanho_desm_percentil,pelame_desm_dep,pelame_desm_percentil,indice_desmama,indice_desmama_percentil,reb_sobreano,nf_sobreano,gds_dep,gds_acuracia,gds_percentil,gns_dep,gns_percentil,conformacao_sobr_dep,conformacao_sobr_percentil,precocidade_sobr_dep,precocidade_sobr_percentil,musculatura_sobr_dep,musculatura_sobr_percentil,tamanho_sobr_dep,tamanho_sobr_percentil,pelame_sobr_dep,pelame_sobr_percentil,perimetro_escrotal_dep,perimetro_escrotal_acuracia,perimetro_escrotal_percentil,indice_final,indice_final_percentil
JUQUIRY BLACK TE6574 GLADIADOR 6339OSC,136645,2016,,3G,3/8,NE,P,PS,18553,,1,44,"-0,13","0,50",41,"0,65","0,50",42,"2,30","0,09",3,1,"0,12",19,"0,19",11,"0,15",15,"-0,05",64,"-0,07",17,,34,1,27,"-0,93","0,37",58,"-0,28",49,"0,17",12,"0,20",9,"0,18",12,"-0,03",58,"-0,10",10,"-0,15","0,42",74,"3,14",36
J.M.T PACHÁ 3423,153760,2001,,2G,3/8,NE,P,PS,15813,,5,193,"0,21","0,72",70,"2,83","0,72",24,"0,34","0,20",32,65,"-0,03",71,"0,02",62,"-0,05",83,"0,05",25,"-0,06",23,,35,5,105,"2,28","0,54",20,"5,11",19,"0,05",40,"0,06",47,"-0,04",79,"0,05",27,"-0,06",26,"-0,82","0,57",98,"2,88",38
FSM 006 PANZER 4G TE PANZER,75325,2011,,3G,3/8,NE,V,PS,20362,,15,510,"0,86","0,80",92,"1,96","0,81",32,"-0,61","0,26",87,199,"0,12",18,"0,10",31,"0,13",18,"0,18",4,"0,01",70,,26,15,280,"-2,35","0,67",78,"-0,39",50,"0,06",38,"0,05",48,"0,10",27,"0,11",12,"0,00",68,"0,51","0,73",19,"2,78",38
RINCON TE2018 HULL DEL SARANDY,106825,2012,,4G,3/8,NE,V,PS,7287,,3,172,"0,22","0,60",70,"2,77","0,59",24,"0,77","0,17",21,155,"0,10",22,"0,11",28,"0,06",39,"0,04",26,"-0,01",58,,22,2,146,"-1,97","0,45",73,"0,80",42,"0,08",33,"0,05",49,"0,05",41,"0,05",26,"-0,06",23,"-0,12","0,54",71,"2,36",39
PRIMAVERA K023,81551,2010,,2G,3/8,NE,P,PS,2496,,1,23,"-0,69","0,20",10,"3,10","0,40",22,"-0,31","0,06",81,1,"-0,00",60,"0,12",26,"-0,13",97,"-0,03",55,"-0,06",25,,30,1,18,"-0,34","0,29",48,"2,75",30,"-0,02",64,"0,10",29,"-0,15",97,"-0,01",48,"-0,05",28,"0,21","0,37",37,"2,02",40
BRANGUS BRASIL Q490 DO MANANCIAL,114169,2015,,3G,3/8,NE,V,PS,7594,,1,24,,,,"-0,55","0,43",55,,,,,"0,01",53,"-0,02",78,"-0,00",65,"0,01",35,"0,04",85,,56,1,14,"0,60","0,30",36,"0,06",47,"0,06",39,"0,01",63,"0,01",59,"0,01",40,"0,04",87,"0,65","0,32",14,"2,00",40
RINCON TE759 HEMINGWAY DEL SARANDY,154857,2017,,4G,3/8,NE,V,PS,7287,,1,31,"-0,22","0,50",35,"-2,68","0,48",78,,,,,"0,28",3,"0,39",1,"0,36",2,"-0,10",82,,,,39,1,16,"-2,54","0,31",80,"-5,22",81,"0,29",3,"0,34",2,"0,39",2,"-0,13",86,"0,06",91,"-0,49","0,36",93,"1,80",40
GUASUNCHOS 5073 PIMENTON 6061 T/E,IA143212,2014,,4G,3/8,NE,V,E,23805,,6,34,"0,34","0,41",77,"-4,23","0,47",90,,,,,"0,22",6,"0,13",24,"0,21",8,"-0,04",60,"0,09",95,,60,6,25,"-2,63","0,34",81,"-6,86",88,"0,24",5,"0,05",48,"0,20",10,"-0,05",65,"0,07",94,"0,73","0,45",11,"1,40",42
BRANGUS BRASIL R316 DO MANANCIAL,132777,2016,,3G,3/8,NE,V,PS,7594,,2,227,"-0,85","0,23",6,"-0,49","0,71",54,,,,,"0,11",20,"0,10",33,"0,10",26,"-0,15",91,"0,01",70,,43,2,198,"-2,77","0,59",82,"-3,26",69,"0,15",15,"0,13",21,"0,13",21,"-0,12",86,"-0,01",60,"0,69","0,62",12,"1,38",43
LAS LILAS 7665G CAPITAN CARDAL,IA121842,2006,,3G,3/8,NE,V,E,23805,,8,122,"0,50","0,56",83,"-0,71","0,65",57,"0,89","0,08",18,34,"-0,03",72,"0,04",53,"0,00",62,"-0,03",59,"0,01",73,,62,6,74,"2,73","0,47",15,"2,01",36,"-0,03",69,"-0,00",66,"0,00",61,"-0,03",57,"0,03",83,"0,35","0,55",27,"1,34",43
RANCHO TSUNAMI 114,IA113629,2004,,2G,3/8,NE,P,E,23805,,2,34,,,,"-3,08","0,52",81,"0,08","0,06",41,64,"0,03",45,"0,03",56,"0,11",24,"0,07",21,"-0,05",27,,75,2,21,"2,68","0,37",15,"-0,40",50,"0,04",45,"0,02",59,"0,14",18,"-0,02",53,"-0,06",25,"0,33","0,37",28,"1,07",44
J.M.T 11007,110654,2014,,4G,3/8,NE,P,PS,15813,,1,20,"-0,42","0,45",22,"-0,50","0,43",55,,,,,"0,06",33,"0,13",22,"0,14",15,"0,07",20,"-0,06",25,,48,1,8,"0,05","0,28",42,"-0,46",50,"0,09",28,"0,13",20,"0,17",14,"0,06",24,"-0,07",20,"-0,01","0,41",61,"1,06",45
TRES CRUCES DON ERNESTO 4028 INDEPENDENCIA,IA113197,2002,,2G,3/8,NE,V,E,,,7,166,"0,47","0,64",82,"-1,53","0,70",68,"-0,80","0,21",89,84,"0,10",23,"0,10",33,"0,01",58,"-0,17",95,"-0,01",56,,52,7,90,"-0,21","0,52",46,"-1,73",60,"0,10",25,"0,13",20,"0,08",34,"-0,15",91,"-0,00",68,"0,10","0,52",49,"0,72",45
PRIMAVERA R356/14,112406,2014,,3G,3/8,NE,P,PS,2496,,1,39,"0,14","0,31",64,"-2,38","0,45",75,"-0,07","0,02",45,5,"-0,10",91,"-0,00",69,"-0,02",71,"-0,08",74,"0,03",79,,84,1,27,"3,85","0,30",9,"1,46",38,"-0,05",79,"0,05",50,"0,04",45,"-0,12",86,"-0,00",65,"0,81","0,39",9,"0,54",46
OLHOS D'AGUA CIRIACO 4G 7377,72157,2010,,5G,3/8,NE,P,PS,73,,1,27,"0,78","0,51",90,"0,47","0,50",45,"2,10","0,17",4,18,"0,00",58,"-0,02",74,"-0,02",70,"0,11",11,"-0,02",45,,48,1,13,"-1,18","0,37",63,"-0,71",52,"0,01",56,"-0,01",70,"-0,00",62,"0,13",10,"-0,03",45,"0,80","0,42",9,"0,13",47
BRANGUS BRASIL 0452 MANANCIAL,96984,2013,,3G,3/8,NE,V,PS,7594,,1,31,,,,"-3,05","0,44",81,,,,,"0,11",21,"0,09",37,"0,08",34,"0,13",9,,,,65,1,25,"0,40","0,32",39,"-2,66",65,"0,08",32,"0,05",48,"0,08",33,"0,10",14,,,"0,28","0,24",33,"0,10",47
TRADIÇÃO MT PROFETA 3G 3382,144243,2018,,3G,3/8,NE,P,PS,23242,,1,23,,,,"-1,94","0,43",72,,,,,"0,15",12,"0,13",23,"0,21",8,"-0,30",99,"0,08",94,,48,1,12,"-2,76","0,30",82,"-4,70",78,"0,18",10,"0,16",15,"0,25",6,"-0,33",99,"0,10",97,"0,28","0,30",32,"0,02",48
GALL JULIAN NATITO TE 76 ARANDU,IA136629,2012,,3G,3/8,NE,P,E,23805,T,15,400,"-0,51","0,70",18,"-1,07","0,77",62,"1,00","0,08",17,25,"0,12",19,"0,20",9,"0,18",10,"-0,28",99,"-0,11",8,,46,16,354,"-4,28","0,66",93,"-5,35",81,"0,17",11,"0,27",4,"0,23",8,"-0,34",99,"-0,05",28,"0,95","0,73",6,"-0,05",48
SÃO BIBIANO DON CIRIACO 4147,88608,2010,,3G,3/8,NE,V,PS,110,,2,70,,,,"-0,41","0,56",53,"1,04","0,11",15,17,"0,06",36,"0,09",36,"0,12",19,"-0,05",65,,,,48,2,35,"0,20","0,39",40,"-0,21",48,"0,05",40,"0,06",46,"0,10",26,"-0,02",54,,,"-0,23","0,35",80,"-0,10",48
BRANGUS BRASIL R53 DO MANANCIAL,132766,2016,,3G,3/8,NE,V,PS,7594,,1,32,,,,"-0,13","0,49",51,,,,,"0,07",33,"0,17",14,"0,12",20,"-0,09",76,"0,00",66,,45,1,29,"-1,56","0,38",67,"-1,69",60,"0,05",39,"0,09",34,"0,07",37,"-0,09",76,"-0,02",49,"0,26","0,38",34,"-0,51",49
JUQUIRY 5612,83884,2011,,3G,3/8,NE,P,PS,77,,1,33,"-1,08","0,41",4,"-0,93","0,48",60,"-0,01","0,03",43,2,"0,07",31,"0,02",59,"0,05",43,"-0,04",62,"-0,04",33,,51,1,33,"-0,96","0,36",59,"-1,89",61,"0,06",37,"0,07",39,"0,06",41,"-0,02",49,"-0,05",30,"0,21","0,24",37,"-0,53",49
BRANGUS BRASIL P94 DO MANANCIAL,104963,2014,,4G,3/8,NE,V,PS,7594,,1,53,,,,"1,97","0,54",31,"-0,57","0,07",86,2,"-0,06",81,"0,11",29,"0,02",55,"0,01",36,"-0,02",44,,44,1,43,"-1,74","0,43",70,"0,23",45,"-0,04",73,"0,08",38,"-0,00",63,"0,04",29,"-0,01",55,"0,90","0,41",7,"-0,66",50
JUQUIRY RED TE 6226 SENSATION,116417,2014,,2G,3/8,NE,V,PS,18553,,1,35,"-0,26","0,47",31,"0,46","0,47",45,"-1,29","0,06",94,1,"0,06",36,"-0,04",83,"0,04",46,"-0,04",63,"0,10",96,,41,1,30,"-0,99","0,37",60,"-0,52",51,"0,03",47,"-0,07",88,"0,03",51,"-0,03",58,"0,09",95,"-0,15","0,41",73,"-0,78",50
LAS LILAS 499-H COMBATIVO G4,IA122607,2007,,4G,3/8,NE,P,E,,,2,27,"1,34","0,44",97,"0,15","0,42",48,"2,08","0,07",4,3,"0,04",44,"-0,14",95,"-0,04",79,"-0,08",74,"-0,05",27,,47,2,9,"-0,76","0,25",56,"-0,61",52,"0,06",38,"-0,16",97,"-0,07",86,"-0,08",73,"-0,05",27,"-0,15","0,17",74,"-0,88",50
AML S251,96924,2013,,3G,3/8,NE,P,PS,2117,,3,26,,,,"1,29","0,41",37,"1,02","0,03",16,3,"0,04",43,"0,20",11,"0,06",40,"-0,10",81,"-0,07",17,,38,3,11,"-0,14","0,25",45,"1,15",40,"0,02",49,"0,11",26,"0,06",38,"-0,09",76,"-0,08",14,"-0,73","0,24",97,"-0,97",51
JUQUIRY RED 6428 PICANTE,132432,2015,,4G,3/8,NE,V,PS,18553,,1,68,"0,78","0,54",90,"-3,14","0,56",82,,,,,"0,09",25,"0,12",25,"0,12",21,"0,03",29,"0,02",74,,68,1,50,"-1,81","0,43",71,"-4,95",79,"0,10",24,"0,04",54,"0,06",40,"0,04",30,"0,02",77,"0,89","0,43",7,"-1,10",51
OLHOS D'AGUA CIRIACO 5G 7574,87443,2011,,4G,3/8,NE,V,PS,73,,1,57,"-0,35","0,59",25,"-1,77","0,58",71,"-0,04","0,16",44,19,"0,03",45,"0,09",36,"0,12",21,"-0,09",79,"0,17",99,,62,1,46,"0,07","0,45",42,"-1,70",60,"0,07",35,"0,09",34,"0,10",27,"-0,06",69,"0,15",99,"0,07","0,51",51,"-1,15",51
UMBU 4010,83437,2010,,3G,3/8,NE,V,PS,99,,1,50,"0,54","0,51",83,"-0,80","0,50",58,"-4,50","0,04",99,3,"-0,03",71,"-0,01",69,"-0,04",79,"0,02",32,"0,04",83,,63,1,36,"-0,74","0,35",55,"-1,54",59,"0,03",48,"0,01",64,"0,03",52,"0,05",27,"0,03",84,"0,71","0,31",12,"-1,34",52
ALPARAMIS MALCOM X 413 B C 19515,IA144509,2015,,3G,3/8,NE,V,E,,,3,27,"0,18","0,39",67,"1,43","0,41",36,,,,,"-0,07",83,"0,06",45,"0,05",43,"-0,16",93,"-0,04",35,,48,2,15,"0,76","0,24",34,"2,19",34,"-0,09",89,"0,05",51,"0,07",35,"-0,15",91,"-0,08",17,"0,10","0,20",50,"-1,41",52
J.M.T 10077,101860,2013,,2G,3/8,NE,V,PS,15813,,1,22,"-0,99","0,44",5,"-0,46","0,44",54,"0,35","0,05",32,3,"0,03",45,"0,02",60,"0,05",42,"0,05",25,"-0,09",12,,52,1,20,"-0,80","0,32",56,"-1,27",56,"-0,03",68,"0,01",64,"0,01",56,"0,03",31,"-0,11",8,"0,47","0,37",21,"-1,45",53
"OLHOS D'AGUA 4G 8000 ""BONUS""",82169,2012,,4G,3/8,NE,P,PS,73,,1,38,"0,31","0,53",76,"0,18","0,53",48,"0,70","0,10",24,28,"-0,09",90,"-0,13",94,"0,08",32,"-0,01",46,"-0,13",4,,62,1,7,"1,26","0,34",29,"1,44",39,"-0,04",72,"-0,05",82,"0,15",16,"0,05",27,"-0,12",6,"0,12","0,26",48,"-1,60",53
SAN ALEJO C3009 ZAMBO CENCERRO,IA110487,1999,,3G,3/8,NE,V,E,23805,,8,196,"-0,41","0,67",23,"0,09","0,74",48,"2,81","0,41",1,265,"0,14",15,"-0,01",71,"0,08",35,"0,11",12,"0,08",93,,36,8,130,"-4,15","0,61",92,"-4,06",74,"0,10",25,"-0,06",86,"-0,02",68,"0,11",12,"0,03",84,"0,17","0,67",41,"-1,68",53
GAP RUSSO G1669/10 RUSSO,77460,2010,,4G,3/8,NE,V,PS,23388,P,7,36,"0,43","0,35",80,"-1,62","0,46",69,"0,25","0,02",35,6,"0,10",23,"0,06",45,"0,10",26,"-0,16",93,"-0,02",43,,53,5,21,"-1,57","0,29",67,"-3,20",68,"0,12",19,"0,14",18,"0,16",15,"-0,19",96,"-0,02",50,"-0,25","0,32",81,"-1,84",54
BRANGUS BRASIL G0199 MANANCIAL,41359,2005,,2G,3/8,NE,V,PS,7594,,1,59,"-0,02","0,23",51,"-1,67","0,57",69,"-0,36","0,05",82,11,"0,02",48,"0,05",52,"0,03",51,"0,01",36,"-0,04",35,,63,1,48,"-0,15","0,42",45,"-1,82",60,"-0,00",59,"0,01",62,"-0,03",72,"0,01",39,"-0,04",37,"0,31","0,38",31,"-2,14",55
PRIMAVERA 741 LAMARCA,135368,2017,,1G,3/8,NE,P,PS,2496,P,5,64,"-0,65","0,40",11,"-2,76","0,48",79,,,,,"-0,04",75,"0,10",31,"0,07",35,"-0,17",95,"-0,05",31,,81,5,38,"1,45","0,33",27,"-1,31",57,"0,01",55,"0,12",23,"0,10",25,"-0,20",96,"-0,09",12,"0,33","0,45",28,"-2,24",55
OLHOS D'AGUA TURBO 5G 7442,79277,2010,,4G,3/8,NE,P,PS,73,,1,50,"2,30","0,57",99,"-3,94","0,56",87,"-0,82","0,08",89,12,"-0,02",67,"-0,04",82,"0,04",46,"0,09",16,"0,16",99,,86,1,30,"3,55","0,38",10,"-0,39",49,"0,05",42,"0,00",65,"0,09",30,"0,13",10,"0,15",99,"-0,52","0,42",94,"-2,24",55
BRANGUS BRASIL N71 DO MANANCIAL,90570,2012,,3G,3/8,NE,V,PS,7594,,2,64,"1,37","0,22",97,"-0,09","0,58",50,"0,08","0,04",41,1,"0,10",24,"0,13",22,"0,13",18,"-0,01",45,"0,07",92,,41,2,52,"-3,76","0,44",90,"-3,84",73,"0,10",24,"-0,00",66,"0,07",37,"-0,04",63,"0,05",90,"0,14","0,39",45,"-2,25",55
J.M.T 145A TE,101871,2013,,4G,3/8,NE,P,PS,15813,,1,25,"0,66","0,45",88,"0,39","0,44",46,"-1,09","0,07",93,3,"-0,04",77,"-0,18",97,"-0,12",96,"0,04",27,"-0,09",14,,54,1,20,"0,07","0,32",42,"0,47",44,"-0,06",82,"-0,16",96,"-0,13",95,"0,05",26,"-0,10",11,"0,16","0,24",42,"-2,37",56
UMBU 5156,130957,2016,,3G,3/8,NE,P,PS,99,,3,49,"-1,22","0,56",3,"-0,02","0,52",49,,,,,"-0,03",72,"0,04",55,"-0,06",87,"0,00",41,"0,06",89,,57,2,11,"-1,51","0,32",66,"-1,52",59,"-0,04",73,"0,04",54,"-0,06",84,"0,02",34,"0,05",90,"0,74","0,37",11,"-2,56",57
CORRALERO 4561 LANIN 8018C,IA116836,2005,,2G,3/8,NE,P,E,23805,,8,113,"-0,76","0,53",8,"-1,51","0,68",68,"1,88","0,12",6,71,"0,10",22,"0,17",13,"0,18",12,"-0,12",86,"-0,09",13,,51,8,66,"-1,81","0,51",71,"-3,32",70,"0,11",21,"0,10",30,"0,19",11,"-0,06",67,"-0,10",10,"-0,42","0,58",91,"-2,57",57
GUASUNCHOS 3933 PICANTE,IA136295,2011,,3G,3/8,NE,V,E,23805,T,16,155,"0,69","0,64",88,"-2,44","0,70",75,"0,16","0,06",38,25,"0,11",20,"0,06",47,"0,14",16,"0,01",38,"0,08",94,,59,14,133,"-3,55","0,57",89,"-5,99",84,"0,12",19,"-0,08",89,"0,04",44,"-0,01",44,"0,02",78,"0,63","0,64",16,"-2,63",57
GAP J009/12 TE GAP ARTILHEIRO,93491,2012,,4G,3/8,NE,P,PS,23388,A,17,182,"0,88","0,60",92,"0,38","0,68",46,"0,72","0,03",23,9,"0,07",32,"0,09",35,"0,08",33,"-0,04",60,"-0,05",29,,40,19,143,"-1,15","0,52",62,"-0,77",53,"0,07",35,"0,19",10,"0,15",16,"-0,09",77,"-0,05",30,"-1,03","0,58",99,"-2,78",58
BRANGUS BRASIL M396 MANANCIAL,84793,2011,,2G,3/8,NE,V,PS,7594,,1,30,"-0,60","0,32",13,"-2,46","0,48",76,"0,32","0,09",32,8,"0,09",25,"0,03",56,"0,08",34,"0,03",30,"-0,08",15,,62,1,26,"-1,68","0,37",69,"-4,14",75,"0,09",28,"0,01",62,"0,10",26,"0,01",41,"-0,08",13,"0,04","0,31",55,"-2,84",58
SULTANA FRANCESCO 1126 YAS T/E JESUITA,IA143236,2015,,4G,3/8,NE,P,E,,K,11,240,"0,29","0,72",75,"-1,14","0,74",63,"-0,00","0,02",43,6,"0,03",45,"0,03",58,"0,02",55,"-0,09",79,"-0,04",32,,58,10,152,"-1,92","0,58",72,"-3,05",67,"0,06",37,"0,10",31,"0,02",52,"-0,09",75,"-0,06",23,"0,17","0,63",41,"-2,97",59
TRES CRUCES CARDENAL 4312 TE,IA113604,2004,,4G,3/8,NE,V,E,18484,,22,1197,"0,57","0,83",85,"-3,31","0,87",84,"1,59","0,53",8,611,"0,06",34,"0,15",19,"0,11",23,"-0,12",85,"0,07",92,,74,21,796,"-1,22","0,79",63,"-4,53",77,"0,07",34,"0,14",18,"0,09",28,"-0,10",81,"0,03",84,"0,40","0,81",24,"-3,04",59
OLHOS D'AGUA PANZER 5G 8282,102438,2014,,5G,3/8,NE,V,PS,73,,1,29,"0,86","0,48",92,"-0,99","0,47",61,,,,,"0,05",37,"0,07",44,"0,04",46,"0,13",9,"-0,01",56,,53,1,20,"-2,97","0,35",83,"-3,96",74,"0,01",54,"-0,04",80,"-0,02",68,"0,10",15,"-0,01",57,"0,68","0,34",13,"-3,14",59
GUAPIARA BE0114 IMPERIO FIV,81977,2011,,4G,3/8,NE,P,PS,23805,,2,37,"0,20","0,26",69,"-0,46","0,40",54,,,,,"0,09",25,"-0,10",91,"-0,09",92,"0,19",4,"-0,14",3,,45,2,22,"-2,77","0,24",82,"-3,23",68,"0,08",30,"-0,12",93,"-0,08",88,"0,26",2,"-0,15",4,"-0,37","0,17",89,"-3,25",60
"OLHOS D'AGUA 7217 ""THOR""",75199,2011,,4G,3/8,NE,V,PS,73,,2,30,"0,38","0,47",78,"-1,35","0,47",66,"0,19","0,05",37,2,"0,13",16,"0,22",8,"0,20",9,"-0,07",71,"-0,00",63,,47,2,23,"-3,25","0,32",86,"-4,60",77,"0,14",16,"0,20",9,"0,21",9,"-0,08",73,"-0,01",60,"-0,47","0,30",92,"-3,47",61
JUQUIRY TE 6076 SENSATION RED,119700,2013,,2G,3/8,NE,V,PS,18553,,1,27,"-0,16","0,44",39,"0,94","0,45",40,"-2,19","0,07",99,1,"-0,01",62,"0,02",60,"0,06",40,"-0,08",74,"-0,01",53,,45,1,20,"-2,27","0,35",77,"-1,33",57,"-0,03",67,"-0,04",80,"0,01",59,"-0,06",68,"-0,03",42,"0,14","0,34",45,"-3,52",61
J.M.T. 6123 SABRE,39894,2006,,3G,3/8,NE,P,PS,15813,,2,54,"-0,20","0,56",36,"-2,70","0,55",78,"-0,11","0,04",48,3,"-0,05",78,"0,04",52,"0,08",33,"-0,15",90,"-0,13",5,,82,2,45,"4,04","0,41",8,"1,35",39,"-0,07",84,"0,05",48,"0,02",52,"-0,12",85,"-0,15",3,"-0,77","0,43",98,"-3,52",61
BRANGUS BRASIL M154 MANANCIAL,84818,2006,,2G,3/8,NE,V,PS,7594,,1,65,"1,19","0,38",96,"0,52","0,59",44,"-0,09","0,05",47,6,"0,09",24,"0,02",62,"0,06",39,"0,03",30,"0,09",95,,37,1,48,"-4,13","0,43",91,"-3,60",72,"0,05",39,"-0,04",81,"0,08",34,"-0,05",63,"0,09",96,"-0,26","0,42",82,"-4,19",62
CORRALERO 10271 CURUPAY BRILL TE,IA136007,2011,,4G,3/8,NE,P,E,23805,,10,183,"1,64","0,62",98,"-1,28","0,67",65,"-0,12","0,01",74,4,"0,06",34,"0,23",7,"0,20",9,"-0,27",98,"0,00",66,,55,10,146,"-1,75","0,54",70,"-3,03",67,"0,05",41,"0,22",6,"0,20",10,"-0,26",98,"-0,00",65,"-0,47","0,60",92,"-4,39",63
TRES CRUCES DON VICTORINO 6056 CANTINERO,IA121006,2006,,4G,3/8,NE,V,E,,,7,120,"0,36","0,65",77,"-1,21","0,65",64,"-0,80","0,14",89,39,"-0,06",81,"0,14",19,"-0,00",64,"-0,20",97,"0,05",86,,72,7,39,"-1,38","0,40",64,"-2,58",65,"-0,08",86,"0,06",46,"-0,04",79,"-0,25",98,"0,05",89,"0,76","0,42",11,"-4,98",66
BRANGUS BRASIL Q452 DO MANANCIAL,114161,2015,,4G,3/8,NE,V,PS,7594,,1,21,,,,"0,28","0,45",47,,,,,"-0,01",64,"0,09",35,"-0,03",74,"-0,03",57,"-0,06",26,,51,1,14,"-1,29","0,32",64,"-1,01",54,"-0,02",66,"0,07",39,"-0,04",79,"-0,02",54,"-0,06",22,"-0,54","0,37",94,"-4,99",66
TRADIÇÃO MT XINGU 4G 353TE,96702,2012,,4G,3/8,NE,P,PS,23242,,1,68,"-0,80","0,59",7,"-0,04","0,58",50,"2,47","0,12",2,16,"-0,11",93,"0,14",21,"-0,01",66,"-0,04",61,"-0,10",10,,68,1,11,"0,24","0,33",40,"0,20",46,"-0,08",88,"0,14",18,"-0,00",62,"-0,02",50,"-0,08",17,"-0,05","0,39",64,"-5,08",66
BRANGUS BRASIL N80 DO MANANCIAL,90574,2012,,2G,3/8,NE,V,PS,7594,,1,20,,,,"1,33","0,42",37,,,,,"-0,03",73,"0,11",30,"0,03",52,"0,01",36,,,,46,1,16,"-2,15","0,32",75,"-0,82",53,"-0,07",84,"0,09",33,"0,01",57,"0,02",35,,,"-0,17","0,32",75,"-5,18",67
SULTANA FRANCESCO 1508 AON -T/E,IA144475,2016,,4G,3/8,NE,P,E,23805,,2,116,"-0,31","0,55",28,"-3,92","0,55",87,,,,,"0,11",21,"0,08",40,"0,16",14,"-0,07",72,"0,06",91,,73,2,99,"-2,46","0,43",79,"-6,38",86,"0,07",34,"0,06",44,"0,14",18,"-0,11",84,"0,06",91,"0,11","0,49",48,"-5,29",68
OLHOS D'AGUA DOC 4G 8037,107999,2014,,4G,3/8,NE,P,PS,73,,2,43,"0,60","0,53",86,"-1,61","0,52",69,"0,82","0,19",20,61,"-0,01",62,"-0,13",94,"-0,07",90,"0,17",5,"-0,15",3,,68,1,33,"-1,71","0,39",70,"-3,32",70,"-0,04",74,"-0,12",93,"-0,13",96,"0,22",4,"-0,14",4,"0,36","0,28",26,"-5,33",68
BRANGUS BRASIL O232 MANANCIAL,96971,2013,,4G,3/8,NE,V,PS,7594,,2,128,"-0,53","0,31",17,"-4,69","0,66",91,"0,36","0,04",32,3,"0,06",35,"0,08",40,"0,02",53,"-0,14",90,"0,06",90,,83,2,113,"-1,77","0,54",71,"-6,46",86,"0,09",28,"0,10",29,"0,08",33,"-0,11",82,"0,03",84,"0,32","0,53",29,"-5,39",68
LC AMANCO A337 LOTUS,102309,2013,,2G,3/8,NE,P,PS,2309,,2,25,"-0,30","0,27",29,"-1,77","0,39",71,"0,61","0,07",26,4,"-0,05",78,"-0,09",88,"-0,09",93,"-0,11",83,"-0,08",16,,75,1,1,"-0,99","0,21",60,"-2,76",66,"-0,01",61,"-0,03",79,"-0,07",86,"-0,08",74,"-0,06",25,"0,11","0,19",48,"-5,49",69
OLHOS D'AGUA 6G 7007 RUBI,52679,2008,,3G,3/8,NE,V,PS,73,,3,156,"0,15","0,71",65,"-0,81","0,70",58,"-1,29","0,25",95,80,"0,09",24,"-0,09",89,"0,03",51,"0,05",24,"-0,01",60,,47,3,115,"-5,13","0,56",96,"-5,94",84,"-0,05",78,"-0,15",96,"-0,05",80,"0,07",20,"-0,01",57,"0,85","0,58",8,"-5,73",70
J.M.T 9011Y9TE,75897,2011,,5G,3/8,NE,P,PS,15813,Y,4,304,"-0,09","0,73",45,"-0,76","0,73",58,"-1,20","0,19",93,68,"0,04",41,"0,03",56,"0,02",56,"-0,01",48,"-0,01",61,,53,3,173,"-2,60","0,58",81,"-3,36",70,"0,08",31,"0,06",43,"0,04",47,"-0,07",70,"-0,03",44,"-0,86","0,67",99,"-5,88",71
SANKEYS SPECIAL OP 108E IA10343452 2017 4G 3/8 NE P E,23805,,,,,,,,,,2,42,"-1,13","0,42",4,"-1,46","0,42",67,,,,,"0,02",49,"0,16",16,"0,08",32,"-0,05",64,"-0,01",61,,62,2,29,"-1,77","0,27",70,"-3,22",68,"-0,04",73,"0,07",40,"0,03",49,"-0,09",77,"-0,02",53,"-0,08","0,18",67,"-5,97",71
PAIPASSO A42,102331,2013,,2G,3/8,NE,V,PS,20882,,1,21,"0,50","0,39",83,"-0,99","0,38",61,,,,,"-0,04",74,"-0,07",86,"-0,11",95,"0,20",4,"-0,07",21,,66,1,18,"-0,75","0,23",56,"-1,74",60,"-0,03",68,"-0,02",75,"-0,13",95,"0,23",4,"-0,08",15,"-0,51","0,32",93,"-6,26",72
PAIPASSO C26/15 GARDEL,114369,2015,,3G,3/8,NE,V,PS,20882,L,3,57,"0,21","0,53",70,"-1,89","0,55",72,,,,,"-0,09",91,"0,16",17,"0,15",15,"0,07",21,"-0,06",26,,81,3,37,"-0,39","0,41",49,"-2,28",63,"-0,06",82,"0,21",8,"0,19",10,"0,10",13,"-0,06",26,"0,24","0,48",34,"-6,39",72
JUQUIRY 5846 YACARE,93166,2012,,3G,3/8,NE,V,PS,18553,,3,46,"0,18","0,27",67,"-2,56","0,49",77,"-1,83","0,04",98,5,"0,04",41,"0,16",16,"0,10",27,"-0,01",49,"-0,00",63,,69,2,26,"-3,74","0,33",90,"-6,30",85,"0,01",53,"0,07",38,"0,09",28,"-0,07",71,"-0,00",67,"0,60","0,35",16,"-6,42",72
