nome_touro,registro,ano_nasc,var_mocha,geracao,grau_sangue,raca2_marcador,pelagem,categoria,criador_codigo,fornecedor_semen_cod,reb_desm,nf_desm,pn_dep,pn_acuracia,pn_percentil,gnd_direto_dep,gnd_direto_acuracia,gnd_direto_percentil,gnd_materno_dep,gnd_materno_acuracia,gnd_materno_percentil,netos,conformacao_desm_dep,conformacao_desm_percentil,precocidade_desm_dep,precocidade_desm_percentil,musculatura_desm_dep,musculatura_desm_percentil,tamanho_desm_dep,tamanho_desm_percentil,pelame_desm_dep,pelame_desm_percentil,indice_desmama,indice_desmama_percentil,reb_sobreano,nf_sobreano,gds_dep,gds_acuracia,gds_percentil,gns_dep,gns_percentil,conformacao_sobr_dep,conformacao_sobr_percentil,precocidade_sobr_dep,precocidade_sobr_percentil,musculatura_sobr_dep,musculatura_sobr_percentil,tamanho_sobr_dep,tamanho_sobr_percentil,pelame_sobr_dep,pelame_sobr_percentil,perimetro_escrotal_dep,perimetro_escrotal_acuracia,perimetro_escrotal_percentil,indice_final,indice_final_percentil
GUAPIARA BR1521 GUARANI,55523,2009,,6G,3/8,NE,P,PS,23805,P,18,241,"-0,68","0,64",10,"-1,18","0,73",64,"1,03","0,14",15,173,"-0,03",70,"-0,03",79,"0,02",53,"-0,10",80,"0,01",72,,66,14,140,"4,46","0,55",7,"3,28",28,"0,03",47,"0,00",65,"-0,00",63,"-0,04",60,"-0,04",35,"0,68","0,67",13,"5,37",31
PRIMAVERA R183/14,112429,2014,,4G,3/8,NE,V,PS,2496,,3,31,"1,22","0,33",97,"1,01","0,45",39,"-0,40","0,04",83,10,"0,11",20,"0,26",5,"0,20",10,"-0,14",89,"-0,03",39,,32,3,29,"-0,09","0,35",45,"0,92",41,"0,08",30,"0,20",9,"0,16",15,"-0,15",90,"-0,04",33,"0,61","0,46",16,"5,34",31
TILITA CENC. 1929 MATE COCIDO,IA122615,2008,,3G,3/8,NE,V,E,,,2,28,"0,23","0,36",71,"0,28","0,46",47,"1,34","0,08",12,7,"0,17",10,"0,19",12,"0,22",7,"0,07",20,"0,13",98,,31,2,14,"-0,55","0,31",51,"-0,27",49,"0,17",12,"0,17",13,"0,22",8,"0,10",14,"0,07",94,"0,16","0,30",42,"5,26",31
CORRALERO 9791 MAXIMO I-816 C,IA133336,2011,,2G,3/8,NE,P,E,23805,,5,97,"0,83","0,54",91,"1,28","0,60",37,"-0,12","0,00",61,1,"-0,04",74,"-0,04",83,"0,07",37,"-0,06",67,"-0,18",1,,46,4,83,"2,55","0,46",17,"3,83",26,"0,02",50,"-0,02",76,"0,08",32,"0,05",26,"-0,21",1,"0,59","0,57",17,"4,94",32
RANCHO 1256TE FRANCESCO,IA133187,2011,,3G,3/8,NE,P,E,23805,X,28,445,"0,02","0,76",57,"1,90","0,78",33,"-0,04","0,05",44,69,"0,20",8,"0,11",30,"0,18",11,"0,01",39,"-0,03",41,,19,24,330,"-2,62","0,67",81,"-0,71",52,"0,19",9,"0,16",13,"0,19",11,"-0,04",60,"-0,04",39,"0,01","0,73",58,"4,90",32
SULTANA SUMAJ 566 COMODORO SULTAN,IA136046,2012,,3G,3/8,NE,P,E,23805,T,10,196,"0,64","0,67",87,"0,81","0,70",41,"-0,24","0,02",79,49,"0,10",23,"0,04",52,"0,05",44,"0,01",37,"-0,08",16,,36,9,139,"1,72","0,56",25,"2,54",32,"0,15",15,"0,07",41,"0,09",30,"0,09",17,"-0,10",10,"-0,65","0,62",96,"4,81",32
JUQUIRY TE 6066 CURANDERO BLACK,105244,2013,,3G,3/8,NE,P,PS,18553,,2,38,"-0,24","0,49",34,"2,76","0,49",25,"-0,60","0,03",87,3,"0,06",37,"0,13",22,"0,07",36,"-0,05",65,"-0,04",34,,27,1,32,"-0,35","0,37",48,"2,42",33,"0,02",49,"0,16",13,"0,07",36,"-0,05",64,"-0,05",32,"0,60","0,32",16,"4,72",32
CORRALERO 777 YASTÁ 1614C CHALTEN,IA26218,1996,,2G,3/8,NE,P,E,23805,A,11,261,"-0,79","0,72",7,"1,03","0,77",39,"2,38","0,41",3,286,"0,07",32,"0,07",42,"0,02",54,"0,01",38,"-0,09",12,,37,10,212,"1,11","0,66",30,"2,14",35,"0,09",28,"0,09",33,"0,04",46,"0,02",36,"-0,07",20,"0,11","0,69",49,"4,68",33
BRINKS SUNDANCE A487K TE,IA112253,2000,,4G,3/8,NE,P,E,23805,T,5,64,"-0,02","0,53",52,"2,22","0,60",29,"0,61","0,23",26,72,"0,03",47,"-0,03",79,"-0,04",82,"-0,01",45,"-0,03",41,,33,3,47,"1,11","0,45",30,"3,33",28,"0,02",52,"-0,08",89,"-0,03",72,"-0,04",61,"0,02",79,"0,21","0,52",38,"4,16",34
J.M.T LANCEIRO 3915,33518,2002,,3G,3/8,NE,P,PS,15813,,2,89,"0,39","0,63",78,"-1,45","0,62",67,"-1,22","0,11",94,19,"0,00",57,"0,09",35,"-0,01",66,"-0,05",66,"-0,06",21,,64,2,48,"6,36","0,42",3,"4,90",20,"-0,00",59,"0,12",22,"-0,08",89,,,"-0,08",16,"-0,54","0,35",94,"4,01",34
CORRALERO 8435 CURUPAY F-10C,IA123762,2009,,4G,3/8,NE,P,E,23805,T,12,152,"0,98","0,65",94,"3,83","0,68",16,"-0,09","0,03",47,107,"0,08",27,"0,27",5,"0,20",9,"-0,15",92,"-0,00",64,,17,11,123,"-1,41","0,53",65,"2,42",32,"0,09",27,"0,25",5,"0,20",9,"-0,11",82,"0,00",68,"-0,19","0,63",77,"4,00",34
OLHOS D'AGUA SPARTACUS 5G 7905,92729,2012,,5G,3/8,NE,P,PS,73,,1,31,"0,60","0,53",86,"2,79","0,53",24,"1,41","0,11",10,21,"0,14",14,"0,15",19,"0,11",22,"0,02",32,"-0,11",9,,18,1,5,"-2,36","0,35",78,"0,43",45,"0,16",14,"0,09",31,"0,13",21,"0,03",32,"-0,10",11,"-0,23","0,29",80,"3,84",35
OLHOS D'AGUA 4G 8011TE PROFETA PROFETA,94530,2013,,4G,3/8,NE,P,PS,73,K,19,1549,"0,07","0,84",59,"-2,92","0,86",80,"2,14","0,17",4,216,"0,24",4,"0,20",9,"0,41",1,"-0,36",99,"-0,05",31,,47,18,907,"0,15","0,75",41,"-2,77",66,"0,27",4,"0,31",2,"0,45",1,"-0,36",99,"-0,06",25,"-0,54","0,79",94,"3,78",35
JUQUIRY 5792 DON CIRIACO,93157,2012,,3G,3/8,NE,V,PS,18553,,1,25,"-0,10","0,29",44,"2,51","0,47",27,"0,56","0,12",27,4,"0,07",30,"0,15",18,"0,10",25,"0,05",24,"0,02",76,,27,1,24,"0,14","0,38",41,"2,66",31,"0,08",33,"0,16",14,"0,13",21,"0,07",22,"0,00",69,"-0,32","0,34",86,"3,69",35
EBANO 4045 GLADIADOR TE GLADIADOR,IA112876,2001,,3G,3/8,NE,P,E,,,8,116,"0,21","0,55",69,"1,68","0,68",34,"4,38","0,34",1,153,"0,06",36,"0,14",21,"0,17",12,"0,01",40,"-0,11",9,,33,7,57,"0,29","0,55",39,"1,97",36,"0,12",19,"0,13",21,"0,18",12,"0,03",33,"-0,09",12,"-0,27","0,57",83,"3,69",35
ANAMELIA TE B059 MAXIMUS SPARTACUS,45600,2007,,4G,3/8,NE,P,PS,23805,P,28,439,"0,89","0,77",92,"0,45","0,81",45,"3,49","0,37",1,258,"0,06",36,"0,14",21,"0,13",17,"-0,03",55,"-0,06",22,,42,22,307,"1,01","0,70",31,"1,46",38,"0,12",20,"0,12",22,"0,18",12,"-0,01",44,"-0,03",43,"-0,10","0,76",69,"3,65",35
UMBU 4714,102234,2013,,4G,3/8,NE,V,PS,99,,3,63,"0,32","0,56",76,"-2,57","0,55",77,"0,82","0,12",20,3,"0,14",14,"0,14",19,"0,18",10,"-0,01",46,"0,03",80,,56,2,35,"-0,68","0,39",55,"-3,25",69,"0,17",11,"0,13",21,"0,16",14,"-0,01",47,"0,02",79,"0,92","0,46",6,"3,58",35
LAS LILAS 855H LIBERTADOR CARDENAL G6,IA122947,2007,,3G,3/8,NE,V,E,,,4,59,"1,16","0,41",96,"-1,14","0,47",63,"-0,06","0,01",45,4,"0,24",4,"0,19",11,"0,12",19,"0,21",4,"0,00",65,,33,4,55,"-3,71","0,33",90,"-4,85",79,"0,17",11,"0,13",20,"0,08",33,"0,11",13,"-0,02",53,"1,04","0,32",5,"3,48",36
POLI JATOBA 1164,67720,2010,,3G,3/8,NE,P,PS,14867,,4,87,"-0,73","0,48",9,"2,61","0,62",27,"1,88","0,09",6,22,"0,13",16,"0,03",57,"-0,00",63,"0,08",19,"-0,11",9,,20,3,45,"-1,49","0,42",66,"1,12",41,"0,11",21,"-0,07",87,"-0,07",85,"0,12",11,"-0,11",8,"-0,36","0,48",88,"3,41",36
GUARDIAN Y7993 REVELATION OSCAR TE,IA106250,1992,,1G,3/8,NE,P,E,23805,,5,231,"-1,36","0,61",2,"-0,17","0,72",51,"3,91","0,43",1,259,"0,01",53,"-0,04",81,"0,06",39,"0,09",14,"-0,14",4,,52,5,129,"3,49","0,58",10,"3,32",28,"-0,03",67,"-0,00",67,"0,08",31,"0,09",16,"-0,10",9,"0,12","0,54",47,"3,29",36
