nome_touro,registro,ano_nasc,var_mocha,geracao,grau_sangue,raca2_marcador,pelagem,categoria,criador_codigo,fornecedor_semen_cod,reb_desm,nf_desm,pn_dep,pn_acuracia,pn_percentil,gnd_direto_dep,gnd_direto_acuracia,gnd_direto_percentil,gnd_materno_dep,gnd_materno_acuracia,gnd_materno_percentil,netos,conformacao_desm_dep,conformacao_desm_percentil,precocidade_desm_dep,precocidade_desm_percentil,musculatura_desm_dep,musculatura_desm_percentil,tamanho_desm_dep,tamanho_desm_percentil,pelame_desm_dep,pelame_desm_percentil,indice_desmama,indice_desmama_percentil,reb_sobreano,nf_sobreano,gds_dep,gds_acuracia,gds_percentil,gns_dep,gns_percentil,conformacao_sobr_dep,conformacao_sobr_percentil,precocidade_sobr_dep,precocidade_sobr_percentil,musculatura_sobr_dep,musculatura_sobr_percentil,tamanho_sobr_dep,tamanho_sobr_percentil,pelame_sobr_dep,pelame_sobr_percentil,perimetro_escrotal_dep,perimetro_escrotal_acuracia,perimetro_escrotal_percentil,indice_final,indice_final_percentil
SANTA PRENDA 38-I027 VERMELHO 27 VERMELHO 27,135537,2007,,,3/8,,,CCG,11815,,3,92,"0,72","0,49",77,"-0,63","0,60",67,"0,41","0,02",12,1,"-0,03",74,"0,18",20,"0,01",57,"0,00",52,"0,07",91,,69,3,52,"-1,92","0,41",78,"-2,55",72,"-0,07",85,"0,11",33,"-0,01",67,"-0,09",81,"0,06",88,"0,10","0,36",48,"-6,28",75
R.S.V. ROMEU 38 Z 10/10 38-0263,159682,2010,,,3/8,,,CCG,1277,,1,279,"0,15","0,69",49,"-1,54","0,68",73,,,,,"-0,04",76,"-0,10",89,"0,09",34,"-0,13",89,"0,02",73,,77,1,156,"-1,00","0,51",62,"-2,54",72,"-0,06",80,"-0,13",90,"0,12",30,"-0,15",89,"0,03",79,"-0,01","0,52",60,"-6,32",76
BELVISTA 38-2792,190949,2012,,,3/8,PS,,,16110,,1,23,"0,48","0,41",65,"-2,99","0,39",89,"-0,45","0,01",94,8,"-0,06",81,"-0,03",73,"-0,05",77,"-0,20",96,"0,10",96,,89,1,18,"-1,24","0,27",68,"-4,22",83,"-0,08",87,"-0,00",68,"-0,04",74,"-0,20",95,"0,12",98,"0,75","0,33",15,"-7,06",77
PITANGUEIRA 38-A209,73849,2001,,,3/8,,,CCG,26705,,1,147,"-0,07","0,67",33,"-6,66","0,67",96,"0,98","0,19",8,61,"0,19",15,"0,03",53,"0,03",50,"-0,19",96,"-0,01",54,,88,1,51,"-3,13","0,40",86,"-9,79",95,"0,18",16,"0,00",67,"-0,04",77,"-0,26",97,"-0,01",54,"-0,34","0,23",82,"-7,14",78
MARCAOJO A867 CORCHITO,IA19,1996,,,3/8,IA,,,,,4,406,"0,45","0,72",62,"-1,73","0,77",76,"-1,58","0,13",99,57,"0,23",12,"0,25",13,"0,23",14,"0,09",28,"0,05",87,,47,4,213,"-7,55","0,61",99,"-9,29",94,"0,05",43,"0,10",35,"0,10",34,"-0,03",59,"0,05",86,"0,19","0,47",41,"-7,38",79
PITANGUEIRA 38 L140 CAPATAZ,198949,2012,,,3/8,,,CCG,26705,,3,105,"0,00","0,55",38,"-0,59","0,55",66,"-1,47","0,10",98,1,"-0,03",71,"-0,06",82,"-0,07",83,"-0,06",74,"-0,08",13,,66,3,99,"-3,76","0,44",88,"-4,35",83,"0,01",54,"-0,04",77,"-0,09",89,"-0,04",65,"-0,01",54,"0,00","0,47",59,"-7,60",79
GAP 38-FIVG307 SINUELO,286663,2015,,,3/8,,,CCG,23388,,2,34,"-0,46","0,42",18,"-0,07","0,42",60,,,,,"-0,11",91,"0,08",41,"-0,01",69,"-0,12",86,"0,01",66,,73,1,27,"-3,56","0,29",87,"-3,63",79,"-0,09",90,"0,08",40,"0,00",63,"-0,19",95,"-0,01",57,"0,72","0,28",15,"-8,09",81
R.S.V. BRIGADIER Z 09/13 38-A602,259379,2013,,,3/8,,,CCG,1277,,1,31,"1,83","0,46",97,"-1,89","0,44",77,,,,,"0,03",45,"0,04",51,"0,03",51,"-0,01",59,"0,04",82,,70,1,14,"-3,09","0,25",85,"-4,99",86,"0,00",58,"0,04",54,"0,01",58,"-0,07",76,"0,03",79,"-0,36","0,21",82,"-8,16",82
R.S.V. NOVATO Z 05/15 38-B424,256395,2015,,,3/8,,,CCG,1277,,1,50,"1,08","0,52",84,"-1,68","0,51",75,,,,,"-0,03",71,"-0,22",95,"-0,15",96,"0,03",42,"-0,03",38,,78,1,31,"-3,72","0,35",88,"-5,40",86,"-0,03",75,"-0,23",97,"-0,17",96,"0,01",50,"-0,04",36,"0,35","0,37",31,"-8,63",83
PITANGUEIRA 38-H161 TIPO,138929,2008,,,3/8,,,CCG,26705,,1,249,,,,"0,09","0,67",58,"-1,64","0,14",99,65,"-0,14",95,"0,01",62,"-0,04",76,"0,05",37,,,,77,1,147,"-0,98","0,49",62,"-0,89",63,"-0,21",97,"-0,02",75,"-0,10",91,"0,06",36,,,"0,15","0,38",45,"-9,11",84
CHAPADA 38-852670 FORMULA 1,101292,2004,,,3/8,,,CCG,2376,,1,26,"0,89","0,49",79,"-2,98","0,49",88,"0,40","0,07",13,6,"-0,00",59,"0,08",42,"0,08",36,"-0,13",90,"-0,02",47,,83,1,24,"-3,94","0,38",92,"-6,92",91,"0,05",42,"0,13",24,"0,11",33,"-0,14",89,"-0,01",56,"-0,27","0,44",79,"-10,34",86
BELVISTA B COMBAT 1718 CHEFAO CHEFÃO,149219,2009,,,3/8,,,CCG,16110,,3,29,"-0,31","0,26",23,"-1,39","0,41",70,,,,,"-0,04",76,"-0,08",85,"-0,09",88,"0,02",44,"-0,08",14,,75,3,21,"-5,55","0,28",97,"-6,94",92,"-0,10",91,"-0,15",93,"-0,17",95,"0,01",51,"-0,07",17,"-0,56","0,32",91,"-15,45",93
LAJEADO VERMELHO 38-2848 MAULA 8151,165837,2010,,,3/8,,,CCG,9410,,1,81,"-1,05","0,58",4,"-6,90","0,58",96,"-0,10","0,03",90,9,"-0,13",95,"-0,21",95,"-0,17",97,"-0,15",91,"0,09",95,,95,1,3,"-1,21","0,23",68,"-8,11",93,"-0,10",92,"-0,14",92,"-0,12",92,"-0,12",85,"0,07",92,"-0,23","0,21",77,"-17,16",93
LOSGURISES 2051 ZENITH KICHAN,IA56,2014,,,,,,IA,56,,2,23,"0,07","0,22",40,"-5,19","0,35",94,,,,,"-0,03",72,"-0,05",76,"-0,01",67,"-0,04",68,"-0,07",17,,93,2,19,"-3,77","0,25",89,"-8,96",93,"-0,03",74,"-0,02",74,"0,00",62,"-0,00",53,"-0,08",10,"-0,96","0,26",99,"-17,44",93
PITANGUEIRA 38-I323 BIG BEN,159269,2009,,,3/8,,,CCG,26705,,1,70,,,,"-11,86","0,52",99,"0,13","0,03",20,10,"-0,12",94,"-0,39",99,"-0,22",98,"-0,47",99,,,,99,1,34,"-1,89","0,33",76,"-13,75",97,"-0,05",78,"-0,25",99,"-0,16",95,"-0,40",99,,,"-0,96","0,21",98,"-25,52",95
CARINYA ONSLOW ONSLOW,IA55,2011,,,,,,IA,23805,,2,22,"-0,39","0,27",20,"-9,34","0,27",98,,,,,"-0,06",80,"-0,12",91,"-0,04",76,"-0,18",95,"-0,07",19,,96,2,19,"-7,03","0,18",99,"-16,37",99,"-0,06",81,"-0,12",90,"-0,04",76,"-0,24",97,"-0,06",19,"-1,16","0,26",99,"-29,59",98
