nome_touro,registro,ano_nasc,var_mocha,pelagem,categoria,criador_codigo,fornecedor_semen_cod,reb_desm,nf_desm,pn_dep,pn_acuracia,pn_percentil,gnd_direto_dep,gnd_direto_acuracia,gnd_direto_percentil,gnd_materno_dep,gnd_materno_acuracia,gnd_materno_percentil,netos,conformacao_desm_dep,conformacao_desm_percentil,precocidade_desm_dep,precocidade_desm_percentil,musculatura_desm_dep,musculatura_desm_percentil,tamanho_desm_dep,tamanho_desm_percentil,pelame_desm_dep,pelame_desm_percentil,indice_desmama,indice_desmama_percentil,reb_sobreano,nf_sobreano,gds_dep,gds_acuracia,gds_percentil,gns_dep,gns_percentil,conformacao_sobr_dep,conformacao_sobr_percentil,precocidade_sobr_dep,precocidade_sobr_percentil,musculatura_sobr_dep,musculatura_sobr_percentil,tamanho_sobr_dep,tamanho_sobr_percentil,pelame_sobr_dep,pelame_sobr_percentil,perimetro_escrotal_dep,perimetro_escrotal_acuracia,perimetro_escrotal_percentil,indice_final,indice_final_percentil
BARRAGEM 431 WESTWIND LÍDER 127,O116042,2006,,P,PO,2251,,2,51,,,,"1,75","0,54",52,"1,38","0,21",13,23,"-0,04",84,"-0,04",81,"-0,07",90,"0,05",48,"0,05",77,"1,62",65,2,17,"-0,14","0,27",67,"1,6",59,"-0,08",90,"-0,02",74,"-0,1",93,0,63,"0,07",84,"0,09","0,39",54,"-1,26",73
MAUFER ESTAMPIDO 0119FIV FLORICE ZORZAL,O158210,2012,,P,PO,17034,,1,26,"0,11","0,35",50,"0,96","0,33",60,,,,,"-0,01",75,"-0,03",80,"-0,09",94,"-0,05",82,"-0,01",46,"1,03",66,1,17,"-0,17","0,19",67,"0,79",64,"-0,05",86,"-0,05",84,"-0,13",96,"-0,12",92,"-0,02",41,"0,01","0,25",63,"-1,31",73
SANTO ANTÃO DON LEO 707,O156971,2012,,P,PO,14982,,2,31,,,,"-2,15","0,48",87,"-1,7","0,08",85,2,"0,04",59,"0,06",51,"0,05",53,"0,1",30,"-0,01",43,"-4,89",82,2,24,"0,03","0,26",64,"-2,12",80,"0,03",63,"0,04",52,"0,04",58,"0,07",39,"-0,01",43,"0,3","0,42",34,"-1,33",73
TRES MARIAS 9087 MULBERRY 8280 TE HALCON,IA-1458,2011,,V,IMP,,,18,130,"0,63","0,65",82,"-0,73","0,68",77,"1,22","0,12",15,18,"0,06",49,"0,03",58,"0,1",37,"0,01",60,"-0,03",34,"-0,42",71,16,86,"-3,08","0,34",96,"-3,81",88,"0,07",51,"0,05",49,"0,16",26,"0,02",56,"-0,03",38,"0,75","0,56",8,"-1,34",73
SÃO BIBIANO HERDEIRO 7159,O149992,2011,,V,PO,110,,2,32,"-0,09","0,48",34,"-0,85","0,48",78,"2,53","0,17",4,7,"0,02",68,"0,06",50,"0,07",45,"-0,1",91,"0,02",61,"-2,58",76,2,28,"-0,57","0,29",72,"-1,42",77,"0,02",65,"0,04",55,"0,06",51,"-0,06",82,0,54,"0,23","0,38",41,"-1,45",73
WOLF CREEK PLAINSMAN,IA-1400,2009,,P,IMP,,,3,38,"-1,03","0,41",4,"0,27","0,39",67,"0,77","0,02",23,1,"0,03",64,"0,23",9,"0,16",20,"0,09",33,"0,03",67,"0,58",67,3,23,"-1,66","0,17",86,"-1,39",76,"0,05",55,"0,16",18,"0,16",26,"0,09",33,"0,03",66,"0,02","0,34",62,"-1,47",73
MAR INNOVATION 251,IA-1542,2011,,P,IMP,,,4,22,"0,39","0,32",69,"1,36","0,35",56,"-0,22","0,02",61,3,"-0,06",87,"0,07",47,"-0,01",75,"0,09",32,"-0,13",8,"0,13",69,2,4,"0,18","0,11",62,"1,54",59,"-0,07",88,"0,07",44,"-0,02",77,"0,1",29,"-0,13",9,,,,"-1,5",74
BCC BUSHWACKER 41-93,IA-703,1993,,P,IMP,,,8,115,"0,32","0,57",65,"1,5","0,63",54,"-0,39","0,26",64,93,0,72,"0,14",27,"0,03",62,"0,17",13,"-0,1",11,"2,83",60,6,50,"-0,9","0,32",78,"0,61",65,"-0,08",90,"0,04",54,"-0,03",81,"0,18",14,"-0,16",6,"0,13","0,33",50,"-1,54",74
GAP D199,C331694,2011,,P,PC,2555,,1,60,"1,26","0,62",97,"1,71","0,61",52,"-2,94","0,17",96,17,"0,06",50,"0,03",59,"0,04",59,,,"0,09",91,"5,57",51,1,44,"-2,53","0,38",93,"-0,82",74,"0,07",50,"0,04",54,"0,07",50,,,"0,08",87,"-0,56","0,51",95,"-1,58",74
CIA.AZUL 1804 CANDELERO NET WORTH,O160752,2012,,V,PO,8538,,2,44,"0,82","0,54",90,"-0,38","0,54",74,"-1,3","0,15",80,6,"-0,02",77,"0,19",16,"0,2",11,"-0,06",84,"-0,02",37,"-2,58",76,1,20,"0,05","0,29",64,"-0,33",71,"-0,03",79,"0,19",15,"0,22",14,"-0,04",77,"-0,01",43,"0,22","0,32",42,"-1,63",74
GAP B215,C317948,2009,,V,PC,2555,,2,112,"-0,19","0,68",26,"-1,37","0,69",82,"0,46","0,32",30,80,0,72,"0,07",47,"0,12",31,,,"0,05",79,"-4,26",80,2,81,"-0,55","0,44",72,"-1,93",79,"0,1",40,"0,14",22,"0,22",13,,,"0,09",90,"-0,03","0,58",67,"-1,66",74
BIGUÁ 6677 HEAVY HITTER TE,O187083,2015,,P,PO,18474,,1,24,"0,2","0,31",58,"-0,38","0,34",73,"-1,58","0,09",84,1,"-0,1",93,"-0,03",77,"-0,15",98,"-0,09",89,"0,04",,"-5,56",83,1,19,"1,61","0,15",42,"1,23",61,"-0,12",94,"-0,05",84,"-0,15",97,"-0,12",92,,,"0,58","0,3",16,"-1,76",74
ERRE TE 383 CONDOR EURO TE,IA-1886,2011,,P,IMP,,,8,57,"-0,09","0,49",34,"-2,28","0,49",88,,,,,"0,1",37,"0,1",34,"0,03",60,"0,07",40,"0,05",79,"-2,96",77,2,6,"-1,84","0,18",88,"-4,12",89,"0,1",38,"0,12",29,"0,03",61,"0,07",39,"0,05",76,"0,08","0,19",55,"-2,05",74
INHANDUI437AGROMELU2894BRUJOBARTOLOME,O137238,2009,,V,PO,8386,,3,59,"0,77","0,57",88,"-1,04","0,57",79,"-0,05","0,17",57,8,"0,1",35,"0,2",14,"0,18",15,"-0,09",90,"-0,07",18,"0,29",68,3,45,"-3,23","0,37",96,"-4,27",89,"0,12",34,"0,14",23,"0,21",15,"-0,09",89,"-0,07",21,"0,1","0,53",53,"-2,08",74
TRADIÇÃO AZUL 8014 REAL,O125401,2007,,P,PO,13339,,2,25,,,,"-1,64","0,41",84,"-1,07","0,07",76,1,"0,06",50,"-0,08",89,"-0,01",75,"0,2",10,"0,04",74,"-2,71",77,2,14,"-0,55","0,19",72,"-2,18",80,"0,06",51,"-0,04",81,"0,01",67,"0,26",5,"0,02",66,"-0,32","0,42",88,"-2,2",75
EL ABRA JEWLIAN 4372,IA-927,1998,,P,IMP,,,2,155,"-1,66","0,62",2,"3,08","0,68",36,"-1,92","0,26",88,101,"0,02",68,"0,03",59,"-0,04",83,"0,01",62,"0,05",77,"7,17",45,2,116,"-3,5","0,37",97,"-0,42",71,"-0,06",87,"-0,07",88,"-0,19",99,"-0,08",87,"0,02",63,"0,29","0,37",35,"-2,21",75
CIA.AZUL 3260 A.VALLEY G.7372,O194433,2015,,P,PO,8538,,1,25,"-0,63","0,43",9,"-3,77","0,42",94,,,,,"-0,01",75,"-0,05",84,"-0,05",86,"0,02",57,"-0,09",15,"-10,61",92,,0,"0,19","0,21",62,"-3,57",87,"0,08",44,"0,02",60,0,72,"0,13",21,,,"0,53","0,32",19,"-2,29",75
UMBU 2030 LAPACHO,O156628,2012,,V,PO,99,,1,25,"0,47","0,5",74,"-0,52","0,48",75,"-3,71","0,19",99,4,"0,12",28,"0,1",37,"0,22",8,"0,13",22,"-0,06",21,"2,31",62,1,17,"-2,17","0,3",90,"-2,69",84,"0,08",46,"0,02",62,"0,2",17,"0,09",33,"-0,05",28,"-0,55","0,35",95,"-2,3",75
BASCO ZORZAL 331,O143412,2010,,P,PO,4074,,2,43,"0,18","0,49",56,"-2,76","0,5",90,"-3,76","0,17",99,5,"0,18",16,"-0,05",84,0,71,"0,06",43,"0,08",90,"-1,25",73,2,18,"-2,85","0,26",94,"-5,61",94,"0,17",20,"-0,04",82,"0,01",67,"0,03",52,"0,08",86,"-0,28","0,31",86,"-2,32",75
BIGUÁ 5993 HEAVY HITTER TE,O161495,2012,,P,PO,18474,,2,55,"0,55","0,5",78,"-0,78","0,5",77,"-3,2","0,14",97,21,"-0,02",79,"0,07",45,"-0,15",98,"0,01",61,"-0,02",41,"-3,79",79,2,49,"-0,14","0,3",66,"-0,91",74,"-0,03",80,"0,08",40,"-0,16",98,0,63,"-0,02",40,"0,28","0,38",36,"-2,44",75
QUIRI F43 TORPEDO,C234942,2004,,P,PC,92,,2,57,"-0,36","0,6",18,"-0,21","0,6",71,"0,71","0,21",25,18,"0,02",65,"0,13",27,"0,16",19,"-0,1",91,"-0,02",36,"-0,63",71,2,43,"-0,83","0,38",77,"-1,04",75,"-0,01",74,"0,2",13,"0,16",26,"-0,13",93,"-0,01",43,"-0,12","0,53",75,"-2,48",75
FFC MAJOR MOTION 518E,IA-216,1984,,V,IMP,,,19,428,"0,54","0,64",78,"0,81","0,76",62,"-1,24","0,47",79,271,"0,03",63,"-0,03",78,"-0,06",87,"-0,06",85,"-0,12",9,"2,03",63,15,281,"-2,66","0,48",93,"-1,85",79,"0,01",69,"-0,06",87,"-0,09",92,"-0,12",93,"-0,09",17,"0,15","0,4",48,"-2,58",76
JINDRA DOUBLE VISION,IA-1480,2010,,P,IMP,,,7,65,"-1,51","0,36",2,"1,64","0,53",53,,,,,"-0,12",96,"-0,34",99,"-0,2",99,"0,13",21,"0,13",96,"-1,39",73,6,51,"2,11","0,23",36,"3,75",45,"-0,09",92,"-0,38",99,"-0,28",99,"0,14",20,"0,12",94,"-0,7","0,41",97,"-2,58",76
RED BRYLOR TALISKER 202T,IA-1002,2007,,V,IMP,,,9,77,"-0,15","0,62",29,"-1,06","0,61",80,"-1,67","0,2",85,48,"0,07",47,0,69,"0,12",31,"0,14",18,"0,09",90,"-1,02",72,8,66,"-2,79","0,35",94,"-3,85",88,"0,07",47,"-0,02",75,"0,15",29,"0,16",16,"0,1",92,"0,25","0,41",39,"-2,61",76
BUFFALO CREEK BARNEY 3474 BARNEY,IA-743,1994,,V,IMP,,,13,109,"1,46","0,62",98,"1,57","0,67",54,"-0,28","0,33",62,163,"-0,07",90,"0,02",64,"-0,09",94,"0,15",16,"-0,11",11,"0,03",69,11,82,"-2,04","0,42",90,"-0,48",72,"-0,09",91,"0,01",65,"-0,14",96,"0,1",28,"-0,11",13,"0,89","0,53",5,"-2,61",76
RED LORD MAN DO JUNCO 461,O101721,2003,,V,PO,30,,1,21,"0,07","0,32",47,"-2,21","0,38",88,"0,74","0,21",24,70,"0,03",64,0,70,"-0,03",80,"0,08",35,"0,03",67,"-5,54",83,1,6,"-0,09","0,19",66,"-2,3",81,"0,03",62,"0,02",62,"-0,02",77,"0,05",44,"0,03",68,,,,"-2,63",76
TRÊS MENINAS 128 MAXI 547TE,O179995,2014,,P,PO,16507,,1,29,,,,"0,22","0,37",68,,,,,"-0,02",78,"0,1",37,"0,05",52,"0,2",10,"0,01",58,"-1,27",73,1,26,"-0,73","0,21",75,"-0,51",72,"0,01",69,"0,11",30,"0,14",31,"0,2",10,"0,02",63,"-0,21","0,32",81,"-2,74",76
FREYS OPPORTUNITY 148A,IA-1673,2013,,P,IMP,,,3,36,"-0,12","0,28",32,"-0,77","0,45",77,,,,,"0,03",61,"-0,05",83,"-0,07",90,"-0,09",90,"0,12",95,"-1,64",74,3,20,"-1,53","0,17",85,"-2,3",81,"0,04",60,"-0,06",88,"-0,07",87,"-0,07",85,"0,12",94,"-0,04","0,24",68,"-2,86",76
BASCO LICURGO QUEBRACHO 268,O138291,2009,,P,PO,4074,,1,50,"0,66","0,34",83,"-0,15","0,51",71,"-2,94","0,2",96,28,"0,09",42,"-0,13",95,"-0,04",83,"-0,07",86,"0,02",63,"1,8",64,1,38,-4,"0,29",98,"-4,14",89,"0,08",46,"-0,09",93,"-0,01",74,"-0,04",76,"0,03",66,"0,23","0,28",40,"-2,89",76
QUIRI L89,C310027,2009,,V,PC,92,,1,21,"1,95","0,43",99,"-0,51","0,45",75,"0,07","0,22",53,18,"0,07",48,"0,13",28,"0,1",38,"-0,05",81,0,54,"0,29",68,1,14,"-3,28","0,28",96,"-3,79",88,"0,05",54,"0,13",25,"0,12",36,"-0,1",91,"0,01",60,"0,3","0,37",34,"-2,93",77
BRUNS THUNDERBOLT 963,IA-1550,2013,,P,IMP,,,1,25,,,,"-0,24","0,21",72,,,,,"-0,03",82,"0,11",32,"-0,14",97,"0,01",62,"-0,01",42,"-2,9",77,1,9,"-0,15","0,06",67,"-0,39",71,"-0,02",78,"0,1",33,"-0,19",99,"0,03",52,"-0,02",41,"-0,06","0,14",70,"-2,98",77
OCC GREAT PLAINS 943G,IA-923,1997,,P,IMP,,,6,32,"-1,16","0,49",4,"-0,51","0,51",75,"1,23","0,2",15,31,"-0,06",87,"-0,04",82,"-0,08",91,"0,05",46,"0,05",79,"-4,41",81,5,30,"2,11","0,3",36,"1,6",59,"-0,09",92,"0,04",55,"-0,14",97,0,62,"0,05",75,"-0,45","0,44",92,"-3,03",77
RED U-2 INFINITE 408P,IA-828,2004,,V,IMP,,,4,117,"-0,34","0,68",18,"1,69","0,67",52,"1,98","0,28",7,108,"-0,03",81,"-0,03",80,"-0,01",75,"0,07",41,"0,04",73,"1,92",64,3,101,"-1,61","0,42",85,"0,08",69,"-0,02",77,"-0,06",87,"-0,02",76,"0,06",41,"0,01",58,"-0,22","0,51",82,"-3,06",77
S2 EBV 6703-5044 GRAND CANYON,O109755,2005,,V,PO,6667,,1,143,"0,11","0,72",51,"-0,9","0,71",78,"1,5","0,33",11,99,"0,05",54,"-0,03",78,"-0,01",76,"-0,05",81,"0,01",59,"-1,31",73,1,115,"-2,01","0,51",89,"-2,91",85,"0,03",62,"-0,06",85,0,72,"-0,03",74,"0,05",75,"0,1","0,44",53,"-3,07",77
TRADIÇÃO 1828,C345057,2011,,P,PC,3638,,2,88,"0,56","0,3",79,"-4,31","0,63",96,"0,51","0,21",29,18,"0,11",32,"0,13",28,"0,1",39,,,"-0,01",,"-7,44",87,2,82,"1,36","0,44",45,"-2,95",85,"0,08",45,"0,08",40,"0,1",41,,,,,"-0,9","0,58",99,"-3,16",77
RITO 9M25 OF RITA 5F56 PRED,IA-1501,2008,,P,IMP,,,2,24,"-0,58","0,45",11,"2,14","0,44",46,"-0,93","0,1",74,16,"-0,03",81,"-0,06",86,"-0,12",96,"0,12",24,"-0,02",39,"3,13",59,1,19,"-2,55","0,25",93,"-0,41",71,"-0,06",86,"-0,07",89,"-0,17",98,"0,07",39,"-0,02",38,"0,23","0,33",40,"-3,17",77
RED L83 MATADOR 43A MATADOR,IA-1591,2013,,V,IMP,,,3,21,"0,17","0,33",55,"1,19","0,37",58,"0,57","0,01",27,2,"-0,16",98,"-0,05",84,"-0,06",88,"-0,13",94,"-0,03",34,"-3,99",80,3,17,"2,73","0,17",29,"3,92",44,"-0,18",98,"-0,02",77,"-0,06",86,"-0,09",88,"-0,03",38,"-0,25","0,29",84,"-3,31",78
HARB PENDLETON 765 JH,IA-1039,2005,,P,IMP,,,11,95,"0,08","0,65",47,"0,33","0,65",67,"2,07","0,27",6,62,"0,03",63,"-0,01",73,"0,06",52,"0,2",9,"-0,06",21,"0,83",67,8,67,"-2,53","0,42",93,"-2,19",81,"-0,05",84,"-0,12",96,"-0,02",76,"0,12",25,"-0,16",6,"0,34","0,37",31,"-3,56",78
SÃO BIBIANO BRUJO 06849 TE,O149212,2009,,V,PO,110,,2,88,"-0,36","0,66",18,"-4,91","0,64",97,"-0,84","0,2",72,32,"0,09",40,"0,02",62,"0,06",49,"-0,05",81,"0,04",72,"-9,79",91,2,66,"0,24","0,42",61,"-4,67",91,"0,09",42,"-0,03",80,"0,05",55,"-0,1",90,"0,03",70,"-0,18","0,54",80,"-3,6",78
ASD 623TE PAYADOR CARRASCO CARRASCO,O120767,2007,,V,PO,73,,29,389,"0,35","0,78",67,"-1,83","0,8",85,"-1,98","0,35",89,101,"0,13",25,"0,06",48,"0,16",19,"-0,03",76,"0,06",82,"-0,58",71,21,257,"-0,67","0,52",74,"-2,49",82,"0,09",42,"0,04",52,"0,15",28,0,64,"0,08",86,"-1,29","0,69",99,"-3,64",79
OSU CURRENCY 8173,IA-1224,2008,,P,IMP,,,8,37,"-0,22","0,41",24,"0,2","0,45",68,"0,96","0,01",19,4,"0,02",66,"-0,08",90,"-0,03",82,"0,09",34,"0,09",92,"0,26",68,6,22,"-0,83","0,18",77,"-0,63",73,"-0,04",81,"-0,13",97,"-0,05",84,"0,07",39,"0,15",96,"-0,45","0,24",92,"-3,7",79
CONDESSA 5755,C311929,2008,,V,PC,112,,2,43,"0,18","0,58",56,"-1,66","0,57",84,"1,31","0,2",14,14,"-0,04",83,"-0,04",82,"-0,07",90,"-0,01",69,"-0,01",46,"-6,62",85,2,33,"0,61","0,36",55,"-1,05",75,"-0,02",76,"-0,04",82,"-0,03",79,0,61,"-0,04",33,"-0,16","0,39",79,"-3,98",79
GAR RETAIL PRODUCT,IA-749,1999,,P,IMP,,,6,68,"-0,34","0,62",19,"-2,49","0,62",89,"0,76","0,27",24,49,"0,01",69,"0,06",48,"-0,02",77,"0,07",40,"-0,11",10,"-6,67",85,5,59,"-0,57","0,43",73,"-3,07",85,"-0,03",79,"0,03",57,"-0,02",78,"-0,03",73,"-0,11",13,"0,39","0,56",27,"-4,01",79
CIA.AZUL TE2626 MAXI NET WORTH,O194287,2014,,P,PO,8538,,1,28,"0,01","0,51",42,"0,68","0,5",63,,,,,"0,03",63,"0,09",39,"0,02",64,"-0,01",67,"0,05",79,"1,69",65,1,13,"-1,79","0,26",87,"-1,12",76,"0,01",69,"0,11",30,"0,06",52,"-0,05",78,"0,07",85,"-0,65","0,4",97,"-4,04",79
LAS LILAS 2445 MEJICANO SENSATION CHAMACO,IA-1675,2010,,V,IMP,,,3,45,,,,"0,5","0,46",65,,,,,"-0,06",89,"-0,15",96,"-0,04",83,"0,1",31,"0,19",99,"-2,26",76,3,21,"0,22","0,22",62,"0,72",64,"-0,13",95,"-0,18",99,"-0,09",91,"0,04",49,"0,21",99,"0,03","0,34",61,"-4,05",79
ISA TEI3170 CANDELERO DA ENCARNAÇÃO,O195349,2013,,P,PO,15061,,2,28,,,,"-0,13","0,39",70,,,,,"-0,01",76,"-0,03",77,"0,05",56,"0,08",35,"0,09",92,"-1,85",74,2,19,"-0,72","0,21",75,"-0,85",74,"-0,08",90,"-0,04",82,"0,01",69,"0,06",41,"0,1",92,"0,02","0,27",62,"-4,07",79
BIGUÁ 6255 BISMARCK TE,O174103,2013,,P,PO,18474,,1,20,"-1,39","0,35",2,"-1,33","0,32",82,"0,86","0,12",21,3,"-0,03",79,"0,1",34,"0,1",38,"-0,26",99,"0,05",77,"-5,29",82,1,3,"-0,42","0,17",71,"-1,75",78,"-0,05",85,"0,1",32,"0,08",47,"-0,28",99,"0,03",67,,,,"-4,17",80
CATANDUVA JOAO ALANO GRAMATICO 1195,O88680,2001,,V,PO,16417,,10,165,"0,35","0,51",67,"0,38","0,7",66,"-2,37","0,3",93,78,0,74,"-0,11",94,"0,09",42,"-0,01",68,"0,02",61,"-0,18",70,9,135,"-2,84","0,44",94,"-2,46",82,0,70,"-0,09",91,"0,06",52,"-0,02",67,"0,06",79,"0,13","0,6",50,"-4,26",80
QUAKER HILL OBJECTIVE 3J15 QUAKER HILL,IA-1001,2003,,P,IMP,,,4,29,"-0,03","0,4",38,"1,13","0,42",59,"0,33","0,1",33,17,"-0,07",89,"0,08",43,"-0,08",91,"0,09",34,"0,05",79,"-0,78",72,4,19,"0,04","0,19",64,"1,17",62,"-0,11",94,"0,03",57,"-0,13",96,"0,06",40,"0,04",71,"-0,34","0,29",89,"-4,27",80
RED RRAR PALERMO 20Y,IA-1573,2011,,V,IMP,,,2,25,"-0,15","0,43",29,"-7,95","0,41",99,"-0,5","0,07",66,13,"0,14",23,"0,09",39,"0,06",51,"-0,06",83,"-0,11",11,"-15,34",96,2,20,"-0,99","0,19",79,"-8,94",98,"0,23",10,"0,14",23,"0,14",29,"-0,03",72,"-0,11",12,"0,12","0,29",51,"-4,28",80
ITALUI 194 TENAZ CHEYENNE,O142474,2010,,V,PO,675,,1,25,,,,"-1,78","0,41",85,,,,,"-0,08",91,0,70,"-0,11",95,"-0,06",83,"-0,01",44,"-8,3",88,1,15,"1,75","0,21",40,"-0,03",69,"-0,1",92,"-0,01",74,"-0,12",95,"-0,02",71,"-0,01",44,,,,"-4,38",80
GP CATALYST 025,IA-725,2000,,V,IMP,,,22,185,"0,25","0,69",61,"0,82","0,71",62,"0,06","0,37",54,172,"-0,08",92,"-0,11",93,"-0,14",97,"0,04",50,"0,01",57,"-2,13",75,17,116,"-1,38","0,36",83,"-0,56",72,"-0,04",81,"-0,11",95,"-0,05",84,"0,06",40,"-0,02",41,"0,05","0,6",59,"-4,51",80
ASD 628TE PAYADOR MINGAU,O120772,2007,,V,PO,73,,5,77,"0,26","0,44",62,"-0,14","0,6",71,"-1,94","0,31",88,111,"0,04",60,"-0,03",78,0,70,"-0,03",76,"-0,02",41,"-0,08",70,4,46,"-1,2","0,37",81,"-1,34",76,"0,03",64,"-0,01",74,"0,1",42,"-0,05",78,"-0,02",39,"-0,91","0,47",99,"-4,58",80
LAS LILAS 659 MARKER HIGHLITE TEJAS,IA-1161,1999,,V,IMP,,,14,311,"-0,42","0,72",15,"0,64","0,77",64,"-1,68","0,38",85,174,"-0,1",94,"-0,03",78,"-0,07",89,"-0,01",69,"-0,01",47,"-3,11",77,11,253,"0,34","0,5",60,"0,98",63,"-0,06",88,"0,02",62,"-0,02",78,"-0,06",83,"0,07",84,"-0,5","0,66",94,"-4,79",81
RINCON LAPACHO 860DEL SARANDY LAPACHO,O104073,2004,,V,PO,7287,Y,18,847,"0,51","0,85",76,"-1,87","0,85",86,"-6,12","0,55",99,436,"0,2",11,"0,01",66,"0,32",2,"0,05",47,"0,02",65,"1,73",64,16,632,"-4,85","0,65",99,"-6,72",96,"0,16",21,"-0,07",90,"0,24",11,0,62,"0,05",76,"-0,68","0,81",97,"-5,01",81
BEST 1875 HORNERO TE CHOLO,IA-1332,2007,,P,IMP,,,2,46,,,,"-2,3","0,57",88,"-3,97","0,21",99,32,"0,18",15,"0,02",62,"0,13",27,,,"0,12",,"-0,06",70,2,42,"-3,08","0,39",96,"-5,38",93,"0,14",29,"-0,01",73,"0,09",45,,,,,"-1,02","0,46",99,"-5,02",81
BIGUÁ 6457 BISMARCK FIV,O187111,2014,,P,PO,18474,,5,27,"0,4","0,47",70,"-3,38","0,46",93,,,,,"0,07",47,"-0,02",74,"0,01",68,"-0,2",98,"0,05",77,"-6,68",85,4,25,"-1,65","0,31",86,"-5,04",92,"0,04",60,"-0,04",82,"0,03",61,"-0,29",99,"0,06",80,"0,09","0,44",54,"-5,1",81
MAYA 162 FLORISBELO GRAMATICO LANCA,O136309,2009,,V,PO,15958,,2,76,"0,18","0,63",56,"-2,52","0,62",89,"-0,19","0,17",60,20,"0,03",61,"0,11",33,"0,18",15,"-0,01",68,"-0,18",3,"-6,01",84,2,59,"-2,44","0,41",92,"-4,96",91,"0,09",44,"0,14",23,"0,2",17,"-0,03",73,"-0,16",6,"0,08","0,48",56,"-5,11",81
DOBLEHACHE 33 ORIENTAL TE ORIENTAL,IA-674,1996,,V,IMP,,,38,783,"0,61","0,81",81,"-1,05","0,85",79,"-1,79","0,62",86,641,"0,08",43,"0,05",52,"0,08",44,"-0,06",85,"0,01",59,"-0,53",71,33,509,"-4,24","0,65",98,"-5,29",93,"0,03",63,"0,03",59,"0,05",55,"-0,08",87,"0,04",71,"0,28","0,79",37,"-5,31",82
RODEIO DO RINCÃO 199 ADÃO HEART TE106,O162089,2012,,P,PO,14672,,2,24,"0,99","0,2",93,"-3,29","0,45",93,,,,,"0,03",63,"-0,06",86,"-0,06",88,"0,11",28,"-0,1",11,"-8,09",88,2,20,"-0,36","0,24",70,"-3,65",88,"0,07",48,"-0,04",82,"-0,02",76,"0,12",23,"-0,12",11,"-0,55","0,36",95,"-5,37",82
S2 CONTRA 5034 GRAND CANYON,O109745,2005,,V,PO,6667,,2,93,"0,42","0,67",70,"-1,69","0,66",84,"1,05","0,29",17,76,"0,01",71,"0,01",65,0,70,"0,08",36,"-0,02",38,"-4,89",82,1,80,"-3,07","0,45",96,"-4,76",91,"0,05",56,"0,04",55,"0,1",41,"0,06",42,"0,1",91,,,,"-5,41",82
CONNEALY UNITED 1116,IA-1508,2011,,P,IMP,,,4,40,"0,39","0,45",69,"-0,39","0,5",74,"-1,81","0,04",87,3,0,73,"0,19",14,"0,05",52,"-0,09",90,"0,11",94,-2,75,4,26,"-1,66","0,24",86,"-2,05",80,"-0,02",76,"0,14",23,"0,05",54,"-0,07",85,"0,11",93,"-0,36","0,39",89,"-5,42",82
WOODHILL FORESIGHT,IA-914,2001,,P,IMP,,,3,33,"-0,34","0,47",18,"-4,34","0,46",96,"0,33","0,15",34,40,"-0,06",87,"-0,04",81,"-0,11",95,"-0,06",85,"0,06",81,"-13,87",95,3,32,"0,31","0,28",60,"-4,03",89,"-0,04",81,"-0,03",80,"-0,13",95,"-0,05",79,"0,08",85,"0,81","0,4",7,"-5,44",82
CIA.AZUL TE 0342 ORIENTAL TCB,O105776,2004,,V,PO,8538,,2,49,"0,26","0,33",61,"-1,35","0,53",82,"-2,03","0,21",90,15,"0,03",64,"-0,04",81,0,72,0,65,"0,12",96,"-3,42",78,2,25,"-1,2","0,32",82,"-2,55",83,"-0,04",83,"-0,09",92,"-0,05",84,"-0,05",81,"0,13",95,"-0,27","0,4",85,"-5,68",83
SANTA EULÁLIA CARLOTA NEW DESIGN 496 TE,O122656,2007,,P,PO,95,,3,82,"-0,35","0,62",18,"-1,91","0,6",86,"1,47","0,19",11,22,"-0,03",81,0,70,"0,01",67,"-0,04",79,0,55,"-6,96",86,2,58,"0,2","0,35",62,"-1,71",78,"-0,03",79,"-0,01",72,0,72,"-0,04",77,"-0,03",38,"-0,4","0,43",91,"-5,7",83
TRES MARIAS 7651 HOLLY 6976 TE PORTEÑO,IA-1123,2006,,V,IMP,,,10,76,"0,44","0,48",72,"-1,42","0,57",83,"-0,79","0,16",72,14,"-0,02",79,"-0,03",79,"0,03",60,"-0,06",85,"0,22",99,"-5,46",83,8,53,"-1,48","0,28",84,"-2,91",84,"0,01",70,"-0,01",70,"0,04",60,"-0,07",84,"0,23",99,"-0,1","0,4",73,"-5,7",83
D45 DA VISTA ALEGRE,C211163,2003,,P,PC,14692,,5,107,"0,22","0,63",59,"-0,09","0,64",70,"2,85","0,23",3,37,"-0,07",89,"-0,14",96,"-0,04",82,"-0,06",83,"-0,02",40,"-3,73",79,4,26,"-1,36","0,28",83,"-1,46",77,"-0,03",78,"-0,11",94,"-0,01",73,"0,02",56,0,53,"-0,2","0,28",81,"-5,77",83
GAP 3129 QUEBRACHO BARTO,O121423,2007,,V,PO,2555,,5,109,"-0,16","0,7",28,"-3,31","0,68",93,"-1,99","0,34",89,110,"-0,06",87,"-0,02",75,"-0,03",81,"0,05",45,"0,04",74,"-11,34",93,5,75,"0,72","0,44",54,"-2,59",83,"-0,03",80,"0,07",43,"0,01",70,"0,05",44,"-0,02",41,"0,08","0,49",56,"-5,77",83
