nome_touro,registro,ano_nasc,var_mocha,geracao,grau_sangue,raca2_marcador,pelagem,categoria,criador_codigo,fornecedor_semen_cod,reb_desm,nf_desm,pn_dep,pn_acuracia,pn_percentil,gnd_direto_dep,gnd_direto_acuracia,gnd_direto_percentil,gnd_materno_dep,gnd_materno_acuracia,gnd_materno_percentil,netos,conformacao_desm_dep,conformacao_desm_percentil,precocidade_desm_dep,precocidade_desm_percentil,musculatura_desm_dep,musculatura_desm_percentil,tamanho_desm_dep,tamanho_desm_percentil,pelame_desm_dep,pelame_desm_percentil,indice_desmama,indice_desmama_percentil,reb_sobreano,nf_sobreano,gds_dep,gds_acuracia,gds_percentil,gns_dep,gns_percentil,conformacao_sobr_dep,conformacao_sobr_percentil,precocidade_sobr_dep,precocidade_sobr_percentil,musculatura_sobr_dep,musculatura_sobr_percentil,tamanho_sobr_dep,tamanho_sobr_percentil,pelame_sobr_dep,pelame_sobr_percentil,perimetro_escrotal_dep,perimetro_escrotal_acuracia,perimetro_escrotal_percentil,indice_final,indice_final_percentil
NOVA AURORA E ANJO DA GUARDA 2286,244945,2014,M,,,,,PO,15519,,1,23,,,,"0,56","0,34",60,,,,,"0,03",60,"0,07",38,"0,08",40,"0,05",50,"-0,00",48,,61,1,21,"1,46","0,24",39,"2,02",50,"0,03",59,"0,07",40,"0,11",32,"0,06",47,"0,01",54,"-0,05","0,15",68,"3,31",55
MAAC DICKENS SUNDANCE 5631,244721,2014,M,,,,,PO,18830,,2,71,"0,03","0,45",40,"2,93","0,48",36,"0,74","0,08",21,6,"-0,08",91,"-0,03",74,"-0,14",98,"0,02",61,"0,04",81,,54,2,52,"1,34","0,35",41,"4,27",38,"-0,07",90,"-0,06",81,"-0,14",96,"0,01",60,"0,05",81,"0,41","0,34",21,"3,11",56
SANTA INÉS BUCANERO 1,IA475,2003,,,,,,CR,,IA,7,123,"0,33","0,53",61,"0,73","0,68",57,"-0,37","0,21",71,53,"0,01",66,"-0,04",75,"0,10",33,"0,04",54,"0,04",82,,63,5,86,"1,39","0,53",40,"2,12",49,"-0,01",74,"-0,08",85,"0,05",51,"0,06",50,"0,16",99,"0,22","0,55",35,"3,05",57
HORMIGA LAPACHO 7 CAUDILLO,IA597,2005,,,,,,CR,10379,IA,6,52,"0,37","0,42",65,"-1,12","0,44",77,"2,07","0,08",6,15,"0,09",37,"-0,03",75,"0,04",55,"0,02",61,"-0,03",16,,69,4,24,"-0,03","0,27",60,"-1,15",71,"0,09",39,"0,03",55,"0,04",55,"0,01",61,"-0,04",18,"0,31","0,32",28,"2,83",57
GUAICOS X1040 TE OLVIDO,IA582,2010,M,,,,,IA,10379,,14,95,"-0,01","0,56",37,"0,43","0,59",61,"-1,12","0,03",83,34,"0,16",21,"0,18",18,"0,24",9,"0,03",56,"0,02",71,,45,11,74,"-1,67","0,43",78,"-1,24",72,"0,13",29,"0,06",42,"0,18",18,"0,00",62,"0,02",69,"-0,32","0,51",84,"2,62",58
HORMIGA CAUDILLO 37 TIO COCOA,IA620,2010,,,,,,CR,10379,IA,2,24,"0,45","0,41",69,"0,37","0,41",63,"1,08","0,06",14,13,"0,03",61,"-0,07",85,"-0,01",72,"-0,02",74,"-0,08",6,,65,2,19,"1,15","0,29",44,"1,51",55,"0,01",65,"-0,06",80,"-0,06",81,"-0,03",73,"-0,08",6,"0,11","0,29",47,"2,57",58
GARUPÁ 6225 JUCA FININHO 25,197010,1989,,,,,,,48,,2,21,"-0,25","0,09",19,"0,29","0,38",64,"-1,05","0,06",82,4,"0,05",52,"0,05",47,"0,12",28,"0,16",21,,,,61,2,11,"0,00","0,23",59,"0,29",61,"0,05",54,"0,03",52,"0,13",29,"0,17",20,,,"0,08","0,09",48,"1,94",60
SÃO FERNANDO TREND 8643,246413,2015,M,,,,,PO,2457,,1,24,"0,90","0,23",91,"0,19","0,36",65,,,,,"-0,03",80,"0,01",61,"-0,00",68,"0,12",32,"0,15",99,,73,1,7,"1,83","0,18",34,"2,02",51,"-0,03",79,"-0,01",66,"-0,01",68,"0,14",25,"0,16",99,"0,16","0,14",39,"1,40",62
FELTONS PRINCE 861,IA390,1995,M,,,,,IA,,,7,134,"1,15","0,67",97,"1,96","0,68",42,"-0,68","0,18",77,48,"0,04",54,"0,02",54,"-0,01",70,"0,10",36,"-0,14",1,,47,8,88,"-2,96","0,51",89,"-1,01",70,"0,04",55,"0,01",58,"-0,05",78,"0,13",28,"-0,15",1,"0,65","0,55",10,"1,25",62
GAP 1981-1599,236134,2010,M,,,,,PO,2555,,1,20,"0,49","0,34",71,"-1,53","0,33",81,"-0,11","0,00",51,3,"0,09",38,"0,04",49,"0,11",31,"0,01",62,,,,71,1,14,"-2,30","0,22",84,"-3,83",83,"0,12",30,"0,08",34,"0,17",20,"0,04",53,,,"0,83","0,26",6,"1,15",63
PALENQUERO DOMINANTE 117 PALENQUE,IA511,2005,,,,,,CR,,IA,4,52,"-0,70","0,52",6,"-0,80","0,51",75,"-0,59","0,07",76,13,"0,03",59,"0,01",60,"-0,07",87,"-0,08",86,"-0,01",38,,74,4,37,"0,30","0,33",56,"-0,50",68,"0,07",43,"0,05",45,"-0,04",74,"-0,08",83,"0,00",46,"0,00","0,36",59,"0,93",64
MAUÁ BIENVENIDO DO PONTAL 1809,225477,2004,M,,,,,PO,2427,,7,178,"0,17","0,72",50,"1,05","0,72",54,"-1,20","0,29",86,75,"0,09",38,"0,05",45,"0,07",42,"0,06",47,"-0,00",41,,49,6,102,"-2,84","0,55",88,"-1,79",75,"0,04",58,"-0,03",72,"0,06",49,"0,01",59,"-0,00",39,"0,56","0,46",12,"0,92",64
PALENQUERO DOMINANTE 202 HALCON,IA624,2008,M,,,,,IA,10379,,3,67,"-0,51","0,48",9,"-0,93","0,53",75,"-0,23","0,02",65,7,"0,14",26,"0,06",42,"0,05",50,"0,01",62,"-0,11",2,,60,3,55,"-3,68","0,39",92,"-4,62",87,"0,14",26,"0,06",40,"0,11",31,"-0,01",66,"-0,12",2,"0,62","0,38",11,"0,49",65
GAP 1937 BUCANERO MILKER,236091,2010,M,,,,,PO,2555,,2,65,"-0,23","0,55",22,"1,44","0,55",48,"0,68","0,07",22,6,"-0,01",72,"0,05",47,"0,07",43,"0,09",42,"-0,09",3,,58,2,52,"-1,47","0,41",76,"-0,02",64,"-0,02",75,"0,02",57,"0,04",55,"0,12",32,"-0,03",19,"0,60","0,45",11,"0,30",66
MAAC LAUREEN WISDOM 5199,236665,2010,M,,,,,PO,2226,,2,67,"0,52","0,46",73,"-0,40","0,51",71,"-3,17","0,11",99,23,"-0,04",84,"-0,13",93,"-0,11",93,"0,01",64,"-0,01",35,,77,2,53,"1,24","0,38",42,"0,84",59,"-0,02",76,"-0,08",84,"-0,09",88,"0,00",63,"-0,03",20,"0,29","0,32",30,"0,23",66
SOUTH BUKALONG SHANNON 40 SHANNON,IA485,2004,M,,,,,IA,,,7,120,"0,69","0,65",83,"-0,36","0,65",70,"2,30","0,20",4,48,"0,05",51,"-0,09",87,"-0,16",98,"0,03",58,"0,05",90,,67,5,68,"-1,75","0,45",79,"-2,11",77,"0,07",45,"-0,04",75,"-0,12",94,"0,02",58,"0,12",99,"0,05","0,49",54,"-1,12",68
WLB GLOBAL 72M-50S GLOBAL,IA508,2006,M,,,,,IA,,,5,84,"0,41","0,50",67,"-0,79","0,56",74,"-1,50","0,13",91,28,"-0,01",73,"-0,01",69,"-0,01",71,"0,02",60,"-0,07",7,,77,4,53,"-0,25","0,35",64,"-1,04",71,"-0,00",70,"-0,08",85,"-0,03",73,"0,01",62,"-0,07",7,"0,37","0,32",23,"-1,24",69
ARRANQUE X9 TE ENTRERRIANO,IA497,2003,M,,,,,IA,,,5,21,"0,83","0,29",89,"0,60","0,39",59,"-1,19","0,05",85,6,"0,03",59,"0,02",55,"0,09",34,"0,11",35,"0,04",85,,60,3,13,"-2,88","0,25",88,"-2,27",78,"0,03",60,"-0,01",64,"0,03",58,"0,10",38,"0,05",85,"0,53","0,22",14,"-1,24",70
MAUÁ INVASOR DO PONTAL 3651,238465,2011,M,,,,,PO,2427,,3,124,"0,71","0,51",84,"0,02","0,58",67,"-4,13","0,16",99,93,"-0,03",82,"-0,07",83,"-0,07",87,"0,01",64,"-0,03",18,,75,3,87,"0,28","0,41",57,"0,30",61,"-0,02",77,"-0,05",77,"-0,06",81,"-0,02",69,"-0,04",16,"0,09","0,49",48,"-1,39",71
REMITALL SUPER DUTY 42S,IA487,2006,M,,,,,IA,,,6,100,"0,58","0,60",77,"-0,66","0,62",73,"-1,00","0,08",81,22,"-0,05",87,"-0,13",93,"-0,05",84,"0,10",39,"-0,00",42,,80,6,69,"0,89","0,44",48,"0,22",62,"0,01",65,"-0,10",88,"-0,03",72,"0,06",48,"-0,01",34,"-0,17","0,48",74,"-1,86",73
HARMONIA NOVO N13,245446,2014,M,,,,,PO,2376,,1,28,"-0,16","0,17",26,"1,09","0,37",53,,,,,"-0,05",86,"-0,16",96,"-0,16",99,"0,12",33,"-0,00",45,,68,1,11,"-0,88","0,20",73,"0,21",62,"-0,02",78,"-0,15",95,"-0,14",96,"0,13",30,"0,02",66,"0,05","0,09",54,"-2,28",74
CANOA MIRIM 21,245881,2015,M,,,,,PO,21081,,1,24,"-0,14","0,26",27,"0,72","0,27",58,,,,,"0,12",30,"0,01",60,"0,01",66,"-0,06",81,,,,47,1,22,"-5,07","0,19",97,"-4,35",85,"0,12",30,"-0,01",66,"-0,02",71,"-0,10",85,,,"-0,07","0,25",69,"-2,44",74
WIRRUNA DAFFY D1 DAFFY,IA590,2008,M,,,,,IA,17737,,1,90,"-0,34","0,58",16,"-2,31","0,56",87,"-0,10","0,01",41,1,"-0,03",79,"0,00",64,"0,14",23,"0,21",16,"0,16",99,,87,1,25,"-1,18","0,27",75,"-3,49",81,"-0,06",87,"-0,10",89,"0,08",42,"0,20",18,"0,14",99,"1,42","0,34",2,"-2,68",75
TOPASS DETENTO 1,228974,2006,M,,,,,PO,2444,,2,47,"0,68","0,48",83,"0,39","0,48",62,"1,32","0,15",11,30,"0,12",29,"0,29",11,"0,14",24,"0,16",21,,,,50,2,21,"-6,11","0,32",99,"-5,72",90,"0,13",28,"0,19",15,"0,10",36,"0,09",40,"0,14",99,"-0,02","0,20",63,"-4,16",78
TOPASS MARAGATO 29,243609,2014,,,,,,CR,2444,,1,21,"0,12","0,32",46,"-2,70","0,32",91,"-0,27","0,08",67,2,"-0,05",87,"-0,04",77,"-0,03",75,"-0,10",87,,,,90,1,21,"0,19","0,24",57,"-2,50",79,"-0,05",85,"-0,03",74,"-0,03",73,"-0,10",85,,,"0,09","0,30",47,"-5,97",81
TOPASS ASTRO 59,241383,2013,M,,,,,PO,2444,,1,24,"1,47","0,38",99,"-1,70","0,41",83,"-2,60","0,09",97,4,"0,10",37,"-0,08",85,"-0,08",89,"-0,15",95,,,,71,1,21,"-3,39","0,27",91,"-5,09",88,"0,08",42,"-0,13",92,"-0,10",89,"-0,18",95,,,"-1,01","0,25",99,"-7,64",83
MURMULLOS FRANCISCO X0954 TE FRANCISCO,IA613,2011,M,,,,,IA,10379,,7,53,"-1,22","0,27",2,"-1,43","0,46",80,"-0,88","0,02",80,5,"0,05",53,"0,07",38,"0,10",32,"0,06",48,"-0,10",2,,76,7,33,"-4,36","0,30",95,"-5,79",90,"-0,01",74,"-0,03",71,"0,05",54,"-0,03",71,"-0,12",2,"0,03","0,30",56,"-8,49",84
GUAICOS X9026 TE COMANDANTE,IA481,2003,,,,,,CR,,IA,10,298,"0,14","0,64",48,"-1,58","0,75",82,"-2,43","0,32",97,141,"-0,01",71,"-0,11",89,"0,03",56,"-0,03",76,"0,02",72,,82,8,219,"-3,54","0,61",92,"-5,12",89,"-0,03",81,"-0,16",96,"-0,01",68,"-0,13",88,"0,07",90,"0,14","0,67",42,"-8,72",84
TOPASS SENDEIRO 13,235915,2010,M,,,,,PO,2444,,1,35,"0,66","0,40",82,"1,63","0,41",45,"0,39","0,12",30,31,"0,01",67,"-0,03",75,"-0,04",80,"0,12",30,,,,53,1,29,"-5,53","0,27",98,"-3,90",83,"-0,02",77,"-0,09",87,"-0,11",92,"0,08",42,,,"-0,41","0,26",88,"-8,78",85
MAUÁ INVASOR DO PONTAL 3619,238449,2011,M,,,,,PO,2427,,2,37,"0,58","0,43",77,"-2,83","0,43",92,"-0,80","0,09",78,10,"0,20",18,"0,17",21,"0,16",19,"0,00",66,,,,70,2,29,"-7,86","0,30",99,"-10,69",98,"0,22",16,"0,15",21,"0,16",22,"-0,04",75,,,"-0,60","0,42",95,"-9,38",87
WERT X1585 SUREÑO TE,IA490,2000,M,,,,,IA,,,10,379,"0,37","0,79",65,"-0,37","0,78",70,"1,98","0,38",7,155,"0,08",44,"0,11",30,"0,05",50,"0,04",53,"0,01",58,,65,10,294,"-8,26","0,67",99,"-8,63",95,"0,00",69,"0,03",52,"-0,05",78,"-0,08",83,"0,04",77,"-0,26","0,70",78,"-13,09",92
SÃO CARLOS H11,242062,2014,,,,,,CR,19614,PC,1,21,"0,34","0,29",62,"-1,85","0,30",85,"-0,24","0,05",66,3,"-0,16",98,"-0,25",99,"-0,12",95,"-0,15",94,"0,01",66,,92,1,20,"-1,69","0,23",78,"-3,54",81,"-0,19",98,"-0,26",99,"-0,17",98,"-0,16",93,"0,07",89,"0,12","0,26",45,"-13,20",92
TANK,220553,2001,M,,,,,PO,2444,,4,69,"-0,59","0,42",7,"-5,37","0,52",97,"0,76","0,19",20,58,"0,02",64,"-0,20",98,"-0,14",98,"-0,28",98,,,,95,4,42,"-3,87","0,35",94,"-9,24",96,"0,06",52,"-0,14",95,"-0,14",96,"-0,30",98,,,"-0,46","0,31",91,"-13,83",93
MAAC ROCK LANSING 4791,229622,2006,M,,,,,PO,2226,,2,164,,,,"-5,09","0,62",97,"-0,40","0,09",73,12,"-0,11",95,"-0,11",89,"-0,13",97,"-0,11",88,"-0,01",40,,97,2,120,"-0,85","0,48",72,"-5,94",91,"-0,16",96,"-0,14",94,"-0,14",95,"-0,13",89,"-0,01",35,"-0,44","0,15",89,"-16,30",95
GUAICOS X1804 ALABAMA FEDERAL TE TEMBLOR,IA639,2014,M,,,,,IA,22743,,1,23,"-2,82","0,34",1,"-6,14","0,34",98,,,,,"-0,08",91,"-0,01",68,"0,03",60,"-0,30",99,"-0,08",5,,98,1,18,"-5,90","0,23",99,"-12,04",99,"-0,06",89,"-0,00",62,"0,04",54,"-0,37",99,"-0,07",7,"0,07","0,20",50,"-20,79",97
TOPASS WCK 3N-89,222605,2002,M,,,,,PO,2444,,1,80,"0,15","0,52",49,"-4,88","0,54",97,"-0,44","0,25",74,65,"-0,07",90,"-0,16",95,"-0,12",94,"-0,18",96,,,,96,1,52,"-7,59","0,40",99,"-12,47",99,"-0,11",94,"-0,21",98,"-0,18",99,"-0,31",98,,,"-0,61","0,25",96,"-24,83",98
