nome_touro,registro,ano_nasc,var_mocha,geracao,grau_sangue,raca2_marcador,pelagem,categoria,criador_codigo,fornecedor_semen_cod,reb_desm,nf_desm,pn_dep,pn_acuracia,pn_percentil,gnd_direto_dep,gnd_direto_acuracia,gnd_direto_percentil,gnd_materno_dep,gnd_materno_acuracia,gnd_materno_percentil,netos,conformacao_desm_dep,conformacao_desm_percentil,precocidade_desm_dep,precocidade_desm_percentil,musculatura_desm_dep,musculatura_desm_percentil,tamanho_desm_dep,tamanho_desm_percentil,pelame_desm_dep,pelame_desm_percentil,indice_desmama,indice_desmama_percentil,reb_sobreano,nf_sobreano,gds_dep,gds_acuracia,gds_percentil,gns_dep,gns_percentil,conformacao_sobr_dep,conformacao_sobr_percentil,precocidade_sobr_dep,precocidade_sobr_percentil,musculatura_sobr_dep,musculatura_sobr_percentil,tamanho_sobr_dep,tamanho_sobr_percentil,pelame_sobr_dep,pelame_sobr_percentil,perimetro_escrotal_dep,perimetro_escrotal_acuracia,perimetro_escrotal_percentil,indice_final,indice_final_percentil
3E-7932 DA EMBRAPA,175416,2008,,,,,,PS,23828,,1,69,"1,60","0,58",98,"1,32","0,57",65,"0,84","0,09",24,8,"-0,20",99,,,,,"0,03",39,"-0,01",61,,87,1,31,"3,33","0,35",31,"4,66",49,"-0,20",99,,,,,"0,05",35,"-0,05",36,"-0,62","0,35",95,"-4,44",85
ORGULHO DA SAN LUCAS ORGULHO,112470,2000,,,,,,PS,23890,,13,445,"0,56","0,78",68,"-1,46","0,77",89,"-0,61","0,31",64,60,"-0,08",89,,,,,"0,07",23,"-0,05",33,,91,7,169,"-0,05","0,56",76,"-1,51",84,"-0,03",78,,,,,"0,13",12,"-0,04",40,"0,09","0,50",58,"-4,70",86
QUERCUS S.J. QUERCUS,193876,2012,,,,,,PS,24493,,2,47,"-0,58","0,53",10,"-0,19","0,51",78,,,,0,"-0,16",98,,,,,"-0,07",85,"0,00",63,,91,2,9,"-0,47","0,31",80,"-0,66",81,"-0,14",98,,,,,"-0,05",82,"0,04",83,"0,22","0,43",42,"-7,96",88
OCIDENTE 1 DA SANTA CAROLINA OCIDENTE 1,185365,2010,,,,,,PS,23891,,9,347,"0,29","0,77",50,"-0,90","0,76",84,"-1,47","0,16",77,12,"-0,03",77,,,,,"-0,08",87,"-0,10",17,,84,6,168,"-2,65","0,57",96,"-3,55",93,"0,03",60,,,,,"-0,04",78,"-0,17",5,"-0,55","0,67",93,"-8,32",89
MONKEY DA SANTA CAROLINA MONKEY,175811,2008,,,,,,PS,23891,,3,28,"-1,33","0,48",2,"1,33","0,48",65,"-1,08","0,20",72,38,"-0,02",74,,,,,"-0,01",62,"-0,12",11,,69,3,20,"-3,72","0,32",98,"-2,39",88,"-0,03",79,,,,,"0,01",53,"-0,12",15,"-0,69","0,40",98,"-8,62",90
DANDY JM DANDY,152550,2004,,,,,,PS,24941,,10,105,"0,85","0,66",84,"0,74","0,65",71,"-4,19","0,34",98,97,"-0,15",97,,,,,"-0,10",89,"-0,11",14,,85,5,23,"-1,79","0,41",91,"-1,05",83,"-0,14",98,,,,,"-0,08",89,"-0,12",14,"0,17","0,48",48,"-8,74",90
QUETOURO DA PEREIRA QUETOURO,73169,1996,,,,,,PS,24123,,5,76,"0,10","0,59",40,"-2,99","0,58",96,"-0,19","0,19",48,25,"-0,15",98,,,,,"0,01",54,"0,01",72,,98,4,60,"0,98","0,43",62,"-2,00",86,"-0,16",99,,,,,"0,02",46,"0,02",71,"0,13","0,48",53,"-10,23",93
TEM QUE SER S.J. TEM QUE SER,205996,2015,,,,,,PS,24493,,1,31,"0,27","0,45",50,"-1,47","0,43",89,,,,0,"-0,18",99,,,,,"0,04",37,"-0,13",9,,97,1,4,"-1,88","0,27",92,"-3,35",92,"-0,14",97,,,,,"0,05",34,"-0,13",12,"0,87","0,35",10,"-10,47",93
ESPADACHIM DA ÁGUA MARINHA ESPADACHIM,146319,2003,,,,,,PS,15231,,3,41,"-0,84","0,55",6,"-3,51","0,53",98,"-0,40","0,26",56,58,"-0,02",73,,,,,"-0,19",98,"0,00",64,,96,2,19,"-2,96","0,34",97,"-6,47",98,"-0,02",76,,,,,"-0,12",95,"-0,04",45,"0,19","0,35",46,"-11,09",95
GATO LS GATO,117872,2001,,,,,,PS,24581,,23,331,"-0,15","0,78",22,"-2,30","0,77",95,"0,78","0,43",25,161,"-0,12",96,,,,,"-0,15",97,"0,10",96,,96,14,93,"-1,17","0,53",87,"-3,47",93,"-0,11",94,,,,,"-0,12",95,"0,09",95,"0,13","0,55",53,"-11,16",95
NACO DA ITAMARATI NACO,186600,2010,,,,,,PS,24792,,1,51,"-0,49","0,55",12,"-4,32","0,52",99,"0,66","0,14",28,3,"-0,20",99,,,,,"-0,12",93,"-0,24",3,,99,1,3,"0,33","0,26",70,"-3,99",95,"-0,14",98,,,,,"-0,10",91,"-0,24",2,"0,23","0,25",40,"-14,17",96
HAMILTON DA ILMA HAMILTON,88695,1998,,,,,,PS,7510,,35,549,"0,36","0,82",55,"-3,49","0,81",98,"0,26","0,54",39,350,"-0,12",96,,,,,"-0,14",95,"0,07",91,,98,23,250,"-1,53","0,65",89,"-5,02",97,"-0,13",97,,,,,"-0,10",92,"0,06",89,"0,10","0,71",57,"-14,37",96
MAJOR DA SANTA CAROLINA MAJOR,176208,2008,,,,,,PS,23891,,14,346,"-0,20","0,78",19,"-2,05","0,77",93,"-6,89","0,39",99,129,"-0,07",84,,,,,"-0,12",92,"-0,07",28,,93,12,184,"-5,41","0,60",99,"-7,46",98,"-0,06",86,,,,,"-0,07",88,"-0,06",33,"0,14","0,68",52,"-15,92",97
PELORINHO DA SANTA CAROLINA PELORINHO,188218,2011,,,,,,PS,23891,,3,29,"-0,61","0,49",9,"-2,21","0,48",94,"-4,78","0,14",99,3,"-0,09",92,,,,,"-0,19",98,"-0,08",25,,95,3,28,"-5,63","0,36",99,"-7,83",99,"-0,11",95,,,,,"-0,14",97,"-0,09",21,"0,71","0,45",18,"-16,15",98
3G - 8695 DA EMBRAPA,184748,2010,,,,,,PS,23828,,1,90,"-0,75","0,61",9,"-1,76","0,59",91,"3,25","0,09",2,5,"-0,18",98,,,,,"-0,22",99,"0,07",93,,98,1,53,"-2,06","0,42",94,"-3,82",94,"-0,18",99,,,,,"-0,25",99,"0,06",88,"-0,28","0,43",86,"-17,03",98
PASSOS DA SANTA CAROLINA PASSOS,188704,2011,,,,,,PS,23891,,2,55,"0,38","0,54",56,"-3,04","0,51",97,,,,0,"-0,02",72,,,,,"-0,02",65,"-0,13",10,,93,2,28,"-5,06","0,35",99,"-8,10",99,"-0,05",83,,,,,"-0,03",75,"-0,09",18,"-0,69","0,38",97,"-18,47",98
GONÇALO DA ÁGUA MARINHA GONÇALO,163367,2005,,,,,,PS,15231,,13,180,"-0,01","0,73",30,"-5,18","0,72",99,"-1,04","0,32",70,83,"-0,21",99,,,,,"-0,01",62,"-0,04",36,,99,10,70,"-1,75","0,49",91,"-6,93",98,"-0,20",99,,,,,"-0,03",75,"-0,03",47,"0,85","0,55",12,"-18,56",99
